group,n,mean,median,ci95_mean_low,ci95_mean_high,ci95_median_low,ci95_median_high,late_share,n_total,n_late
date=2025-12-17,3252,0.44185116851168516,0.0,0.380134532595326,0.5132234009840099,0.0,0.0,,,
date=2026-01-08,3247,0.664767477671697,0.0,0.5481259624268555,0.7943378503233752,0.0,0.0,,,
date=2025-12-10,3243,1.0491211840888066,0.0,0.9635707678075855,1.1381205673758863,0.0,0.0,,,
date=2026-01-20,3242,0.5632942628007402,0.0,0.49055598396051825,0.644853485502776,0.0,0.0,,,
date=2025-12-03,3241,0.9371798827522368,0.0,0.8510575439679112,1.0297932736809627,0.0,0.0,,,
destination=Pfrondorf Lusstraße,3228,0.17561957868649317,0.0,0.10947800495662949,0.25105638166047084,0.0,0.0,,,
date=2025-12-11,3216,1.7137126865671641,0.0,1.5362266791044776,1.9134242848258702,0.0,0.0,,,
date=2026-01-21,3170,0.6210094637223975,0.0,0.533076498422713,0.7107586750788644,0.0,0.0,,,
stop_name=Tübingen Haagtor,3095,0.6751857835218094,0.0,0.6044870759289177,0.7536785137318254,0.0,0.0,,,
stop_name=Tübingen Hermann Hepper Halle,3095,0.4335056542810985,0.0,0.37595718901453956,0.49733441033925685,0.0,0.0,,,
date=2026-01-14,3094,0.40355526826115057,0.0,0.35817550096961864,0.4506811570782159,0.0,0.0,,,
date=2025-11-19,3088,1.0194948186528499,0.0,0.8995790155440413,1.1487370466321245,0.0,0.0,,,
date=2025-12-18,3077,0.559798505037374,0.0,0.47887471563210915,0.6556402339941502,0.0,0.0,,,
date=2025-12-16,3068,0.4683833116036506,0.0,0.40292698826597134,0.5459338331160365,0.0,0.0,,,
date=2026-01-16,3039,0.36416584402764063,0.0,0.31804870023033893,0.41421602500822646,0.0,0.0,,,
stop_name=Tübingen Weberstraße,3026,0.5863185723727693,0.0,0.513678122934567,0.668686384666226,0.0,0.0,,,
date=2026-01-09,2954,0.3572782667569398,0.0,0.30588608666215306,0.42113067027758966,0.0,0.0,,,
date=2026-01-22,2898,0.44723947550034504,0.0,0.37186939268461,0.5402570738440302,0.0,0.0,,,
date=2025-11-20,2886,0.7235273735273735,0.0,0.6224073111573112,0.8355223492723493,0.0,0.0,,,
destination=Tübingen Sand Drosselweg,2885,0.20599653379549393,0.0,0.1528812824956673,0.26604332755632576,0.0,0.0,,,
stop_name=Tübingen Kelternplatz,2883,0.39223031564342703,0.0,0.3291649323621228,0.4621600763093999,0.0,0.0,,,
destination=Tübingen Weststadt,2856,0.5212885154061625,0.0,0.46127363445378156,0.5830917366946778,0.0,0.0,,,
date=2026-01-23,2852,0.3595371669004207,0.0,0.3141970546984572,0.41011307854137435,0.0,0.0,,,
destination=Bühl Römerstraße,2833,0.7657959759971762,0.0,0.6906424285210025,0.8428891634309919,0.0,0.0,,,
date=2026-01-19,2831,0.5090074178735429,0.0,0.4183663016601908,0.6194312963617097,0.0,0.0,,,
date=2025-12-30,2754,0.3188090050835149,0.0,0.25246550472040663,0.3949700435729846,0.0,0.0,,,
destination=Pfrondorf Lindenstraße,2711,0.3073404647731464,0.0,0.2451042050903726,0.37440151235706376,0.0,0.0,,,
