phase,stop_point_ref,stop_name,stop_sequence,platform,arrival_planned,arrival_estimated,departure_planned,departure_estimated,arrival_delay_minutes,departure_delay_minutes,journey_ref,operating_day_ref,line_name,destination
onward,de:08416:10212:0:1,Tübingen WHO Erlenweg,25,,2025-11-08 17:17,2025-11-08 17:17,2025-11-08 17:17,2025-11-08 17:17,0.0,0.0,tub:09004::R:j25:190,2025-11-08,4,Tübingen WHO Ulmenweg
onward,de:08416:10211:0:1,Tübingen WHO Pappelweg,26,,2025-11-08 17:17,2025-11-08 17:17,2025-11-08 17:17,2025-11-08 17:17,0.0,0.0,tub:09004::R:j25:190,2025-11-08,4,Tübingen WHO Ulmenweg
onward,de:08416:10260:0:1,Tübingen WHO Ulmenweg,27,,2025-11-08 17:19,2025-11-08 17:19,,,0.0,,tub:09004::R:j25:190,2025-11-08,4,Tübingen WHO Ulmenweg
previous,de:08416:10213:0:1,Tübingen WHO Ahornweg,1,,,,2025-11-08 16:43,2025-11-08 16:46,,3.7,tub:09005::H:j25:846,2025-11-08,5,Tübingen Hauptbahnhof
previous,de:08416:10212:0:1,Tübingen WHO Erlenweg,2,,2025-11-08 16:44,2025-11-08 16:47,2025-11-08 16:44,2025-11-08 16:47,3.6,3.6,tub:09005::H:j25:846,2025-11-08,5,Tübingen Hauptbahnhof
previous,de:08416:10211:0:1,Tübingen WHO Pappelweg,3,,2025-11-08 16:44,2025-11-08 16:48,2025-11-08 16:44,2025-11-08 16:49,3.6,4.1,tub:09005::H:j25:846,2025-11-08,5,Tübingen Hauptbahnhof
previous,de:08416:10260:0:1,Tübingen WHO Ulmenweg,4,,2025-11-08 16:46,2025-11-08 16:50,2025-11-08 16:46,2025-11-08 16:50,4.1,4.4,tub:09005::H:j25:846,2025-11-08,5,Tübingen Hauptbahnhof
previous,de:08416:10209:0:4,Tübingen Horemer,5,,2025-11-08 16:47,2025-11-08 16:52,2025-11-08 16:47,2025-11-08 16:52,4.3,4.3,tub:09005::H:j25:846,2025-11-08,5,Tübingen Hauptbahnhof
previous,de:08416:10208:0:4,Tübingen Haydnweg,6,,2025-11-08 16:48,2025-11-08 16:53,2025-11-08 16:48,2025-11-08 16:53,4.2,4.6,tub:09005::H:j25:846,2025-11-08,5,Tübingen Hauptbahnhof
previous,de:08416:10207:0:4,Tübingen Wanne Kunsthalle,7,,2025-11-08 16:50,2025-11-08 16:54,2025-11-08 16:50,2025-11-08 16:55,4.7,5.3,tub:09005::H:j25:846,2025-11-08,5,Tübingen Hauptbahnhof
previous,de:08416:10206:0:4,Tübingen Beethovenweg,8,,2025-11-08 16:51,2025-11-08 16:56,2025-11-08 16:51,2025-11-08 16:57,5.2,5.6,tub:09005::H:j25:846,2025-11-08,5,Tübingen Hauptbahnhof
previous,de:08416:10205:0:4,Tübingen Botanischer Garten,9,,2025-11-08 16:52,2025-11-08 16:58,2025-11-08 16:52,2025-11-08 16:58,5.3,5.3,tub:09005::H:j25:846,2025-11-08,5,Tübingen Hauptbahnhof
previous,de:08416:10124:1:6,Tübingen Auf der Morgenstelle,10,,2025-11-08 16:54,2025-11-08 16:59,2025-11-08 16:54,2025-11-08 17:00,5.2,5.5,tub:09005::H:j25:846,2025-11-08,5,Tübingen Hauptbahnhof
previous,de:08416:10204:0:5,Tübingen BG Unfallklinik,11,,2025-11-08 16:56,2025-11-08 17:01,2025-11-08 16:56,2025-11-08 17:01,5.3,5.8,tub:09005::H:j25:846,2025-11-08,5,Tübingen Hauptbahnhof
previous,de:08416:10203:0:4,Tübingen Uni-Kliniken Berg,12,,2025-11-08 16:56,2025-11-08 17:02,2025-11-08 16:56,2025-11-08 17:02,5.6,6.1,tub:09005::H:j25:846,2025-11-08,5,Tübingen Hauptbahnhof
previous,de:08416:10202:0:4,Tübingen Frondsbergstraße,13,,2025-11-08 16:58,2025-11-08 17:04,2025-11-08 16:58,2025-11-08 17:04,6.4,6.4,tub:09005::H:j25:846,2025-11-08,5,Tübingen Hauptbahnhof
previous,de:08416:10201:0:4,Tübingen Quenstedtstraße,14,,2025-11-08 16:59,2025-11-08 17:05,2025-11-08 16:59,2025-11-08 17:05,5.9,5.9,tub:09005::H:j25:846,2025-11-08,5,Tübingen Hauptbahnhof
previous,de:08416:10200:0:4,Tübingen Uni-Kliniken Tal,15,,2025-11-08 17:01,2025-11-08 17:06,2025-11-08 17:01,2025-11-08 17:06,5.7,5.7,tub:09005::H:j25:846,2025-11-08,5,Tübingen Hauptbahnhof
previous,de:08416:10507:0:8,Tübingen Hölderlinstraße,16,,2025-11-08 17:02,2025-11-08 17:07,2025-11-08 17:02,2025-11-08 17:07,4.9,4.9,tub:09005::H:j25:846,2025-11-08,5,Tübingen Hauptbahnhof
previous,de:08416:10508:0:4,Tübingen Stadtgraben,17,,2025-11-08 17:04,2025-11-08 17:09,2025-11-08 17:04,2025-11-08 17:09,4.9,4.9,tub:09005::H:j25:846,2025-11-08,5,Tübingen Hauptbahnhof
previous,de:08416:10502:0:5,Tübingen Nonnenhaus,18,,2025-11-08 17:05,2025-11-08 17:09,2025-11-08 17:05,2025-11-08 17:09,4.5,4.5,tub:09005::H:j25:846,2025-11-08,5,Tübingen Hauptbahnhof
onward,de:08416:10501:0:4,Tübingen Neckarbrücke,19,,2025-11-08 17:06,2025-11-08 17:10,2025-11-08 17:06,2025-11-08 17:10,3.8,3.8,tub:09005::H:j25:846,2025-11-08,5,Tübingen Hauptbahnhof
onward,de:08416:11000:14:J,Tübingen Hauptbahnhof,20,Bstg. J,2025-11-08 17:09,2025-11-08 17:12,,,3.0,,tub:09005::H:j25:846,2025-11-08,5,Tübingen Hauptbahnhof
previous,de:08416:11000:13:K,Tübingen Hauptbahnhof,1,Bstg. K,,,2025-11-08 17:04,2025-11-08 17:04,,0.0,tub:09008::R:j25:437,2025-11-08,8,Hagelloch Dornäckerweg
onward,de:08416:10501:0:2,Tübingen Neckarbrücke,2,,2025-11-08 17:07,2025-11-08 17:07,2025-11-08 17:07,2025-11-08 17:07,0.3,0.3,tub:09008::R:j25:437,2025-11-08,8,Hagelloch Dornäckerweg
onward,de:08416:10520:0:2,Tübingen Wilhelmstraße,3,,2025-11-08 17:08,2025-11-08 17:08,2025-11-08 17:08,2025-11-08 17:08,0.0,0.0,tub:09008::R:j25:437,2025-11-08,8,Hagelloch Dornäckerweg
onward,de:08416:10507:0:8,Tübingen Hölderlinstraße,4,,2025-11-08 17:10,2025-11-08 17:10,2025-11-08 17:10,2025-11-08 17:10,0.0,0.0,tub:09008::R:j25:437,2025-11-08,8,Hagelloch Dornäckerweg
onward,de:08416:10510:0:1,Tübingen Rümelinstraße,5,,2025-11-08 17:11,2025-11-08 17:11,2025-11-08 17:11,2025-11-08 17:11,0.0,0.0,tub:09008::R:j25:437,2025-11-08,8,Hagelloch Dornäckerweg
onward,de:08416:10192:0:3,Tübingen Parkhaus König,6,,2025-11-08 17:12,2025-11-08 17:12,2025-11-08 17:12,2025-11-08 17:12,0.0,0.0,tub:09008::R:j25:437,2025-11-08,8,Hagelloch Dornäckerweg
onward,de:08416:10100:0:1,Tübingen Rappstraße,7,,2025-11-08 17:13,2025-11-08 17:13,2025-11-08 17:13,2025-11-08 17:13,0.0,0.0,tub:09008::R:j25:437,2025-11-08,8,Hagelloch Dornäckerweg
onward,de:08416:10101:0:1,Tübingen Aischbachstraße,8,,2025-11-08 17:14,2025-11-08 17:14,2025-11-08 17:14,2025-11-08 17:14,0.0,0.0,tub:09008::R:j25:437,2025-11-08,8,Hagelloch Dornäckerweg
onward,de:08416:10112:0:1,Tübingen Gösstraße,9,Bstg. 1,2025-11-08 17:15,2025-11-08 17:15,2025-11-08 17:15,2025-11-08 17:15,0.0,0.0,tub:09008::R:j25:437,2025-11-08,8,Hagelloch Dornäckerweg
onward,de:08416:10111:0:1,Tübingen F.-Dannenmann-Str.,10,,2025-11-08 17:16,2025-11-08 17:16,2025-11-08 17:16,2025-11-08 17:16,0.0,0.0,tub:09008::R:j25:437,2025-11-08,8,Hagelloch Dornäckerweg
onward,de:08416:10113:0:1,Tübingen Stephanuskirche,11,,2025-11-08 17:17,2025-11-08 17:17,2025-11-08 17:17,2025-11-08 17:17,0.0,0.0,tub:09008::R:j25:437,2025-11-08,8,Hagelloch Dornäckerweg
onward,de:08416:10103:0:1,Tübingen Hagellocher Weg,12,,2025-11-08 17:18,2025-11-08 17:18,2025-11-08 17:18,2025-11-08 17:18,0.0,0.0,tub:09008::R:j25:437,2025-11-08,8,Hagelloch Dornäckerweg
onward,de:08416:10104:0:1,Tübingen Weilerhalde,13,,2025-11-08 17:19,2025-11-08 17:19,2025-11-08 17:19,2025-11-08 17:19,0.0,0.0,tub:09008::R:j25:437,2025-11-08,8,Hagelloch Dornäckerweg
onward,de:08416:10105:0:1,Tübingen Kreuzberg,14,,2025-11-08 17:20,2025-11-08 17:20,2025-11-08 17:20,2025-11-08 17:20,0.0,0.0,tub:09008::R:j25:437,2025-11-08,8,Hagelloch Dornäckerweg
onward,de:08416:10106:0:1,Tübingen Neuhalde,15,,2025-11-08 17:22,2025-11-08 17:22,2025-11-08 17:22,2025-11-08 17:22,0.0,0.0,tub:09008::R:j25:437,2025-11-08,8,Hagelloch Dornäckerweg
onward,de:08416:10107:0:1,Hagelloch Rathaus,16,,2025-11-08 17:24,2025-11-08 17:24,2025-11-08 17:24,2025-11-08 17:24,0.0,0.0,tub:09008::R:j25:437,2025-11-08,8,Hagelloch Dornäckerweg
onward,de:08416:10108:0:4,Hagelloch Dornäckerweg,17,,2025-11-08 17:26,2025-11-08 17:26,,,0.0,,tub:09008::R:j25:437,2025-11-08,8,Hagelloch Dornäckerweg
onward,de:08416:11000:11:C,Tübingen Hauptbahnhof,1,Bstg. C,,,2025-11-08 17:07,2025-11-08 17:07,,0.0,tub:09007::R:j25:220,2025-11-08,7,Pfrondorf Lindenstraße
onward,de:08416:10501:0:2,Tübingen Neckarbrücke,2,,2025-11-08 17:09,2025-11-08 17:09,2025-11-08 17:09,2025-11-08 17:09,0.0,0.0,tub:09007::R:j25:220,2025-11-08,7,Pfrondorf Lindenstraße
onward,de:08416:10520:0:2,Tübingen Wilhelmstraße,3,,2025-11-08 17:11,2025-11-08 17:11,2025-11-08 17:11,2025-11-08 17:11,0.0,0.0,tub:09007::R:j25:220,2025-11-08,7,Pfrondorf Lindenstraße
onward,de:08416:10503:0:2,Tübingen Uni / Neue Aula,4,,2025-11-08 17:12,2025-11-08 17:12,2025-11-08 17:12,2025-11-08 17:12,0.0,0.0,tub:09007::R:j25:220,2025-11-08,7,Pfrondorf Lindenstraße
onward,de:08416:10504:0:1,Tübingen Lothar-Meyer-Bau,5,,2025-11-08 17:13,2025-11-08 17:13,2025-11-08 17:13,2025-11-08 17:13,0.0,0.0,tub:09007::R:j25:220,2025-11-08,7,Pfrondorf Lindenstraße
onward,de:08416:10505:0:1,Tübingen Pauline-Krone-Heim,6,,2025-11-08 17:15,2025-11-08 17:15,2025-11-08 17:15,2025-11-08 17:15,0.0,0.0,tub:09007::R:j25:220,2025-11-08,7,Pfrondorf Lindenstraße
onward,de:08416:10300:0:1,Tübingen Landhausstraße,7,,2025-11-08 17:15,2025-11-08 17:15,2025-11-08 17:15,2025-11-08 17:15,0.0,0.0,tub:09007::R:j25:220,2025-11-08,7,Pfrondorf Lindenstraße
onward,de:08416:10305:0:1,Tübingen Stuttgarter Str.,8,,2025-11-08 17:16,2025-11-08 17:16,2025-11-08 17:16,2025-11-08 17:16,0.0,0.0,tub:09007::R:j25:220,2025-11-08,7,Pfrondorf Lindenstraße
onward,de:08416:10306:0:1,Tübingen Jürgensenstraße,9,,2025-11-08 17:17,2025-11-08 17:17,2025-11-08 17:17,2025-11-08 17:17,0.0,0.0,tub:09007::R:j25:220,2025-11-08,7,Pfrondorf Lindenstraße
onward,de:08416:10302:0:1,Tübingen Neuhaldenstraße,10,,2025-11-08 17:18,2025-11-08 17:18,2025-11-08 17:18,2025-11-08 17:18,0.0,0.0,tub:09007::R:j25:220,2025-11-08,7,Pfrondorf Lindenstraße
onward,de:08416:10307:0:1,Tübingen Eichhaldenstraße,11,,2025-11-08 17:19,2025-11-08 17:19,2025-11-08 17:19,2025-11-08 17:19,0.0,0.0,tub:09007::R:j25:220,2025-11-08,7,Pfrondorf Lindenstraße
onward,de:08416:10332:0:1,Tübingen Stäudach,12,,2025-11-08 17:20,2025-11-08 17:20,2025-11-08 17:20,2025-11-08 17:20,0.0,0.0,tub:09007::R:j25:220,2025-11-08,7,Pfrondorf Lindenstraße
onward,de:08416:10333:0:1,Pfrondorf Zollernstraße,13,,2025-11-08 17:23,2025-11-08 17:23,2025-11-08 17:23,2025-11-08 17:23,0.0,0.0,tub:09007::R:j25:220,2025-11-08,7,Pfrondorf Lindenstraße
onward,de:08416:10308:0:1,Pfrondorf Seestraße,14,,2025-11-08 17:24,2025-11-08 17:24,2025-11-08 17:24,2025-11-08 17:24,0.0,0.0,tub:09007::R:j25:220,2025-11-08,7,Pfrondorf Lindenstraße
onward,de:08416:10337:0:1,Pfrondorf Steinbruchstraße,15,,2025-11-08 17:24,2025-11-08 17:24,2025-11-08 17:24,2025-11-08 17:24,0.0,0.0,tub:09007::R:j25:220,2025-11-08,7,Pfrondorf Lindenstraße
onward,de:08416:10323:0:4,Pfrondorf Lindenstraße,16,,2025-11-08 17:26,2025-11-08 17:26,,,0.0,,tub:09007::R:j25:220,2025-11-08,7,Pfrondorf Lindenstraße
previous,de:08416:10260:0:4,Tübingen WHO Ulmenweg,1,,,,2025-11-08 16:56,2025-11-08 16:56,,0.7,tub:09002::H:j25:362,2025-11-08,2,Tübingen Hauptbahnhof
previous,de:08416:10211:0:4,Tübingen WHO Pappelweg,2,,2025-11-08 16:56,2025-11-08 16:57,2025-11-08 16:56,2025-11-08 16:59,0.7,2.1,tub:09002::H:j25:362,2025-11-08,2,Tübingen Hauptbahnhof
previous,de:08416:10212:0:4,Tübingen WHO Erlenweg,3,,2025-11-08 16:57,2025-11-08 16:59,2025-11-08 16:57,2025-11-08 17:01,1.9,3.4,tub:09002::H:j25:362,2025-11-08,2,Tübingen Hauptbahnhof
previous,de:08416:10213:0:4,Tübingen WHO Ahornweg,4,,2025-11-08 16:59,2025-11-08 17:02,2025-11-08 16:59,2025-11-08 17:04,3.4,5.4,tub:09002::H:j25:362,2025-11-08,2,Tübingen Hauptbahnhof
previous,de:08416:10253:0:4,Tübingen Falkenweg,5,,2025-11-08 17:00,2025-11-08 17:05,2025-11-08 17:00,2025-11-08 17:05,5.0,5.0,tub:09002::H:j25:362,2025-11-08,2,Tübingen Hauptbahnhof
previous,de:08416:10252:0:4,Tübingen Sand Drosselweg,6,,2025-11-08 17:02,2025-11-08 17:07,2025-11-08 17:02,2025-11-08 17:07,4.9,4.9,tub:09002::H:j25:362,2025-11-08,2,Tübingen Hauptbahnhof
previous,de:08416:10251:0:4,Tübingen Sand Nordring,7,,2025-11-08 17:03,2025-11-08 17:07,2025-11-08 17:03,2025-11-08 17:07,4.7,4.7,tub:09002::H:j25:362,2025-11-08,2,Tübingen Hauptbahnhof
previous,de:08416:10250:0:4,Tübingen Linsenbergstraße,8,,2025-11-08 17:04,2025-11-08 17:09,2025-11-08 17:04,2025-11-08 17:09,4.5,4.5,tub:09002::H:j25:362,2025-11-08,2,Tübingen Hauptbahnhof
previous,de:08416:10505:0:4,Tübingen Pauline-Krone-Heim,9,,2025-11-08 17:05,2025-11-08 17:09,2025-11-08 17:05,2025-11-08 17:09,4.5,4.5,tub:09002::H:j25:362,2025-11-08,2,Tübingen Hauptbahnhof
onward,de:08416:10506:0:4,Tübingen Mohlstraße,10,,2025-11-08 17:06,2025-11-08 17:10,2025-11-08 17:06,2025-11-08 17:10,4.2,4.2,tub:09002::H:j25:362,2025-11-08,2,Tübingen Hauptbahnhof
onward,de:08416:10507:0:8,Tübingen Hölderlinstraße,11,,2025-11-08 17:07,2025-11-08 17:12,2025-11-08 17:07,2025-11-08 17:12,4.5,4.5,tub:09002::H:j25:362,2025-11-08,2,Tübingen Hauptbahnhof
onward,de:08416:10508:0:4,Tübingen Stadtgraben,12,,2025-11-08 17:09,2025-11-08 17:13,2025-11-08 17:09,2025-11-08 17:13,4.5,4.5,tub:09002::H:j25:362,2025-11-08,2,Tübingen Hauptbahnhof
onward,de:08416:10502:0:5,Tübingen Nonnenhaus,13,,2025-11-08 17:10,2025-11-08 17:14,2025-11-08 17:10,2025-11-08 17:14,4.1,4.1,tub:09002::H:j25:362,2025-11-08,2,Tübingen Hauptbahnhof
onward,de:08416:10501:0:4,Tübingen Neckarbrücke,14,,2025-11-08 17:11,2025-11-08 17:15,2025-11-08 17:11,2025-11-08 17:15,3.4,3.4,tub:09002::H:j25:362,2025-11-08,2,Tübingen Hauptbahnhof
onward,de:08416:11000:14:J,Tübingen Hauptbahnhof,15,Bstg. J,2025-11-08 17:14,2025-11-08 17:16,,,2.5,,tub:09002::H:j25:362,2025-11-08,2,Tübingen Hauptbahnhof
previous,de:08416:10627:0:4,Tübingen Egeriaplatz,1,,,,2025-11-08 17:01,2025-11-08 17:01,,0.0,tub:09021::R:j25:92,2025-11-08,21,Tübingen Hauptbahnhof
previous,de:08416:10331:0:1,Tübingen Deichelweg,2,,2025-11-08 17:02,2025-11-08 17:02,2025-11-08 17:02,2025-11-08 17:02,0.0,0.0,tub:09021::R:j25:92,2025-11-08,21,Tübingen Hauptbahnhof
previous,de:08416:10312:0:2,Tübingen Am Mühlbach,3,,2025-11-08 17:03,2025-11-08 17:03,2025-11-08 17:03,2025-11-08 17:03,0.0,0.0,tub:09021::R:j25:92,2025-11-08,21,Tübingen Hauptbahnhof
previous,de:08416:10313:0:4,Tübingen Benzstraße,4,,2025-11-08 17:03,2025-11-08 17:03,2025-11-08 17:03,2025-11-08 17:03,0.0,0.0,tub:09021::R:j25:92,2025-11-08,21,Tübingen Hauptbahnhof
previous,de:08416:10300:0:4,Tübingen Landhausstraße,5,,2025-11-08 17:05,2025-11-08 17:05,2025-11-08 17:05,2025-11-08 17:05,0.0,0.0,tub:09021::R:j25:92,2025-11-08,21,Tübingen Hauptbahnhof
onward,de:08416:10505:0:4,Tübingen Pauline-Krone-Heim,6,,2025-11-08 17:06,2025-11-08 17:06,2025-11-08 17:06,2025-11-08 17:06,0.0,0.0,tub:09021::R:j25:92,2025-11-08,21,Tübingen Hauptbahnhof
onward,de:08416:10506:0:4,Tübingen Mohlstraße,7,,2025-11-08 17:07,2025-11-08 17:07,2025-11-08 17:07,2025-11-08 17:07,0.0,0.0,tub:09021::R:j25:92,2025-11-08,21,Tübingen Hauptbahnhof
onward,de:08416:10507:0:8,Tübingen Hölderlinstraße,8,,2025-11-08 17:08,2025-11-08 17:08,2025-11-08 17:08,2025-11-08 17:08,0.0,0.0,tub:09021::R:j25:92,2025-11-08,21,Tübingen Hauptbahnhof
onward,de:08416:10508:0:4,Tübingen Stadtgraben,9,,2025-11-08 17:10,2025-11-08 17:10,2025-11-08 17:10,2025-11-08 17:10,0.0,0.0,tub:09021::R:j25:92,2025-11-08,21,Tübingen Hauptbahnhof
onward,de:08416:10502:0:5,Tübingen Nonnenhaus,10,,2025-11-08 17:11,2025-11-08 17:11,2025-11-08 17:11,2025-11-08 17:11,0.0,0.0,tub:09021::R:j25:92,2025-11-08,21,Tübingen Hauptbahnhof
onward,de:08416:10501:0:4,Tübingen Neckarbrücke,11,,2025-11-08 17:12,2025-11-08 17:12,2025-11-08 17:12,2025-11-08 17:12,0.0,0.0,tub:09021::R:j25:92,2025-11-08,21,Tübingen Hauptbahnhof
onward,de:08416:11000:14:J,Tübingen Hauptbahnhof,12,Bstg. J,2025-11-08 17:15,2025-11-08 17:15,,,0.0,,tub:09021::R:j25:92,2025-11-08,21,Tübingen Hauptbahnhof
previous,de:08416:10723:0:4,Tübingen Nelkenweg,1,,,,2025-11-08 16:55,2025-11-08 16:55,,0.5,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
previous,de:08416:10722:0:4,Tübingen Fuchsstraße,2,,2025-11-08 16:56,2025-11-08 16:56,2025-11-08 16:56,2025-11-08 16:56,0.2,0.2,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
previous,de:08416:10706:0:4,Tübingen Paul-Dietz-Straße,3,,2025-11-08 16:58,2025-11-08 16:58,2025-11-08 16:58,2025-11-08 16:58,0.0,0.1,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
previous,de:08416:10713:0:1,Tübingen Feuerhägle Schulen,4,,2025-11-08 16:59,2025-11-08 16:59,2025-11-08 16:59,2025-11-08 16:59,0.2,0.2,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
previous,de:08416:10704:0:4,Tübingen Heinlenstraße,5,Bstg. 4,2025-11-08 17:00,2025-11-08 17:00,2025-11-08 17:00,2025-11-08 17:01,0.0,0.3,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
previous,de:08416:10729:0:4,Tübingen Memmingerstraße,6,,2025-11-08 17:01,2025-11-08 17:02,2025-11-08 17:01,2025-11-08 17:02,0.4,0.5,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
previous,de:08416:10921:0:4,Tübingen Hechinger Eck,7,,2025-11-08 17:03,2025-11-08 17:03,2025-11-08 17:03,2025-11-08 17:03,0.2,0.2,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
previous,de:08416:10920:0:4,Tübingen Loretto,8,,2025-11-08 17:04,2025-11-08 17:04,2025-11-08 17:04,2025-11-08 17:04,0.0,0.0,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
previous,de:08416:10901:0:4,Tübingen Hechinger Straße,9,,2025-11-08 17:05,2025-11-08 17:05,2025-11-08 17:05,2025-11-08 17:05,0.0,0.0,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
onward,de:08416:10518:0:4,Tübingen Poststraße,10,,2025-11-08 17:07,2025-11-08 17:07,2025-11-08 17:07,2025-11-08 17:07,0.5,0.5,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
onward,de:08416:11000:14:J,Tübingen Hauptbahnhof,11,Bstg. J,2025-11-08 17:09,2025-11-08 17:09,2025-11-08 17:09,2025-11-08 17:09,0.5,0.5,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
onward,de:08416:11000:11:A,Tübingen Hauptbahnhof,12,Bstg. A,2025-11-08 17:10,2025-11-08 17:10,2025-11-08 17:12,2025-11-08 17:12,0.0,0.0,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
onward,de:08416:10501:0:3,Tübingen Neckarbrücke,13,,2025-11-08 17:14,2025-11-08 17:14,2025-11-08 17:14,2025-11-08 17:14,0.0,0.0,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
onward,de:08416:10520:0:3,Tübingen Wilhelmstraße,14,,2025-11-08 17:16,2025-11-08 17:16,2025-11-08 17:16,2025-11-08 17:16,0.0,0.0,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
onward,de:08416:10503:0:3,Tübingen Uni / Neue Aula,15,,2025-11-08 17:17,2025-11-08 17:17,2025-11-08 17:17,2025-11-08 17:17,0.0,0.0,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
onward,de:08416:10235:0:1,Tübingen Brunsstraße,16,,2025-11-08 17:18,2025-11-08 17:18,2025-11-08 17:18,2025-11-08 17:18,0.0,0.0,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
onward,de:08416:10220:0:1,Tübingen Goethestraße,17,,2025-11-08 17:19,2025-11-08 17:19,2025-11-08 17:19,2025-11-08 17:19,0.0,0.0,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
onward,de:08416:10221:0:1,Tübingen Im Rotbad,18,,2025-11-08 17:20,2025-11-08 17:20,2025-11-08 17:20,2025-11-08 17:20,0.0,0.0,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
onward,de:08416:10222:0:1,Tübingen Engelfriedshalde,19,,2025-11-08 17:21,2025-11-08 17:21,2025-11-08 17:21,2025-11-08 17:21,0.0,0.0,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
onward,de:08416:10230:0:1,"Tübingen, Robert-Gradmann-Weg",20,,2025-11-08 17:22,2025-11-08 17:22,2025-11-08 17:22,2025-11-08 17:22,0.0,0.0,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
onward,de:08416:10232:0:1,Tübingen Auf dem Kreuz,21,,2025-11-08 17:23,2025-11-08 17:23,2025-11-08 17:23,2025-11-08 17:23,0.0,0.0,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
onward,de:08416:10231:0:1,Tübingen Sternwarte,22,,2025-11-08 17:23,2025-11-08 17:23,2025-11-08 17:23,2025-11-08 17:23,0.0,0.0,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
onward,de:08416:10233:0:1,Tübingen Max-Planck-Institute,23,,2025-11-08 17:24,2025-11-08 17:24,2025-11-08 17:24,2025-11-08 17:24,0.0,0.0,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
onward,de:08416:10229:0:1,Tübingen Maria-von-Linden-Str.,24,,2025-11-08 17:25,2025-11-08 17:25,2025-11-08 17:25,2025-11-08 17:25,0.0,0.0,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
onward,de:08416:10234:0:1,Tübingen Waldhäuser Straße,25,,2025-11-08 17:26,2025-11-08 17:26,2025-11-08 17:26,2025-11-08 17:26,0.0,0.0,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
onward,de:08416:10214:0:4,Tübingen Weißdornweg,26,,2025-11-08 17:27,2025-11-08 17:27,2025-11-08 17:27,2025-11-08 17:27,0.0,0.0,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
onward,de:08416:10213:0:1,Tübingen WHO Ahornweg,27,,2025-11-08 17:29,2025-11-08 17:29,2025-11-08 17:29,2025-11-08 17:29,0.0,0.0,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
onward,de:08416:10212:0:1,Tübingen WHO Erlenweg,28,,2025-11-08 17:30,2025-11-08 17:30,2025-11-08 17:30,2025-11-08 17:30,0.0,0.0,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
onward,de:08416:10211:0:1,Tübingen WHO Pappelweg,29,,2025-11-08 17:30,2025-11-08 17:30,2025-11-08 17:30,2025-11-08 17:30,0.0,0.0,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
onward,de:08416:10260:0:1,Tübingen WHO Ulmenweg,30,,2025-11-08 17:32,2025-11-08 17:32,,,0.0,,tub:09003::R:j25:316,2025-11-08,3,Tübingen WHO Ulmenweg
onward,de:08416:10304:0:4,Tübingen Carlo-Steeb-Str.,1,,,,2025-11-08 17:12,2025-11-08 17:12,,0.3,tub:09022::R:j25:61,2025-11-08,22,Tübingen Hauptbahnhof
onward,de:08416:10328:0:4,Tübingen Viktor-Renner-Straße,2,,2025-11-08 17:13,2025-11-08 17:13,2025-11-08 17:13,2025-11-08 17:13,0.3,0.3,tub:09022::R:j25:61,2025-11-08,22,Tübingen Hauptbahnhof
onward,de:08416:10329:0:4,Tübingen Fried.-Zundel-Str.,3,,2025-11-08 17:13,2025-11-08 17:14,2025-11-08 17:13,2025-11-08 17:14,0.3,0.3,tub:09022::R:j25:61,2025-11-08,22,Tübingen Hauptbahnhof
