phase,stop_point_ref,stop_name,stop_sequence,platform,arrival_planned,arrival_estimated,departure_planned,departure_estimated,arrival_delay_minutes,departure_delay_minutes,journey_ref,operating_day_ref,line_name,destination
onward,de:08416:10046:0:4,Tübingen Ernst-Bloch-Straße,4,,2025-11-08 17:11,2025-11-08 17:13,2025-11-08 17:11,2025-11-08 17:13,1.9,1.9,tub:09006::R:j25:58,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:10045:0:4,Tübingen Biesingerstraße,5,,2025-11-08 17:12,2025-11-08 17:14,2025-11-08 17:12,2025-11-08 17:14,1.7,1.7,tub:09006::R:j25:58,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:10044:0:4,Tübingen Neckarhalde,6,,2025-11-08 17:13,2025-11-08 17:14,2025-11-08 17:13,2025-11-08 17:14,1.3,1.3,tub:09006::R:j25:58,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:11000:15:N,Tübingen Hauptbahnhof,7,Bstg. N,2025-11-08 17:17,2025-11-08 17:17,,,0.0,,tub:09006::R:j25:58,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:11000:14:H,Tübingen Hauptbahnhof,1,Bstg. H,,,2025-11-08 17:34,2025-11-08 17:34,,0.0,tub:09006::H:j25:247,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10044:0:1,Tübingen Neckarhalde,2,,2025-11-08 17:36,2025-11-08 17:36,2025-11-08 17:36,2025-11-08 17:36,0.0,0.0,tub:09006::H:j25:247,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10045:0:1,Tübingen Biesingerstraße,3,,2025-11-08 17:37,2025-11-08 17:37,2025-11-08 17:37,2025-11-08 17:37,0.0,0.0,tub:09006::H:j25:247,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10046:0:1,Tübingen Ernst-Bloch-Straße,4,,2025-11-08 17:38,2025-11-08 17:38,2025-11-08 17:38,2025-11-08 17:38,0.0,0.0,tub:09006::H:j25:247,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10047:0:1,Tübingen Hennentalweg,5,,2025-11-08 17:39,2025-11-08 17:39,2025-11-08 17:39,,0.0,,tub:09006::H:j25:247,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10016:0:4,Tübingen Rappenberg,6,,2025-11-08 17:39,,2025-11-08 17:39,,,,tub:09006::H:j25:247,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,7,,2025-11-08 17:40,,,,,,tub:09006::H:j25:247,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10047:0:1,Tübingen Hennentalweg,1,,,,2025-11-08 17:39,2025-11-08 17:39,,0.0,tub:09006::R:j25:59,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:10016:0:4,Tübingen Rappenberg,2,,2025-11-08 17:39,2025-11-08 17:39,2025-11-08 17:39,2025-11-08 17:39,0.0,0.0,tub:09006::R:j25:59,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,3,,2025-11-08 17:40,2025-11-08 17:40,2025-11-08 17:40,2025-11-08 17:40,0.0,0.0,tub:09006::R:j25:59,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:10046:0:4,Tübingen Ernst-Bloch-Straße,4,,2025-11-08 17:41,2025-11-08 17:41,2025-11-08 17:41,2025-11-08 17:41,0.0,0.0,tub:09006::R:j25:59,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:10045:0:4,Tübingen Biesingerstraße,5,,2025-11-08 17:42,2025-11-08 17:42,2025-11-08 17:42,2025-11-08 17:42,0.0,0.0,tub:09006::R:j25:59,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:10044:0:4,Tübingen Neckarhalde,6,,2025-11-08 17:43,2025-11-08 17:43,2025-11-08 17:43,2025-11-08 17:43,0.0,0.0,tub:09006::R:j25:59,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:11000:15:N,Tübingen Hauptbahnhof,7,Bstg. N,2025-11-08 17:47,2025-11-08 17:47,,,0.0,,tub:09006::R:j25:59,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:11000:14:H,Tübingen Hauptbahnhof,1,Bstg. H,,,2025-11-08 18:04,2025-11-08 18:04,,0.0,tub:09006::H:j25:248,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10044:0:1,Tübingen Neckarhalde,2,,2025-11-08 18:06,2025-11-08 18:06,2025-11-08 18:06,2025-11-08 18:06,0.0,0.0,tub:09006::H:j25:248,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10045:0:1,Tübingen Biesingerstraße,3,,2025-11-08 18:07,2025-11-08 18:07,2025-11-08 18:07,2025-11-08 18:07,0.0,0.0,tub:09006::H:j25:248,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10046:0:1,Tübingen Ernst-Bloch-Straße,4,,2025-11-08 18:08,2025-11-08 18:08,2025-11-08 18:08,2025-11-08 18:08,0.0,0.0,tub:09006::H:j25:248,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10047:0:1,Tübingen Hennentalweg,5,,2025-11-08 18:09,2025-11-08 18:09,2025-11-08 18:09,,0.0,,tub:09006::H:j25:248,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10016:0:4,Tübingen Rappenberg,6,,2025-11-08 18:09,,2025-11-08 18:09,,,,tub:09006::H:j25:248,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,7,,2025-11-08 18:10,,,,,,tub:09006::H:j25:248,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10047:0:1,Tübingen Hennentalweg,1,,,,2025-11-08 18:09,2025-11-08 18:09,,0.0,tub:09006::R:j25:60,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:10016:0:4,Tübingen Rappenberg,2,,2025-11-08 18:09,2025-11-08 18:09,2025-11-08 18:09,2025-11-08 18:09,0.0,0.0,tub:09006::R:j25:60,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,3,,2025-11-08 18:10,2025-11-08 18:10,2025-11-08 18:10,2025-11-08 18:10,0.0,0.0,tub:09006::R:j25:60,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:10046:0:4,Tübingen Ernst-Bloch-Straße,4,,2025-11-08 18:11,2025-11-08 18:11,2025-11-08 18:11,2025-11-08 18:11,0.0,0.0,tub:09006::R:j25:60,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:10045:0:4,Tübingen Biesingerstraße,5,,2025-11-08 18:12,2025-11-08 18:12,2025-11-08 18:12,2025-11-08 18:12,0.0,0.0,tub:09006::R:j25:60,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:10044:0:4,Tübingen Neckarhalde,6,,2025-11-08 18:13,2025-11-08 18:13,2025-11-08 18:13,2025-11-08 18:13,0.0,0.0,tub:09006::R:j25:60,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:11000:15:N,Tübingen Hauptbahnhof,7,Bstg. N,2025-11-08 18:17,2025-11-08 18:17,,,0.0,,tub:09006::R:j25:60,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:11000:14:H,Tübingen Hauptbahnhof,1,Bstg. H,,,2025-11-08 18:34,2025-11-08 18:34,,0.0,tub:09006::H:j25:249,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10044:0:1,Tübingen Neckarhalde,2,,2025-11-08 18:36,2025-11-08 18:36,2025-11-08 18:36,2025-11-08 18:36,0.0,0.0,tub:09006::H:j25:249,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10045:0:1,Tübingen Biesingerstraße,3,,2025-11-08 18:37,2025-11-08 18:37,2025-11-08 18:37,2025-11-08 18:37,0.0,0.0,tub:09006::H:j25:249,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10046:0:1,Tübingen Ernst-Bloch-Straße,4,,2025-11-08 18:38,2025-11-08 18:38,2025-11-08 18:38,2025-11-08 18:38,0.0,0.0,tub:09006::H:j25:249,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10047:0:1,Tübingen Hennentalweg,5,,2025-11-08 18:39,2025-11-08 18:39,2025-11-08 18:39,,0.0,,tub:09006::H:j25:249,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10016:0:4,Tübingen Rappenberg,6,,2025-11-08 18:39,,2025-11-08 18:39,,,,tub:09006::H:j25:249,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,7,,2025-11-08 18:40,,,,,,tub:09006::H:j25:249,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10047:0:1,Tübingen Hennentalweg,1,,,,2025-11-08 18:39,2025-11-08 18:39,,0.0,tub:09006::R:j25:61,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:10016:0:4,Tübingen Rappenberg,2,,2025-11-08 18:39,2025-11-08 18:39,2025-11-08 18:39,2025-11-08 18:39,0.0,0.0,tub:09006::R:j25:61,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,3,,2025-11-08 18:40,2025-11-08 18:40,2025-11-08 18:40,2025-11-08 18:40,0.0,0.0,tub:09006::R:j25:61,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:10046:0:4,Tübingen Ernst-Bloch-Straße,4,,2025-11-08 18:41,2025-11-08 18:41,2025-11-08 18:41,2025-11-08 18:41,0.0,0.0,tub:09006::R:j25:61,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:10045:0:4,Tübingen Biesingerstraße,5,,2025-11-08 18:42,2025-11-08 18:42,2025-11-08 18:42,2025-11-08 18:42,0.0,0.0,tub:09006::R:j25:61,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:10044:0:4,Tübingen Neckarhalde,6,,2025-11-08 18:43,2025-11-08 18:43,2025-11-08 18:43,2025-11-08 18:43,0.0,0.0,tub:09006::R:j25:61,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:11000:15:N,Tübingen Hauptbahnhof,7,Bstg. N,2025-11-08 18:47,2025-11-08 18:47,,,0.0,,tub:09006::R:j25:61,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:11000:14:H,Tübingen Hauptbahnhof,1,Bstg. H,,,2025-11-08 19:04,2025-11-08 19:04,,0.0,tub:09006::H:j25:250,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10044:0:1,Tübingen Neckarhalde,2,,2025-11-08 19:06,2025-11-08 19:06,2025-11-08 19:06,2025-11-08 19:06,0.0,0.0,tub:09006::H:j25:250,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10045:0:1,Tübingen Biesingerstraße,3,,2025-11-08 19:07,2025-11-08 19:07,2025-11-08 19:07,2025-11-08 19:07,0.0,0.0,tub:09006::H:j25:250,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10046:0:1,Tübingen Ernst-Bloch-Straße,4,,2025-11-08 19:08,2025-11-08 19:08,2025-11-08 19:08,2025-11-08 19:08,0.0,0.0,tub:09006::H:j25:250,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10047:0:1,Tübingen Hennentalweg,5,,2025-11-08 19:09,2025-11-08 19:09,2025-11-08 19:09,,0.0,,tub:09006::H:j25:250,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10016:0:4,Tübingen Rappenberg,6,,2025-11-08 19:09,,2025-11-08 19:09,,,,tub:09006::H:j25:250,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,7,,2025-11-08 19:10,,,,,,tub:09006::H:j25:250,2025-11-08,6,Tübingen Hirschauer Straße
onward,de:08416:10047:0:1,Tübingen Hennentalweg,1,,,,2025-11-08 19:09,2025-11-08 19:09,,0.0,tub:09006::R:j25:62,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:10016:0:4,Tübingen Rappenberg,2,,2025-11-08 19:09,2025-11-08 19:09,2025-11-08 19:09,2025-11-08 19:09,0.0,0.0,tub:09006::R:j25:62,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,3,,2025-11-08 19:10,2025-11-08 19:10,2025-11-08 19:10,2025-11-08 19:10,0.0,0.0,tub:09006::R:j25:62,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:10046:0:4,Tübingen Ernst-Bloch-Straße,4,,2025-11-08 19:11,2025-11-08 19:11,2025-11-08 19:11,2025-11-08 19:11,0.0,0.0,tub:09006::R:j25:62,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:10045:0:4,Tübingen Biesingerstraße,5,,2025-11-08 19:12,2025-11-08 19:12,2025-11-08 19:12,2025-11-08 19:12,0.0,0.0,tub:09006::R:j25:62,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:10044:0:4,Tübingen Neckarhalde,6,,2025-11-08 19:13,2025-11-08 19:13,2025-11-08 19:13,2025-11-08 19:13,0.0,0.0,tub:09006::R:j25:62,2025-11-08,6,Tübingen Hauptbahnhof
onward,de:08416:11000:15:N,Tübingen Hauptbahnhof,7,Bstg. N,2025-11-08 19:17,2025-11-08 19:17,,,0.0,,tub:09006::R:j25:62,2025-11-08,6,Tübingen Hauptbahnhof
previous,de:08416:1005:2:1,Rottenburg Bahnhof,1,1,,,2025-11-08 16:44,2025-11-08 16:51,,7.0,ddb:90T06::H:j25:47,2025-11-08,RB 6,Stuttgart Hauptbahnhof (oben)
previous,de:08416:2503:2:1,Kiebingen Bhf,2,1,2025-11-08 16:47,2025-11-08 16:54,2025-11-08 16:48,2025-11-08 16:55,7.0,7.0,ddb:90T06::H:j25:47,2025-11-08,RB 6,Stuttgart Hauptbahnhof (oben)
previous,de:08416:11000:3:3,Tübingen Hauptbahnhof,3,12,2025-11-08 16:54,2025-11-08 17:01,2025-11-08 17:00,2025-11-08 17:06,7.0,6.0,ddb:90T06::H:j25:47,2025-11-08,RB 6,Stuttgart Hauptbahnhof (oben)
onward,de:08415:22006:2:1,Reutlingen Hauptbahnhof,4,1,2025-11-08 17:08,2025-11-08 17:15,2025-11-08 17:09,2025-11-08 17:16,7.0,7.0,ddb:90T06::H:j25:47,2025-11-08,RB 6,Stuttgart Hauptbahnhof (oben)
onward,de:08111:6115:6:12,Stuttgart Hauptbahnhof (oben),5,12,2025-11-08 17:42,2025-11-08 17:56,,,14.0,,ddb:90T06::H:j25:47,2025-11-08,RB 6,Stuttgart Hauptbahnhof (oben)
previous,de:08436:1000:3:1a,Aulendorf Bahnhof,1,1a,,,2025-11-08 15:06,,,,ddb:90T06:A:R:j25:68,2025-11-08,RE 6,Stuttgart Hauptbahnhof (oben)
previous,de:08436:8246:3:1,Altshausen Bahnhof,2,1,2025-11-08 15:12,,2025-11-08 15:13,,,,ddb:90T06:A:R:j25:68,2025-11-08,RE 6,Stuttgart Hauptbahnhof (oben)
previous,de:08437:49508:2:1,Bad Saulgau Bahnhof,3,1,2025-11-08 15:20,,2025-11-08 15:21,,,,ddb:90T06:A:R:j25:68,2025-11-08,RE 6,Stuttgart Hauptbahnhof (oben)
previous,de:08437:41003:2:1,Herbertingen Ort,4,1,2025-11-08 15:26,,2025-11-08 15:27,,,,ddb:90T06:A:R:j25:68,2025-11-08,RE 6,Stuttgart Hauptbahnhof (oben)
previous,de:08437:44001:3:2,Herbertingen Bahnhof,5,2,2025-11-08 15:29,,2025-11-08 15:29,,,,ddb:90T06:A:R:j25:68,2025-11-08,RE 6,Stuttgart Hauptbahnhof (oben)
previous,de:08437:44003:3:2,Mengen Bahnhof,6,2,2025-11-08 15:34,,2025-11-08 15:35,,,,ddb:90T06:A:R:j25:68,2025-11-08,RE 6,Stuttgart Hauptbahnhof (oben)
previous,de:08437:42111:2:1,Sigmaringen Bahnhof,7,1,2025-11-08 15:48,,2025-11-08 15:50,2025-11-08 15:50,,0.0,ddb:90T06:A:R:j25:68,2025-11-08,RE 6,Stuttgart Hauptbahnhof (oben)
previous,de:08417:32110:2:1,Ebingen Bahnhof,8,1,2025-11-08 16:08,2025-11-08 16:17,2025-11-08 16:10,2025-11-08 16:18,9.0,8.0,ddb:90T06:A:R:j25:68,2025-11-08,RE 6,Stuttgart Hauptbahnhof (oben)
previous,de:08417:32109:4:3,Balingen Bahnhof/Busbf,9,3,2025-11-08 16:22,2025-11-08 16:28,2025-11-08 16:25,2025-11-08 16:31,6.0,6.0,ddb:90T06:A:R:j25:68,2025-11-08,RE 6,Stuttgart Hauptbahnhof (oben)
previous,de:08417:32107:2:1,Hechingen Bf/ZOB,10,1,2025-11-08 16:37,2025-11-08 16:41,2025-11-08 16:39,2025-11-08 16:42,4.0,3.0,ddb:90T06:A:R:j25:68,2025-11-08,RE 6,Stuttgart Hauptbahnhof (oben)
previous,de:08416:1006:2:1,Mössingen Bahnhof,11,1,2025-11-08 16:45,2025-11-08 16:48,2025-11-08 16:46,2025-11-08 16:50,3.0,4.0,ddb:90T06:A:R:j25:68,2025-11-08,RE 6,Stuttgart Hauptbahnhof (oben)
previous,de:08416:11000:3:3,Tübingen Hauptbahnhof,12,3,2025-11-08 16:57,2025-11-08 17:02,2025-11-08 17:00,2025-11-08 17:06,5.0,6.0,ddb:90T06:A:R:j25:68,2025-11-08,RE 6,Stuttgart Hauptbahnhof (oben)
onward,de:08415:22006:2:1,Reutlingen Hauptbahnhof,13,1,2025-11-08 17:08,2025-11-08 17:15,2025-11-08 17:09,2025-11-08 17:16,7.0,7.0,ddb:90T06:A:R:j25:68,2025-11-08,RE 6,Stuttgart Hauptbahnhof (oben)
onward,de:08111:6115:6:12,Stuttgart Hauptbahnhof (oben),14,12,2025-11-08 17:42,2025-11-08 17:56,,,14.0,,ddb:90T06:A:R:j25:68,2025-11-08,RE 6,Stuttgart Hauptbahnhof (oben)
previous,de:08111:6115:6:12,Stuttgart Hauptbahnhof (oben),1,12,,,2025-11-08 16:15,2025-11-08 16:19,,4.0,ddb:90T06:A:H:j25:21,2025-11-08,RE 6,Aulendorf Bahnhof
previous,de:08415:22006:3:2,Reutlingen Hauptbahnhof,2,2,2025-11-08 16:49,2025-11-08 16:54,2025-11-08 16:50,2025-11-08 16:56,5.0,6.0,ddb:90T06:A:H:j25:21,2025-11-08,RE 6,Aulendorf Bahnhof
previous,de:08416:11000:3:2,Tübingen Hauptbahnhof,3,2 C-D,2025-11-08 16:58,2025-11-08 17:04,2025-11-08 17:00,2025-11-08 17:06,6.0,6.0,ddb:90T06:A:H:j25:21,2025-11-08,RE 6,Aulendorf Bahnhof
onward,de:08416:1006:2:1,Mössingen Bahnhof,4,1,2025-11-08 17:11,2025-11-08 17:19,2025-11-08 17:13,2025-11-08 17:20,8.0,7.0,ddb:90T06:A:H:j25:21,2025-11-08,RE 6,Aulendorf Bahnhof
onward,de:08417:32107:2:1,Hechingen Bf/ZOB,5,1,2025-11-08 17:19,2025-11-08 17:26,2025-11-08 17:20,2025-11-08 17:27,7.0,7.0,ddb:90T06:A:H:j25:21,2025-11-08,RE 6,Aulendorf Bahnhof
onward,de:08417:32109:4:2,Balingen Bahnhof/Busbf,6,2,2025-11-08 17:32,2025-11-08 17:39,2025-11-08 17:36,2025-11-08 17:40,7.0,4.0,ddb:90T06:A:H:j25:21,2025-11-08,RE 6,Aulendorf Bahnhof
onward,de:08417:32110:2:1,Ebingen Bahnhof,7,1,2025-11-08 17:48,2025-11-08 17:52,2025-11-08 17:48,2025-11-08 17:54,4.0,6.0,ddb:90T06:A:H:j25:21,2025-11-08,RE 6,Aulendorf Bahnhof
onward,de:08437:42111:2:1,Sigmaringen Bahnhof,8,1,2025-11-08 18:11,2025-11-08 18:14,2025-11-08 18:13,2025-11-08 18:16,3.0,3.0,ddb:90T06:A:H:j25:21,2025-11-08,RE 6,Aulendorf Bahnhof
onward,de:08437:44003:3:2,Mengen Bahnhof,9,2,2025-11-08 18:20,2025-11-08 18:23,2025-11-08 18:22,2025-11-08 18:24,3.0,2.0,ddb:90T06:A:H:j25:21,2025-11-08,RE 6,Aulendorf Bahnhof
onward,de:08437:44001:3:3,Herbertingen Bahnhof,10,3,2025-11-08 18:27,2025-11-08 18:29,2025-11-08 18:31,2025-11-08 18:31,2.0,0.0,ddb:90T06:A:H:j25:21,2025-11-08,RE 6,Aulendorf Bahnhof
onward,de:08437:41003:2:1,Herbertingen Ort,11,1,2025-11-08 18:33,2025-11-08 18:33,2025-11-08 18:34,2025-11-08 18:34,0.0,0.0,ddb:90T06:A:H:j25:21,2025-11-08,RE 6,Aulendorf Bahnhof
onward,de:08437:49508:2:1,Bad Saulgau Bahnhof,12,1,2025-11-08 18:39,2025-11-08 18:39,2025-11-08 18:40,2025-11-08 18:40,0.0,0.0,ddb:90T06:A:H:j25:21,2025-11-08,RE 6,Aulendorf Bahnhof
onward,de:08436:8246:3:1,Altshausen Bahnhof,13,1,2025-11-08 18:47,2025-11-08 18:47,2025-11-08 18:48,2025-11-08 18:48,0.0,0.0,ddb:90T06:A:H:j25:21,2025-11-08,RE 6,Aulendorf Bahnhof
onward,de:08436:1000:3:1a,Aulendorf Bahnhof,14,1a,2025-11-08 18:56,2025-11-08 18:56,,,0.0,,ddb:90T06:A:H:j25:21,2025-11-08,RE 6,Aulendorf Bahnhof
previous,de:08111:6115:6:12,Stuttgart Hauptbahnhof (oben),1,12,,,2025-11-08 16:15,2025-11-08 16:19,,4.0,ddb:90T06::R:j25:100,2025-11-08,RB 6,Rottenburg Bahnhof
previous,de:08415:22006:3:2,Reutlingen Hauptbahnhof,2,2,2025-11-08 16:49,2025-11-08 16:54,2025-11-08 16:50,2025-11-08 16:56,5.0,6.0,ddb:90T06::R:j25:100,2025-11-08,RB 6,Rottenburg Bahnhof
previous,de:08416:11000:3:2,Tübingen Hauptbahnhof,3,2 A-B,2025-11-08 16:58,2025-11-08 17:05,2025-11-08 17:03,2025-11-08 17:09,7.0,6.0,ddb:90T06::R:j25:100,2025-11-08,RB 6,Rottenburg Bahnhof
onward,de:08416:2503:2:1,Kiebingen Bhf,4,1,2025-11-08 17:09,2025-11-08 17:14,2025-11-08 17:09,2025-11-08 17:15,5.0,6.0,ddb:90T06::R:j25:100,2025-11-08,RB 6,Rottenburg Bahnhof
onward,de:08416:1005:2:1,Rottenburg Bahnhof,5,1,2025-11-08 17:12,2025-11-08 17:18,,,6.0,,ddb:90T06::R:j25:100,2025-11-08,RB 6,Rottenburg Bahnhof
previous,de:08416:11000:12:D,Tübingen Hauptbahnhof,1,Bstg. D,,,2025-11-08 17:04,2025-11-08 17:10,,6.0,tub:09010::R:j25:173,2025-11-08,10,Tübingen Schwabstraße
onward,de:08416:10501:0:2,Tübingen Neckarbrücke,2,,2025-11-08 17:06,2025-11-08 17:12,2025-11-08 17:06,2025-11-08 17:12,6.0,6.0,tub:09010::R:j25:173,2025-11-08,10,Tübingen Schwabstraße
onward,de:08416:10600:0:1,Tübingen Österbergstraße,3,,2025-11-08 17:07,2025-11-08 17:13,2025-11-08 17:07,2025-11-08 17:13,6.0,6.0,tub:09010::R:j25:173,2025-11-08,10,Tübingen Schwabstraße
onward,de:08416:10608:0:1,Tübingen Doblerstraße,4,,2025-11-08 17:08,2025-11-08 17:14,2025-11-08 17:08,2025-11-08 17:14,6.0,6.0,tub:09010::R:j25:173,2025-11-08,10,Tübingen Schwabstraße
onward,de:08416:10601:0:1,Tübingen Wielandshöhe,5,,2025-11-08 17:10,2025-11-08 17:16,2025-11-08 17:10,2025-11-08 17:16,6.0,6.0,tub:09010::R:j25:173,2025-11-08,10,Tübingen Schwabstraße
onward,de:08416:10602:0:1,Tübingen Kleiststraße,6,,2025-11-08 17:11,2025-11-08 17:17,2025-11-08 17:11,,6.0,,tub:09010::R:j25:173,2025-11-08,10,Tübingen Schwabstraße
onward,de:08416:10603:0:1,Tübingen Stauffenbergstraße,7,,2025-11-08 17:11,,2025-11-08 17:11,,,,tub:09010::R:j25:173,2025-11-08,10,Tübingen Schwabstraße
onward,de:08416:10604:0:1,Tübingen Fritz-Bauer-Straße,8,,2025-11-08 17:12,,2025-11-08 17:12,,,,tub:09010::R:j25:173,2025-11-08,10,Tübingen Schwabstraße
onward,de:08416:10607:0:4,Tübingen Österberg,9,,2025-11-08 17:14,,2025-11-08 17:14,,,,tub:09010::R:j25:173,2025-11-08,10,Tübingen Schwabstraße
onward,de:08416:10604:0:4,Tübingen Fritz-Bauer-Straße,10,,2025-11-08 17:15,,2025-11-08 17:15,,,,tub:09010::R:j25:173,2025-11-08,10,Tübingen Schwabstraße
onward,de:08416:10606:0:4,Tübingen Rechter Österberg,11,,2025-11-08 17:16,,2025-11-08 17:16,,,,tub:09010::R:j25:173,2025-11-08,10,Tübingen Schwabstraße
onward,de:08416:10605:0:4,Tübingen Schwabstraße,12,,2025-11-08 17:17,,,,,,tub:09010::R:j25:173,2025-11-08,10,Tübingen Schwabstraße
previous,de:08416:11000:15:N,Tübingen Hauptbahnhof,1,Bstg. N,,,2025-11-08 17:05,2025-11-08 17:05,,0.0,tub:80625::H:j25:101,2025-11-08,7625,Gomaringen ZOB
