stop_id,stop_point_ref,stop_name,planned_time,estimated_time,line_name,destination,platform,journey_ref,operating_day_ref,delay_minutes,latitude,longitude,weather_timestamp,temperature,precipitation_mm,wind_speed_ms,wind_direction_deg,cloud_cover,pressure_hpa,relative_humidity,condition,icon,weather_source_id,weather_station_name
de:08416:11000,de:08416:11000,Tübingen Hauptbahnhof,2025-11-08 23:30,,101,Reutlingen Hauptbahnhof,,bus:02101::H:f5z:2,2025-11-08,,48.51624,9.05388,2025-11-08 22:30,5.1,0.0,3.6,60,100,1018.2,96,dry,cloudy,64012,Rottenburg-Kiebingen
de:08416:10044,de:08416:10044:0:1,Tübingen Neckarhalde,2025-11-08 23:07,2025-11-08 23:07,6,Tübingen Hirschauer Straße,,tub:09006::H:j25:258,2025-11-08,0.0,48.51764,9.04762,2025-11-08 22:30,5.1,0.0,3.6,60,100,1018.2,96,dry,cloudy,64012,Rottenburg-Kiebingen
de:08416:10044,de:08416:10044:0:1,Tübingen Neckarhalde,2025-11-08 23:37,2025-11-08 23:37,6,Tübingen Hirschauer Straße,,tub:09006::H:j25:259,2025-11-08,0.0,48.51764,9.04762,2025-11-08 22:30,5.1,0.0,3.6,60,100,1018.2,96,dry,cloudy,64012,Rottenburg-Kiebingen
de:08416:10044,de:08416:10044:0:4,Tübingen Neckarhalde,2025-11-08 23:13,2025-11-08 23:13,6,Tübingen Hauptbahnhof,,tub:09006::R:j25:70,2025-11-08,0.0,48.51764,9.04762,2025-11-08 22:30,5.1,0.0,3.6,60,100,1018.2,96,dry,cloudy,64012,Rottenburg-Kiebingen
de:08416:10044,de:08416:10044:0:4,Tübingen Neckarhalde,2025-11-08 23:43,2025-11-08 23:43,6,Tübingen Hauptbahnhof,,tub:09006::R:j25:71,2025-11-08,0.0,48.51764,9.04762,2025-11-08 22:30,5.1,0.0,3.6,60,100,1018.2,96,dry,cloudy,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000:12:E,Tübingen Hauptbahnhof,2025-11-08 22:56,2025-11-08 22:56,5,Tübingen Derend. Käppele,Bstg. E,tub:09005::H:j25:890,2025-11-08,0.0,48.51624,9.05388,2025-11-08 22:30,5.1,0.0,3.6,60,100,1018.2,96,dry,cloudy,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000:12:E,Tübingen Hauptbahnhof,2025-11-08 23:12,2025-11-08 23:12,3,Tübingen Nelkenweg,Bstg. E,tub:09003::H:j25:843,2025-11-08,0.0,48.51624,9.05388,2025-11-08 22:30,5.1,0.0,3.6,60,100,1018.2,96,dry,cloudy,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000:12:E,Tübingen Hauptbahnhof,2025-11-08 23:26,2025-11-08 23:26,5,Tübingen Derend. Käppele,Bstg. E,tub:09005::H:j25:891,2025-11-08,0.0,48.51624,9.05388,2025-11-08 22:30,5.1,0.0,3.6,60,100,1018.2,96,dry,cloudy,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000:12:E,Tübingen Hauptbahnhof,2025-11-08 23:42,2025-11-08 23:42,3,Tübingen Nelkenweg,Bstg. E,tub:09003::H:j25:846,2025-11-08,0.0,48.51624,9.05388,2025-11-08 22:30,5.1,0.0,3.6,60,100,1018.2,96,dry,cloudy,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000:11:A,Tübingen Hauptbahnhof,2025-11-08 22:56,2025-11-08 22:56,4,Tübingen WHO Ulmenweg,Bstg. A,tub:09004::R:j25:214,2025-11-08,0.2,48.51624,9.05388,2025-11-08 22:30,5.1,0.0,3.6,60,100,1018.2,96,dry,cloudy,64012,Rottenburg-Kiebingen
