stop_id,stop_point_ref,stop_name,planned_time,estimated_time,line_name,destination,platform,journey_ref,operating_day_ref,delay_minutes,latitude,longitude,weather_timestamp,temperature,precipitation_mm,wind_speed_ms,wind_direction_deg,cloud_cover,pressure_hpa,relative_humidity,condition,icon,weather_source_id,weather_station_name
de:08416:10044,de:08416:10044:0:4,Tübingen Neckarhalde,2025-11-08 20:43,2025-11-08 20:43,6,Tübingen Hauptbahnhof,,tub:09006::R:j25:65,2025-11-08,0.0,48.51764,9.04762,2025-11-08 20:30,5.4,0.0,,,,,90,,clear-night,64012,Rottenburg-Kiebingen
de:08416:10044,de:08416:10044:0:4,Tübingen Neckarhalde,2025-11-08 21:13,2025-11-08 21:13,6,Tübingen Hauptbahnhof,,tub:09006::R:j25:66,2025-11-08,0.0,48.51764,9.04762,2025-11-08 20:30,5.4,0.0,,,,,90,,clear-night,64012,Rottenburg-Kiebingen
de:08416:10044,de:08416:10044:0:4,Tübingen Neckarhalde,2025-11-08 21:43,2025-11-08 21:43,6,Tübingen Hauptbahnhof,,tub:09006::R:j25:67,2025-11-08,0.0,48.51764,9.04762,2025-11-08 20:30,5.4,0.0,,,,,90,,clear-night,64012,Rottenburg-Kiebingen
de:08416:10044,de:08416:10044:0:4,Tübingen Neckarhalde,2025-11-08 22:13,,6,Tübingen Hauptbahnhof,,tub:09006::R:j25:68,2025-11-08,,48.51764,9.04762,2025-11-08 20:30,5.4,0.0,,,,,90,,clear-night,64012,Rottenburg-Kiebingen
de:08416:10044,de:08416:10044:0:4,Tübingen Neckarhalde,2025-11-08 22:43,,6,Tübingen Hauptbahnhof,,tub:09006::R:j25:69,2025-11-08,,48.51764,9.04762,2025-11-08 20:30,5.4,0.0,,,,,90,,clear-night,64012,Rottenburg-Kiebingen
de:08416:10044,de:08416:10044:0:4,Tübingen Neckarhalde,2025-11-08 23:13,,6,Tübingen Hauptbahnhof,,tub:09006::R:j25:70,2025-11-08,,48.51764,9.04762,2025-11-08 20:30,5.4,0.0,,,,,90,,clear-night,64012,Rottenburg-Kiebingen
de:08416:10044,de:08416:10044:0:4,Tübingen Neckarhalde,2025-11-08 23:43,,6,Tübingen Hauptbahnhof,,tub:09006::R:j25:71,2025-11-08,,48.51764,9.04762,2025-11-08 20:30,5.4,0.0,,,,,90,,clear-night,64012,Rottenburg-Kiebingen
de:08416:10044,de:08416:10044:0:4,Tübingen Neckarhalde,2025-11-09 00:13,,6,Tübingen Hauptbahnhof,,tub:09006::R:j25:72,2025-11-09,,48.51764,9.04762,2025-11-08 20:30,5.4,0.0,,,,,90,,clear-night,64012,Rottenburg-Kiebingen
de:08416:10044,de:08416:10044:0:4,Tübingen Neckarhalde,2025-11-09 06:43,,6,Tübingen Hauptbahnhof,,tub:09006::R:j25:73,2025-11-09,,48.51764,9.04762,2025-11-08 20:30,5.4,0.0,,,,,90,,clear-night,64012,Rottenburg-Kiebingen
de:08416:10044,de:08416:10044:0:4,Tübingen Neckarhalde,2025-11-09 07:43,,6,Tübingen Hauptbahnhof,,tub:09006::R:j25:74,2025-11-09,,48.51764,9.04762,2025-11-08 20:30,5.4,0.0,,,,,90,,clear-night,64012,Rottenburg-Kiebingen
de:08416:10044,de:08416:10044:0:1,Tübingen Neckarhalde,2025-11-08 21:07,2025-11-08 21:07,6,Tübingen Hirschauer Straße,,tub:09006::H:j25:254,2025-11-08,0.0,48.51764,9.04762,2025-11-08 20:30,5.4,0.0,,,,,90,,clear-night,64012,Rottenburg-Kiebingen
