stop_id,stop_point_ref,stop_name,planned_time,estimated_time,line_name,destination,platform,delay_minutes,weather_timestamp,temperature,precipitation_mm,wind_speed_ms,wind_direction_deg,cloud_cover,pressure_hpa,relative_humidity,condition,icon
de:08416:10044,de:08416:10044:0:1,Tübingen Neckarhalde,2025-11-08 08:07,2025-11-08 08:07,6,Tübingen Hirschauer Straße,,0.4,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10044,de:08416:10044:0:4,Tübingen Neckarhalde,2025-11-08 08:13,2025-11-08 08:13,6,Tübingen Hauptbahnhof,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10044,de:08416:10044:0:1,Tübingen Neckarhalde,2025-11-08 08:36,2025-11-08 08:36,6,Tübingen Hirschauer Straße,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10044,de:08416:10044:0:4,Tübingen Neckarhalde,2025-11-08 08:43,2025-11-08 08:43,6,Tübingen Hauptbahnhof,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10044,de:08416:10044:0:1,Tübingen Neckarhalde,2025-11-08 09:06,2025-11-08 09:06,6,Tübingen Hirschauer Straße,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10044,de:08416:10044:0:4,Tübingen Neckarhalde,2025-11-08 09:13,2025-11-08 09:13,6,Tübingen Hauptbahnhof,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10044,de:08416:10044:0:1,Tübingen Neckarhalde,2025-11-08 09:36,2025-11-08 09:36,6,Tübingen Hirschauer Straße,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10044,de:08416:10044:0:4,Tübingen Neckarhalde,2025-11-08 09:43,,6,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10044,de:08416:10044:0:1,Tübingen Neckarhalde,2025-11-08 10:06,,6,Tübingen Hirschauer Straße,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10044,de:08416:10044:0:4,Tübingen Neckarhalde,2025-11-08 10:13,,6,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:11000,de:08416:11000:11:B,Tübingen Hauptbahnhof,2025-11-08 08:02,2025-11-08 08:02,5,Tübingen WHO Ahornweg,Bstg. B,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:11000,de:08416:11000:12:F,Tübingen Hauptbahnhof,2025-11-08 08:02,2025-11-08 08:02,4,Tübingen Wennf. Garten,Bstg. F,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:11000,de:08416:11000:14:I,Tübingen Hauptbahnhof,2025-11-08 08:02,,11,Tübingen Schwärzlocher Str. 45,Bstg. I,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:11000,de:08416:11000:11:A,Tübingen Hauptbahnhof,2025-11-08 08:02,2025-11-08 08:02,2,Tübingen WHO Ulmenweg,Bstg. A,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:11000,de:08416:11000:12:D,Tübingen Hauptbahnhof,2025-11-08 08:04,2025-11-08 08:04,10,Tübingen Schwabstraße,Bstg. D,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:11000,de:08416:11000:13:K,Tübingen Hauptbahnhof,2025-11-08 08:04,2025-11-08 08:04,8,Hagelloch Dornäckerweg,Bstg. K,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:11000,de:08416:11000:15:N,Tübingen Hauptbahnhof,2025-11-08 08:05,2025-11-08 08:05,7625,Gomaringen ZOB,Bstg. N,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:11000,de:08416:11000:14:H,Tübingen Hauptbahnhof,2025-11-08 08:05,2025-11-08 08:06,6,Tübingen Hirschauer Straße,Bstg. H,1.2,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:11000,de:08416:11000:14:G,Tübingen Hauptbahnhof,2025-11-08 08:06,2025-11-08 08:06,18,Hirschau Volksbank,Bstg. G,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:11000,de:08416:11000:12:E,Tübingen Hauptbahnhof,2025-11-08 08:06,2025-11-08 08:06,3,Tübingen Nelkenweg,Bstg. E,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10045,de:08416:10045:0:1,Tübingen Biesingerstraße,2025-11-08 08:08,2025-11-08 08:08,6,Tübingen Hirschauer Straße,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10045,de:08416:10045:0:4,Tübingen Biesingerstraße,2025-11-08 08:13,2025-11-08 08:13,6,Tübingen Hauptbahnhof,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10045,de:08416:10045:0:1,Tübingen Biesingerstraße,2025-11-08 08:37,2025-11-08 08:37,6,Tübingen Hirschauer Straße,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10045,de:08416:10045:0:4,Tübingen Biesingerstraße,2025-11-08 08:42,2025-11-08 08:42,6,Tübingen Hauptbahnhof,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10045,de:08416:10045:0:1,Tübingen Biesingerstraße,2025-11-08 09:07,2025-11-08 09:07,6,Tübingen Hirschauer Straße,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10045,de:08416:10045:0:4,Tübingen Biesingerstraße,2025-11-08 09:12,2025-11-08 09:12,6,Tübingen Hauptbahnhof,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10045,de:08416:10045:0:1,Tübingen Biesingerstraße,2025-11-08 09:37,2025-11-08 09:37,6,Tübingen Hirschauer Straße,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10045,de:08416:10045:0:4,Tübingen Biesingerstraße,2025-11-08 09:42,,6,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10045,de:08416:10045:0:1,Tübingen Biesingerstraße,2025-11-08 10:07,,6,Tübingen Hirschauer Straße,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10045,de:08416:10045:0:4,Tübingen Biesingerstraße,2025-11-08 10:12,,6,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10014,de:08416:10014:1:4,Tübingen Haagtor,2025-11-08 08:23,2025-11-08 08:23,11,Tübingen Schwärzlocher Str. 45,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10014,de:08416:10014:1:4,Tübingen Haagtor,2025-11-08 08:23,,11,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10014,de:08416:10014:2:8,Tübingen Haagtor,2025-11-08 08:56,2025-11-08 08:56,9,Tübingen Bismarckturm,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10014,de:08416:10014:1:4,Tübingen Haagtor,2025-11-08 09:09,2025-11-08 09:09,9,Tübingen Hauptbahnhof,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10014,de:08416:10014:1:4,Tübingen Haagtor,2025-11-08 09:35,,11,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10014,de:08416:10014:2:8,Tübingen Haagtor,2025-11-08 09:56,,9,Tübingen Bismarckturm,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10014,de:08416:10014:1:4,Tübingen Haagtor,2025-11-08 10:09,,9,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10014,de:08416:10014:1:4,Tübingen Haagtor,2025-11-08 10:35,,11,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10014,de:08416:10014:2:8,Tübingen Haagtor,2025-11-08 10:56,,9,Tübingen Bismarckturm,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10014,de:08416:10014:1:4,Tübingen Haagtor,2025-11-08 11:09,,9,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10501,de:08416:10501:0:4,Tübingen Neckarbrücke,2025-11-08 08:01,2025-11-08 08:01,3,Tübingen Nelkenweg,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10501,de:08416:10501:0:2,Tübingen Neckarbrücke,2025-11-08 08:03,,11,Tübingen Schwärzlocher Str. 45,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10501,de:08416:10501:0:3,Tübingen Neckarbrücke,2025-11-08 08:04,2025-11-08 08:04,5,Tübingen WHO Ahornweg,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10501,de:08416:10501:0:3,Tübingen Neckarbrücke,2025-11-08 08:04,2025-11-08 08:04,2,Tübingen WHO Ulmenweg,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10501,de:08416:10501:0:2,Tübingen Neckarbrücke,2025-11-08 08:06,2025-11-08 08:06,10,Tübingen Schwabstraße,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10501,de:08416:10501:0:2,Tübingen Neckarbrücke,2025-11-08 08:06,2025-11-08 08:07,8,Hagelloch Dornäckerweg,,0.3,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10501,de:08416:10501:0:2,Tübingen Neckarbrücke,2025-11-08 08:09,2025-11-08 08:09,7,Pfrondorf Lindenstraße,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10501,de:08416:10501:0:4,Tübingen Neckarbrücke,2025-11-08 08:11,2025-11-08 08:11,2,Tübingen Hauptbahnhof,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10501,de:08416:10501:0:3,Tübingen Neckarbrücke,2025-11-08 08:14,2025-11-08 08:14,3,Tübingen WHO Ulmenweg,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10501,de:08416:10501:0:4,Tübingen Neckarbrücke,2025-11-08 08:18,2025-11-08 08:18,7,Tübingen Hauptbahnhof,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10046,de:08416:10046:0:1,Tübingen Ernst-Bloch-Straße,2025-11-08 08:08,2025-11-08 08:08,6,Tübingen Hirschauer Straße,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10046,de:08416:10046:0:4,Tübingen Ernst-Bloch-Straße,2025-11-08 08:12,2025-11-08 08:12,6,Tübingen Hauptbahnhof,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10046,de:08416:10046:0:1,Tübingen Ernst-Bloch-Straße,2025-11-08 08:38,2025-11-08 08:38,6,Tübingen Hirschauer Straße,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10046,de:08416:10046:0:4,Tübingen Ernst-Bloch-Straße,2025-11-08 08:41,2025-11-08 08:41,6,Tübingen Hauptbahnhof,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10046,de:08416:10046:0:1,Tübingen Ernst-Bloch-Straße,2025-11-08 09:08,2025-11-08 09:08,6,Tübingen Hirschauer Straße,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10046,de:08416:10046:0:4,Tübingen Ernst-Bloch-Straße,2025-11-08 09:11,2025-11-08 09:11,6,Tübingen Hauptbahnhof,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10046,de:08416:10046:0:1,Tübingen Ernst-Bloch-Straße,2025-11-08 09:38,2025-11-08 09:38,6,Tübingen Hirschauer Straße,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10046,de:08416:10046:0:4,Tübingen Ernst-Bloch-Straße,2025-11-08 09:41,,6,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10046,de:08416:10046:0:1,Tübingen Ernst-Bloch-Straße,2025-11-08 10:08,,6,Tübingen Hirschauer Straße,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10046,de:08416:10046:0:4,Tübingen Ernst-Bloch-Straße,2025-11-08 10:11,,6,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10017,de:08416:10017:0:4,Tübingen Weberstraße,2025-11-08 08:24,2025-11-08 08:24,11,Tübingen Schwärzlocher Str. 45,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10017,de:08416:10017:0:4,Tübingen Weberstraße,2025-11-08 08:24,,11,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10017,de:08416:10017:0:1,Tübingen Weberstraße,2025-11-08 08:55,2025-11-08 08:55,9,Tübingen Bismarckturm,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10017,de:08416:10017:0:4,Tübingen Weberstraße,2025-11-08 09:10,2025-11-08 09:10,9,Tübingen Hauptbahnhof,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10017,de:08416:10017:0:4,Tübingen Weberstraße,2025-11-08 09:36,,11,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10017,de:08416:10017:0:1,Tübingen Weberstraße,2025-11-08 09:55,,9,Tübingen Bismarckturm,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10017,de:08416:10017:0:4,Tübingen Weberstraße,2025-11-08 10:10,,9,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10017,de:08416:10017:0:4,Tübingen Weberstraße,2025-11-08 10:36,,11,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10017,de:08416:10017:0:1,Tübingen Weberstraße,2025-11-08 10:55,,9,Tübingen Bismarckturm,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10017,de:08416:10017:0:4,Tübingen Weberstraße,2025-11-08 11:10,,9,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10499,de:08416:10499:0:4,Tübingen Mühlstraße,2025-11-08 08:25,2025-11-08 08:25,22,Tübingen Hauptbahnhof,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10499,de:08416:10499:0:4,Tübingen Mühlstraße,2025-11-08 08:55,2025-11-08 08:55,22,Tübingen Hauptbahnhof,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10499,de:08416:10499:0:4,Tübingen Mühlstraße,2025-11-08 09:25,2025-11-08 09:25,22,Tübingen Hauptbahnhof,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10499,de:08416:10499:0:4,Tübingen Mühlstraße,2025-11-08 09:55,,22,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10499,de:08416:10499:0:4,Tübingen Mühlstraße,2025-11-08 10:25,,22,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10499,de:08416:10499:0:4,Tübingen Mühlstraße,2025-11-08 10:55,,22,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10499,de:08416:10499:0:4,Tübingen Mühlstraße,2025-11-08 11:25,,22,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10499,de:08416:10499:0:4,Tübingen Mühlstraße,2025-11-08 11:55,,22,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10499,de:08416:10499:0:4,Tübingen Mühlstraße,2025-11-08 12:25,,22,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10499,de:08416:10499:0:4,Tübingen Mühlstraße,2025-11-08 12:55,,22,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10518,de:08416:10518:0:4,Tübingen Poststraße,2025-11-08 08:03,2025-11-08 08:03,1,Tübingen Hauptbahnhof,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10518,de:08416:10518:0:4,Tübingen Poststraße,2025-11-08 08:07,2025-11-08 08:07,3,Tübingen WHO Ulmenweg,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10518,de:08416:10518:0:4,Tübingen Poststraße,2025-11-08 08:19,2025-11-08 08:19,7625,Tübingen Hauptbahnhof,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10518,de:08416:10518:0:4,Tübingen Poststraße,2025-11-08 08:19,,7611,Tübingen Hauptbahnhof,,,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
de:08416:10518,de:08416:10518:0:4,Tübingen Poststraße,2025-11-08 08:24,2025-11-08 08:24,4,Tübingen WHO Ulmenweg,,0.0,2025-11-08 07:00,2.1,0.0,9.0,130,100,1015.1,95,dry,cloudy
