stop_id,trias_ref,stop_name,latitude,longitude,probability,stop_point_ref,platform,weather_timestamp,temperature,precipitation_mm,wind_speed_ms,wind_direction_deg,cloud_cover,pressure_hpa,relative_humidity,condition,icon,weather_source_id,weather_station_name
de:08416:11000,de:08416:11000,Tübingen Hauptbahnhof,48.51624,9.05388,0.78678757,de:08416:11000:14:H,Bstg. H,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000,Tübingen Hauptbahnhof,48.51624,9.05388,0.78678757,de:08416:11000:11:B,Bstg. B,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000,Tübingen Hauptbahnhof,48.51624,9.05388,0.78678757,de:08416:11000:12:F,Bstg. F,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000,Tübingen Hauptbahnhof,48.51624,9.05388,0.78678757,de:08416:11000:11:A,Bstg. A,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000,Tübingen Hauptbahnhof,48.51624,9.05388,0.78678757,de:08416:11000:12:E,Bstg. E,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000,Tübingen Hauptbahnhof,48.51624,9.05388,0.78678757,de:08416:11000:11:C,Bstg. C,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000,Tübingen Hauptbahnhof,48.51624,9.05388,0.78678757,de:08416:11000:14:I,Bstg. I,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000,Tübingen Hauptbahnhof,48.51624,9.05388,0.78678757,de:08416:11000:15:N,Bstg. N,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000,Tübingen Hauptbahnhof,48.51624,9.05388,0.78678757,de:08416:11000:13:L,Bstg. L,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000,Tübingen Hauptbahnhof,48.51624,9.05388,0.78678757,de:08416:11000:14:J,,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000,Tübingen Hauptbahnhof,48.51624,9.05388,0.78678757,de:08416:11000:13:K,Bstg. K,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000,Tübingen Hauptbahnhof,48.51624,9.05388,0.78678757,de:08416:11000:4:6,6,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000,Tübingen Hauptbahnhof,48.51624,9.05388,0.78678757,de:08416:11000:3:12,12,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000,Tübingen Hauptbahnhof,48.51624,9.05388,0.78678757,de:08416:11000:4:5,5,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000,Tübingen Hauptbahnhof,48.51624,9.05388,0.78678757,de:08416:11000:2:1,1,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000,Tübingen Hauptbahnhof,48.51624,9.05388,0.78678757,de:08416:11000:15:O,Bstg. O,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000,Tübingen Hauptbahnhof,48.51624,9.05388,0.78678757,de:08416:11000:3:3,3,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:10045,de:08416:10045,Tübingen Biesingerstraße,48.51682,9.0437,0.711658001,de:08416:10045:0:4,,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:10045,de:08416:10045,Tübingen Biesingerstraße,48.51682,9.0437,0.711658001,de:08416:10045:0:1,,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:10014,de:08416:10014,Tübingen Haagtor,48.52071,9.04877,0.69870466,de:08416:10014:1:4,,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:10014,de:08416:10014,Tübingen Haagtor,48.52071,9.04877,0.69870466,de:08416:10014:2:8,,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:10501,de:08416:10501,Tübingen Neckarbrücke,48.51863,9.05795,0.680569947,de:08416:10501:0:4,,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:10501,de:08416:10501,Tübingen Neckarbrücke,48.51863,9.05795,0.680569947,de:08416:10501:0:3,,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:10501,de:08416:10501,Tübingen Neckarbrücke,48.51863,9.05795,0.680569947,de:08416:10501:0:2,,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:10499,de:08416:10499,Tübingen Mühlstraße,48.51948,9.05861,0.626165748,de:08416:10499:0:4,,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:10046,de:08416:10046,Tübingen Ernst-Bloch-Straße,48.51521,9.04207,0.652072549,de:08416:10046:0:1,,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:10046,de:08416:10046,Tübingen Ernst-Bloch-Straße,48.51521,9.04207,0.652072549,de:08416:10046:0:4,,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:10017,de:08416:10017,Tübingen Weberstraße,48.52216,9.04846,0.633937836,de:08416:10017:0:4,,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:10017,de:08416:10017,Tübingen Weberstraße,48.52216,9.04846,0.633937836,de:08416:10017:0:1,,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:10518,de:08416:10518,Tübingen Poststraße,48.51696,9.05935,0.618393779,de:08416:10518:0:4,,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:10052,de:08416:10052,Tübingen Schwärzlocher Str. 45,48.51931,9.04412,0.574352324,de:08416:10052:0:4,,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:10018,de:08416:10018,Tübingen Kelternplatz,48.52285,9.05075,0.574352324,de:08416:10018:0:1,,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:10039,de:08416:10039,Tübingen Hermann Hepper Halle,48.52232,9.04641,0.569170952,de:08416:10039:0:1,,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:10039,de:08416:10039,Tübingen Hermann Hepper Halle,48.52232,9.04641,0.569170952,de:08416:10039:0:4,,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:10700,de:08416:10700,Tübingen Hegelstraße,48.51346,9.05136,0.566580296,de:08416:10700:0:4,,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:10700,de:08416:10700,Tübingen Hegelstraße,48.51346,9.05136,0.566580296,de:08416:10700:0:1,,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:10904,de:08416:10904,Tübingen Freibad,48.51051,9.04342,0.566580296,de:08416:10904:0:1,,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
de:08416:10904,de:08416:10904,Tübingen Freibad,48.51051,9.04342,0.566580296,de:08416:10904:0:4,,2025-11-11 17:00,11.8,0.0,5.8,30,63,1017.0,75,dry,partly-cloudy-night,64012,Rottenburg-Kiebingen
