stop_id,stop_point_ref,stop_name,planned_time,estimated_time,line_name,destination,platform,journey_ref,operating_day_ref,delay_minutes,latitude,longitude,weather_timestamp,temperature,precipitation_mm,wind_speed_ms,wind_direction_deg,cloud_cover,pressure_hpa,relative_humidity,condition,icon,weather_source_id,weather_station_name,snapshot_time,source_file
de:08416:10044,de:08416:10044:0:1,Tübingen Neckarhalde,2025-11-09 00:07:00,2025-11-09 00:07:00,6,Tübingen Hirschauer Straße,,tub:09006::H:j25:260,2025-11-09,0.0,48.51764,9.04762,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:10044,de:08416:10044:0:4,Tübingen Neckarhalde,2025-11-09 00:13:00,2025-11-09 00:13:00,6,Tübingen Hauptbahnhof,,tub:09006::R:j25:72,2025-11-09,0.0,48.51764,9.04762,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:10045,de:08416:10045:0:1,Tübingen Biesingerstraße,2025-11-09 00:08:00,2025-11-09 00:08:00,6,Tübingen Hirschauer Straße,,tub:09006::H:j25:260,2025-11-09,0.0,48.51682,9.0437,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:10045,de:08416:10045:0:4,Tübingen Biesingerstraße,2025-11-09 00:13:00,2025-11-09 00:13:00,6,Tübingen Hauptbahnhof,,tub:09006::R:j25:72,2025-11-09,0.0,48.51682,9.0437,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:10046,de:08416:10046:0:1,Tübingen Ernst-Bloch-Straße,2025-11-09 00:08:00,2025-11-09 00:08:00,6,Tübingen Hirschauer Straße,,tub:09006::H:j25:260,2025-11-09,0.0,48.51521,9.04207,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:10046,de:08416:10046:0:4,Tübingen Ernst-Bloch-Straße,2025-11-09 00:12:00,2025-11-09 00:12:00,6,Tübingen Hauptbahnhof,,tub:09006::R:j25:72,2025-11-09,0.0,48.51521,9.04207,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:10501,de:08416:10501:0:3,Tübingen Neckarbrücke,2025-11-09 00:04:00,2025-11-09 00:04:00,5,Tübingen WHO Ahornweg,,tub:09005::R:j25:360,2025-11-09,0.0,48.51863,9.05795,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:10501,de:08416:10501:0:2,Tübingen Neckarbrücke,2025-11-09 00:05:00,2025-11-09 00:05:00,1,Pfrondorf Lusstraße,,tub:09001::R:j25:790,2025-11-09,0.0,48.51863,9.05795,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:10501,de:08416:10501:0:2,Tübingen Neckarbrücke,2025-11-09 00:06:00,2025-11-09 00:06:00,8,Hagelloch Dornäckerweg,,tub:09008::R:j25:465,2025-11-09,0.0,48.51863,9.05795,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:10501,de:08416:10501:0:4,Tübingen Neckarbrücke,2025-11-09 00:15:00,2025-11-09 00:15:00,1,Tübingen Hauptbahnhof,,tub:09001::H:j25:224,2025-11-09,0.0,48.51863,9.05795,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:10501,de:08416:10501:0:4,Tübingen Neckarbrücke,2025-11-09 00:21:00,2025-11-09 00:21:00,5,Tübingen Hauptbahnhof,,tub:09005::H:j25:895,2025-11-09,0.0,48.51863,9.05795,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:10501,de:08416:10501:0:3,Tübingen Neckarbrücke,2025-11-09 00:25:00,,N94,Tübingen Hauptbahnhof,,tub:09094::H:j25:1,2025-11-09,,48.51863,9.05795,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:10501,de:08416:10501:0:2,Tübingen Neckarbrücke,2025-11-09 00:34:00,,N97,Tübingen Hauptbahnhof,,tub:09097::H:j25:1,2025-11-09,,48.51863,9.05795,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:10501,de:08416:10501:0:2,Tübingen Neckarbrücke,2025-11-09 00:38:00,,N96,Tübingen Hauptbahnhof,,tub:09096::H:j25:1,2025-11-09,,48.51863,9.05795,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:10501,de:08416:10501:0:4,Tübingen Neckarbrücke,2025-11-09 00:38:00,2025-11-09 00:38:00,2,Tübingen Hauptbahnhof,,tub:09002::H:j25:414,2025-11-09,0.0,48.51863,9.05795,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:10501,de:08416:10501:0:4,Tübingen Neckarbrücke,2025-11-09 00:57:00,,N96,Tübingen Hauptbahnhof,,tub:09096::H:j25:1,2025-11-09,,48.51863,9.05795,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:10501,de:08416:10501:0:4,Tübingen Neckarbrücke,2025-11-09 00:57:00,,N94,Tübingen Hauptbahnhof,,tub:09094::H:j25:1,2025-11-09,,48.51863,9.05795,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:10518,de:08416:10518:0:4,Tübingen Poststraße,2025-11-09 00:23:00,,7611,Tübingen Hauptbahnhof,,tub:34611::R:j25:76,2025-11-09,,48.51696,9.05935,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:10518,de:08416:10518:0:4,Tübingen Poststraße,2025-11-09 00:30:00,2025-11-09 00:31:00,7625,Tübingen Hauptbahnhof,,tub:80625::R:j25:69,2025-11-09,1.1,48.51696,9.05935,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:10904,de:08416:10904:0:1,Tübingen Freibad,2025-11-09 00:34:00,,N98,Tübingen Hauptbahnhof,,tub:09098::H:j25:1,2025-11-09,,48.51051,9.04342,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:11000,de:08416:11000:12:F,Tübingen Hauptbahnhof,2025-11-09 00:02:00,2025-11-09 00:02:00,4,Tübingen Wennf. Garten,Bstg. F,tub:09004::H:j25:514,2025-11-09,0.0,48.51624,9.05388,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:11000,de:08416:11000:11:B,Tübingen Hauptbahnhof,2025-11-09 00:02:00,2025-11-09 00:02:00,5,Tübingen WHO Ahornweg,Bstg. B,tub:09005::R:j25:360,2025-11-09,0.0,48.51624,9.05388,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:11000,de:08416:11000:11:C,Tübingen Hauptbahnhof,2025-11-09 00:03:00,2025-11-09 00:03:00,1,Pfrondorf Lusstraße,Bstg. C,tub:09001::R:j25:790,2025-11-09,0.0,48.51624,9.05388,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:11000,de:08416:11000:13:K,Tübingen Hauptbahnhof,2025-11-09 00:04:00,2025-11-09 00:04:00,8,Hagelloch Dornäckerweg,Bstg. K,tub:09008::R:j25:465,2025-11-09,0.0,48.51624,9.05388,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:11000,de:08416:11000:14:H,Tübingen Hauptbahnhof,2025-11-09 00:05:00,2025-11-09 00:05:00,6,Tübingen Hirschauer Straße,Bstg. H,tub:09006::H:j25:260,2025-11-09,0.0,48.51624,9.05388,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:11000,de:08416:11000:11:B,Tübingen Hauptbahnhof,2025-11-09 00:24:00,,N94,Tübingen Hauptbahnhof,Bstg. B,tub:09094::H:j25:1,2025-11-09,,48.51624,9.05388,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:11000,de:08416:11000:13:L,Tübingen Hauptbahnhof,2025-11-09 00:30:00,,7611,Jettenburg Brunnenplatz,Bstg. L,tub:34611::H:j25:149,2025-11-09,,48.51624,9.05388,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:11000,de:08416:11000:14:G,Tübingen Hauptbahnhof,2025-11-09 00:32:00,,N98,Tübingen Hauptbahnhof,Bstg. G,tub:09098::H:j25:1,2025-11-09,,48.51624,9.05388,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:11000,de:08416:11000:13:K,Tübingen Hauptbahnhof,2025-11-09 00:33:00,,N97,Tübingen Hauptbahnhof,Bstg. K,tub:09097::H:j25:1,2025-11-09,,48.51624,9.05388,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:11000,de:08416:11000:4:5,Tübingen Hauptbahnhof,2025-11-09 00:33:00,,RB 74,Rottenburg Bahnhof,5,ddb:90T74::R:j25:372,2025-11-09,,48.51624,9.05388,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:11000,de:08416:11000:4:6,Tübingen Hauptbahnhof,2025-11-09 00:33:00,,RB 66,Hechingen Bf/ZOB,6,ddb:90T66::H:j25:74,2025-11-09,,48.51624,9.05388,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:11000,de:08416:11000:12:D,Tübingen Hauptbahnhof,2025-11-09 00:37:00,,N96,Tübingen Hauptbahnhof,Bstg. D,tub:09096::H:j25:1,2025-11-09,,48.51624,9.05388,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:11000,de:08416:11000,Tübingen Hauptbahnhof,2025-11-09 00:40:00,,N177,Genova (I) Fanti d'Italia / Principe F.S.,,bus:02N17:7:H:f5z:1,2025-11-09,,48.51624,9.05388,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:11000,de:08416:11000:2:13,Tübingen Hauptbahnhof,2025-11-09 00:41:00,,RB 63,Herrenberg,13,ddb:90T63::R:j25:351,2025-11-09,,48.51624,9.05388,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:11000,de:08416:11000:2:1,Tübingen Hauptbahnhof,2025-11-09 00:48:00,2025-11-09 00:48:00,RB 63,Reutlingen Hauptbahnhof,1,ddb:90T63::H:j25:163,2025-11-09,0.0,48.51624,9.05388,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
de:08416:11000,de:08416:11000:13:M,Tübingen Hauptbahnhof,2025-11-09 00:55:00,,X82,Echterdingen Flughafen/Messe (SAB),Bstg. M,vvs:31X82::R:j25:46,2025-11-09,,48.51624,9.05388,2025-11-08 23:30:00,5.0,0.0,2.5,50,100,1018.3,97,dry,cloudy,64012,Rottenburg-Kiebingen,2025-11-08 23:00:19,departures_20251108_230019.csv
