phase,stop_point_ref,stop_name,stop_sequence,platform,arrival_planned,arrival_estimated,departure_planned,departure_estimated,arrival_delay_minutes,departure_delay_minutes,journey_ref,operating_day_ref,line_name,destination
onward,de:08416:12041:4:3,Tübingen Westbahnhof,8,,2025-11-11 18:14:18,2025-11-11 18:14:18,2025-11-11 18:14:18,2025-11-11 18:14:18,0.0,0.0,tub:09012::R:j25:50,2025-11-11,12,Tübingen Weststadt
onward,de:08416:10041:0:1,Tübingen Sindelfinger Str.,9,,2025-11-11 18:15:18,2025-11-11 18:15:18,2025-11-11 18:15:18,2025-11-11 18:15:18,0.0,0.0,tub:09012::R:j25:50,2025-11-11,12,Tübingen Weststadt
onward,de:08416:10042:0:1,Tübingen Städt. Fuhrpark,10,,2025-11-11 18:16:24,2025-11-11 18:16:24,2025-11-11 18:16:24,2025-11-11 18:16:24,0.0,0.0,tub:09012::R:j25:50,2025-11-11,12,Tübingen Weststadt
onward,de:08416:10043:0:4,Tübingen Weststadt,11,,2025-11-11 18:18:00,2025-11-11 18:18:00,,,0.0,,tub:09012::R:j25:50,2025-11-11,12,Tübingen Weststadt
onward,de:08416:11000:14:I,Tübingen Hauptbahnhof,1,Bstg. I,,,2025-11-11 18:17:00,,,,tub:09011::R:j25:25,2025-11-11,11,Tübingen Schwärzlocher Str. 45
onward,de:08416:10501:0:2,Tübingen Neckarbrücke,2,,2025-11-11 18:19:42,,2025-11-11 18:19:42,,,,tub:09011::R:j25:25,2025-11-11,11,Tübingen Schwärzlocher Str. 45
onward,de:08416:10520:0:2,Tübingen Wilhelmstraße,3,,2025-11-11 18:21:30,,2025-11-11 18:21:30,,,,tub:09011::R:j25:25,2025-11-11,11,Tübingen Schwärzlocher Str. 45
onward,de:08416:10507:0:8,Tübingen Hölderlinstraße,4,,2025-11-11 18:23:24,,2025-11-11 18:23:24,,,,tub:09011::R:j25:25,2025-11-11,11,Tübingen Schwärzlocher Str. 45
onward,de:08416:10510:0:1,Tübingen Rümelinstraße,5,,2025-11-11 18:24:12,,2025-11-11 18:24:12,,,,tub:09011::R:j25:25,2025-11-11,11,Tübingen Schwärzlocher Str. 45
onward,de:08416:10018:0:1,Tübingen Kelternplatz,6,,2025-11-11 18:25:00,,2025-11-11 18:25:00,,,,tub:09011::R:j25:25,2025-11-11,11,Tübingen Schwärzlocher Str. 45
onward,de:08416:10039:0:1,Tübingen Hermann Hepper Halle,7,,2025-11-11 18:26:42,2025-11-11 18:26:42,2025-11-11 18:26:42,2025-11-11 18:26:42,0.0,0.0,tub:09011::R:j25:25,2025-11-11,11,Tübingen Schwärzlocher Str. 45
onward,de:08416:12041:2:2,Tübingen Westbahnhof,8,,2025-11-11 18:29:18,2025-11-11 18:29:18,2025-11-11 18:29:18,2025-11-11 18:29:18,0.0,0.0,tub:09011::R:j25:25,2025-11-11,11,Tübingen Schwärzlocher Str. 45
onward,de:08416:10057:0:1,Tübingen Schwärzlocher Täle,9,,2025-11-11 18:30:30,2025-11-11 18:30:30,2025-11-11 18:30:30,2025-11-11 18:30:30,0.0,0.0,tub:09011::R:j25:25,2025-11-11,11,Tübingen Schwärzlocher Str. 45
onward,de:08416:10054:0:4,Tübingen Schwärzl. Str. 111,10,,2025-11-11 18:31:42,2025-11-11 18:31:42,2025-11-11 18:31:42,2025-11-11 18:31:42,0.0,0.0,tub:09011::R:j25:25,2025-11-11,11,Tübingen Schwärzlocher Str. 45
onward,de:08416:10053:0:4,Tübingen Schwärzlocher Str. 79,11,,2025-11-11 18:32:48,2025-11-11 18:32:48,2025-11-11 18:32:48,2025-11-11 18:32:48,0.0,0.0,tub:09011::R:j25:25,2025-11-11,11,Tübingen Schwärzlocher Str. 45
onward,de:08416:10052:0:4,Tübingen Schwärzlocher Str. 45,12,,2025-11-11 18:34:00,2025-11-11 18:34:00,2025-11-11 18:34:00,2025-11-11 18:34:00,0.0,0.0,tub:09011::R:j25:25,2025-11-11,11,Tübingen Schwärzlocher Str. 45
onward,de:08416:10014:1:4,Tübingen Haagtor,13,,2025-11-11 18:35:06,2025-11-11 18:35:06,2025-11-11 18:35:06,2025-11-11 18:35:06,0.0,0.0,tub:09011::R:j25:25,2025-11-11,11,Tübingen Schwärzlocher Str. 45
onward,de:08416:10017:0:4,Tübingen Weberstraße,14,,2025-11-11 18:36:00,2025-11-11 18:36:00,2025-11-11 18:36:00,2025-11-11 18:36:00,0.0,0.0,tub:09011::R:j25:25,2025-11-11,11,Tübingen Schwärzlocher Str. 45
onward,de:08416:10508:0:4,Tübingen Stadtgraben,15,,2025-11-11 18:37:00,2025-11-11 18:37:00,2025-11-11 18:37:00,2025-11-11 18:37:00,0.0,0.0,tub:09011::R:j25:25,2025-11-11,11,Tübingen Schwärzlocher Str. 45
onward,de:08416:10502:0:5,Tübingen Nonnenhaus,16,,2025-11-11 18:38:12,2025-11-11 18:38:12,2025-11-11 18:38:12,2025-11-11 18:38:12,0.0,0.0,tub:09011::R:j25:25,2025-11-11,11,Tübingen Schwärzlocher Str. 45
onward,de:08416:10501:0:4,Tübingen Neckarbrücke,17,,2025-11-11 18:39:48,2025-11-11 18:39:48,2025-11-11 18:39:48,2025-11-11 18:39:48,0.0,0.0,tub:09011::R:j25:25,2025-11-11,11,Tübingen Schwärzlocher Str. 45
onward,de:08416:11000:14:I,Tübingen Hauptbahnhof,18,I,2025-11-11 18:42:00,2025-11-11 18:42:00,,,0.0,,tub:09011::R:j25:25,2025-11-11,11,Tübingen Schwärzlocher Str. 45
onward,de:08416:11000:14:I,Tübingen Hauptbahnhof,1,Bstg. I,,,2025-11-11 18:32:00,2025-11-11 18:32:00,,0.0,tub:09012::R:j25:52,2025-11-11,12,Tübingen Weststadt
onward,de:08416:10501:0:2,Tübingen Neckarbrücke,2,,2025-11-11 18:34:42,2025-11-11 18:34:42,2025-11-11 18:34:42,2025-11-11 18:34:42,0.0,0.0,tub:09012::R:j25:52,2025-11-11,12,Tübingen Weststadt
onward,de:08416:10520:0:2,Tübingen Wilhelmstraße,3,,2025-11-11 18:36:30,2025-11-11 18:36:30,2025-11-11 18:36:30,2025-11-11 18:36:30,0.0,0.0,tub:09012::R:j25:52,2025-11-11,12,Tübingen Weststadt
onward,de:08416:10507:0:8,Tübingen Hölderlinstraße,4,,2025-11-11 18:38:24,2025-11-11 18:38:24,2025-11-11 18:38:24,2025-11-11 18:38:24,0.0,0.0,tub:09012::R:j25:52,2025-11-11,12,Tübingen Weststadt
onward,de:08416:10510:0:1,Tübingen Rümelinstraße,5,,2025-11-11 18:39:12,2025-11-11 18:39:12,2025-11-11 18:39:12,2025-11-11 18:39:12,0.0,0.0,tub:09012::R:j25:52,2025-11-11,12,Tübingen Weststadt
onward,de:08416:10018:0:1,Tübingen Kelternplatz,6,,2025-11-11 18:40:00,2025-11-11 18:40:00,2025-11-11 18:40:00,2025-11-11 18:40:00,0.0,0.0,tub:09012::R:j25:52,2025-11-11,12,Tübingen Weststadt
onward,de:08416:10039:0:1,Tübingen Hermann Hepper Halle,7,,2025-11-11 18:41:42,2025-11-11 18:41:42,2025-11-11 18:41:42,2025-11-11 18:41:42,0.0,0.0,tub:09012::R:j25:52,2025-11-11,12,Tübingen Weststadt
onward,de:08416:12041:4:3,Tübingen Westbahnhof,8,,2025-11-11 18:44:18,2025-11-11 18:44:18,2025-11-11 18:44:18,2025-11-11 18:44:18,0.0,0.0,tub:09012::R:j25:52,2025-11-11,12,Tübingen Weststadt
onward,de:08416:10041:0:1,Tübingen Sindelfinger Str.,9,,2025-11-11 18:45:18,2025-11-11 18:45:18,2025-11-11 18:45:18,2025-11-11 18:45:18,0.0,0.0,tub:09012::R:j25:52,2025-11-11,12,Tübingen Weststadt
onward,de:08416:10042:0:1,Tübingen Städt. Fuhrpark,10,,2025-11-11 18:46:24,2025-11-11 18:46:24,2025-11-11 18:46:24,2025-11-11 18:46:24,0.0,0.0,tub:09012::R:j25:52,2025-11-11,12,Tübingen Weststadt
onward,de:08416:10043:0:4,Tübingen Weststadt,11,,2025-11-11 18:48:00,2025-11-11 18:48:00,,,0.0,,tub:09012::R:j25:52,2025-11-11,12,Tübingen Weststadt
onward,de:08416:11000:14:I,Tübingen Hauptbahnhof,1,Bstg. I,,,2025-11-11 18:47:00,2025-11-11 18:47:00,,0.0,tub:09009::R:j25:14,2025-11-11,9,Tübingen Bismarckturm
onward,de:08416:10501:0:2,Tübingen Neckarbrücke,2,,2025-11-11 18:49:42,2025-11-11 18:49:42,2025-11-11 18:49:42,2025-11-11 18:49:42,0.0,0.0,tub:09009::R:j25:14,2025-11-11,9,Tübingen Bismarckturm
onward,de:08416:10520:0:2,Tübingen Wilhelmstraße,3,,2025-11-11 18:51:30,2025-11-11 18:51:30,2025-11-11 18:51:30,2025-11-11 18:51:30,0.0,0.0,tub:09009::R:j25:14,2025-11-11,9,Tübingen Bismarckturm
onward,de:08416:10507:0:8,Tübingen Hölderlinstraße,4,,2025-11-11 18:53:24,2025-11-11 18:53:24,2025-11-11 18:53:24,2025-11-11 18:53:24,0.0,0.0,tub:09009::R:j25:14,2025-11-11,9,Tübingen Bismarckturm
onward,de:08416:10510:0:1,Tübingen Rümelinstraße,5,,2025-11-11 18:54:12,2025-11-11 18:54:12,2025-11-11 18:54:12,2025-11-11 18:54:12,0.0,0.0,tub:09009::R:j25:14,2025-11-11,9,Tübingen Bismarckturm
onward,de:08416:10018:0:1,Tübingen Kelternplatz,6,,2025-11-11 18:55:00,2025-11-11 18:55:00,2025-11-11 18:55:00,2025-11-11 18:55:00,0.0,0.0,tub:09009::R:j25:14,2025-11-11,9,Tübingen Bismarckturm
onward,de:08416:10017:0:1,Tübingen Weberstraße,7,,2025-11-11 18:55:54,2025-11-11 18:55:54,2025-11-11 18:55:54,2025-11-11 18:55:54,0.0,0.0,tub:09009::R:j25:14,2025-11-11,9,Tübingen Bismarckturm
onward,de:08416:10014:2:8,Tübingen Haagtor,8,,2025-11-11 18:56:42,2025-11-11 18:56:42,2025-11-11 18:56:42,2025-11-11 18:56:42,0.0,0.0,tub:09009::R:j25:14,2025-11-11,9,Tübingen Bismarckturm
onward,de:08416:10049:0:1,Tübingen Lichtenberger Weg,9,,2025-11-11 18:58:18,2025-11-11 18:58:18,2025-11-11 18:58:18,2025-11-11 18:58:18,0.0,0.0,tub:09009::R:j25:14,2025-11-11,9,Tübingen Bismarckturm
onward,de:08416:10050:0:1,Tübingen Unteres Burgholz,10,,2025-11-11 18:59:24,2025-11-11 18:59:24,2025-11-11 18:59:24,2025-11-11 18:59:24,0.0,0.0,tub:09009::R:j25:14,2025-11-11,9,Tübingen Bismarckturm
onward,de:08416:10051:0:1,Tübingen Burgholzweg,11,,2025-11-11 19:00:30,2025-11-11 19:00:30,2025-11-11 19:00:30,2025-11-11 19:00:30,0.0,0.0,tub:09009::R:j25:14,2025-11-11,9,Tübingen Bismarckturm
onward,de:08416:10013:0:1,Tübingen Bismarckturm,12,,2025-11-11 19:02:00,2025-11-11 19:02:00,,,0.0,,tub:09009::R:j25:14,2025-11-11,9,Tübingen Bismarckturm
onward,de:08416:11000:14:G,Tübingen Hauptbahnhof,1,Bstg. G,,,2025-11-11 18:02:00,2025-11-11 18:02:00,,0.0,tub:09002::H:j25:469,2025-11-11,2,Tübingen Mühlbachäcker
onward,de:08416:10700:0:1,Tübingen Hegelstraße,2,,2025-11-11 18:07:30,2025-11-11 18:07:30,2025-11-11 18:07:30,2025-11-11 18:07:30,0.0,0.0,tub:09002::H:j25:469,2025-11-11,2,Tübingen Mühlbachäcker
onward,de:08416:10918:0:1,Tübingen Regierungspräsidium,3,,2025-11-11 18:08:18,2025-11-11 18:08:18,2025-11-11 18:08:18,2025-11-11 18:08:18,0.0,0.0,tub:09002::H:j25:469,2025-11-11,2,Tübingen Mühlbachäcker
onward,de:08416:10914:0:1,Tübingen Gottlob-Braeuning-Str,4,,2025-11-11 18:08:54,2025-11-11 18:08:54,2025-11-11 18:08:54,2025-11-11 18:08:54,0.0,0.0,tub:09002::H:j25:469,2025-11-11,2,Tübingen Mühlbachäcker
onward,de:08416:10916:0:1,Tübingen Mühlbachäcker,5,,2025-11-11 18:10:00,2025-11-11 18:10:00,,,0.0,,tub:09002::H:j25:469,2025-11-11,2,Tübingen Mühlbachäcker
previous,de:08416:10108:0:4,Hagelloch Dornäckerweg,1,,,,2025-11-11 17:49:00,2025-11-11 17:57:18,,8.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
previous,de:08416:10107:0:4,Hagelloch Rathaus,2,,2025-11-11 17:51:00,2025-11-11 17:59:18,2025-11-11 17:51:00,2025-11-11 17:59:18,8.3,8.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
previous,de:08416:10124:1:2,Tübingen Auf der Morgenstelle,3,,2025-11-11 17:54:00,2025-11-11 18:02:18,2025-11-11 17:54:00,2025-11-11 18:02:18,8.3,8.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
previous,de:08416:10204:0:5,Tübingen BG Unfallklinik,4,,2025-11-11 17:56:00,2025-11-11 18:04:18,2025-11-11 17:56:00,2025-11-11 18:04:18,8.3,8.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
previous,de:08416:10203:0:4,Tübingen Uni-Kliniken Berg,5,,2025-11-11 17:57:00,2025-11-11 18:05:18,2025-11-11 17:57:00,2025-11-11 18:05:18,8.3,8.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
previous,de:08416:10190:0:4,Tübingen Breiter Weg,6,,2025-11-11 17:58:00,2025-11-11 18:06:18,2025-11-11 17:58:00,2025-11-11 18:06:18,8.3,8.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
previous,de:08416:10191:0:4,Tübingen Calwerstraße,7,,2025-11-11 17:59:00,2025-11-11 18:07:18,2025-11-11 17:59:00,2025-11-11 18:07:18,8.3,8.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
previous,de:08416:10192:0:4,Tübingen Parkhaus König,8,,2025-11-11 18:00:00,2025-11-11 18:08:18,2025-11-11 18:00:00,2025-11-11 18:08:18,8.3,8.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
onward,de:08416:10508:0:4,Tübingen Stadtgraben,9,,2025-11-11 18:01:00,2025-11-11 18:09:18,2025-11-11 18:01:00,2025-11-11 18:09:18,8.3,8.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
onward,de:08416:10502:0:5,Tübingen Nonnenhaus,10,,2025-11-11 18:02:00,2025-11-11 18:10:18,2025-11-11 18:02:00,2025-11-11 18:10:18,8.3,8.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
onward,de:08416:10501:0:4,Tübingen Neckarbrücke,11,,2025-11-11 18:04:00,2025-11-11 18:12:18,2025-11-11 18:04:00,2025-11-11 18:12:18,8.3,8.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
onward,de:08416:11000:14:J,Tübingen Hauptbahnhof,12,Bstg. J,2025-11-11 18:06:00,2025-11-11 18:14:18,2025-11-11 18:06:00,2025-11-11 18:14:18,8.3,8.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
onward,de:08416:11000:14:G,Tübingen Hauptbahnhof,13,Bstg. G,2025-11-11 18:08:00,2025-11-11 18:16:18,2025-11-11 18:08:00,2025-11-11 18:16:18,8.3,8.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
onward,de:08416:10904:0:1,Tübingen Freibad,14,,2025-11-11 18:10:00,2025-11-11 18:18:18,2025-11-11 18:10:00,2025-11-11 18:18:18,8.3,8.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
onward,de:08416:13240:0:1,Hirschau Volksbank,15,,2025-11-11 18:13:00,2025-11-11 18:21:18,2025-11-11 18:13:00,2025-11-11 18:21:18,8.3,8.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
onward,de:08416:13245:0:N,Hirschau Kirchplatz,16,,2025-11-11 18:15:00,2025-11-11 18:23:18,2025-11-11 18:15:00,2025-11-11 18:23:18,8.3,8.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
onward,de:08416:3243:0:1,Wurmlingen Rössle,17,,2025-11-11 18:20:00,2025-11-11 18:28:18,2025-11-11 18:20:00,2025-11-11 18:28:18,8.3,8.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
onward,de:08416:3250:0:1,Rottenburg Friedhof Sülchen,18,,2025-11-11 18:23:00,2025-11-11 18:31:18,2025-11-11 18:23:00,2025-11-11 18:31:18,8.3,8.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
onward,de:08416:3251:0:1,Rottenburg Sülchenstraße,19,,2025-11-11 18:24:00,2025-11-11 18:32:18,2025-11-11 18:24:00,2025-11-11 18:32:18,8.3,8.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
onward,de:08416:1004:1:D,Rottenburg E.-Bolz-Platz,20,Steig D,2025-11-11 18:27:00,2025-11-11 18:35:18,2025-11-11 18:28:00,2025-11-11 18:35:18,8.3,7.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
onward,de:08416:3104:0:1,Rottenburg Theoderich,21,,2025-11-11 18:30:00,2025-11-11 18:37:18,2025-11-11 18:30:00,2025-11-11 18:37:18,7.3,7.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
onward,de:08416:3247:0:2,Wendelsheim Adlerplatz,22,,2025-11-11 18:33:00,2025-11-11 18:40:18,2025-11-11 18:33:00,2025-11-11 18:40:18,7.3,7.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
onward,de:08416:3248:0:2,Wendelsheim Schwabstraße,23,,2025-11-11 18:34:00,2025-11-11 18:41:18,2025-11-11 18:34:00,2025-11-11 18:41:18,7.3,7.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
onward,de:08416:3256:0:1,Oberndorf Rottenburger Str.,24,,2025-11-11 18:38:00,2025-11-11 18:45:18,2025-11-11 18:38:00,2025-11-11 18:45:18,7.3,7.3,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
onward,de:08416:3241:0:1,Oberndorf Feuersee,25,,2025-11-11 18:39:00,2025-11-11 18:46:18,,,7.3,,tub:33018::H:j25:126,2025-11-11,18,Oberndorf Feuersee
onward,de:08416:11000:14:G,Tübingen Hauptbahnhof,1,Bstg. G,,,2025-11-11 18:23:00,2025-11-11 18:23:00,,0.0,tub:33018::H:j25:201,2025-11-11,18,Rottenburg E.-Bolz-Platz
onward,de:08416:10904:0:1,Tübingen Freibad,2,,2025-11-11 18:25:00,2025-11-11 18:25:00,2025-11-11 18:25:00,2025-11-11 18:25:00,0.0,0.0,tub:33018::H:j25:201,2025-11-11,18,Rottenburg E.-Bolz-Platz
onward,de:08416:13240:0:1,Hirschau Volksbank,3,,2025-11-11 18:28:00,2025-11-11 18:28:00,2025-11-11 18:28:00,2025-11-11 18:28:00,0.0,0.0,tub:33018::H:j25:201,2025-11-11,18,Rottenburg E.-Bolz-Platz
onward,de:08416:13245:0:N,Hirschau Kirchplatz,4,,2025-11-11 18:30:00,2025-11-11 18:30:00,2025-11-11 18:30:00,2025-11-11 18:30:00,0.0,0.0,tub:33018::H:j25:201,2025-11-11,18,Rottenburg E.-Bolz-Platz
onward,de:08416:3243:0:1,Wurmlingen Rössle,5,,2025-11-11 18:35:00,2025-11-11 18:35:00,2025-11-11 18:35:00,2025-11-11 18:35:00,0.0,0.0,tub:33018::H:j25:201,2025-11-11,18,Rottenburg E.-Bolz-Platz
onward,de:08416:3250:0:1,Rottenburg Friedhof Sülchen,6,,2025-11-11 18:38:00,2025-11-11 18:38:00,2025-11-11 18:38:00,2025-11-11 18:38:00,0.0,0.0,tub:33018::H:j25:201,2025-11-11,18,Rottenburg E.-Bolz-Platz
onward,de:08416:3251:0:1,Rottenburg Sülchenstraße,7,,2025-11-11 18:39:00,2025-11-11 18:39:00,2025-11-11 18:39:00,2025-11-11 18:39:00,0.0,0.0,tub:33018::H:j25:201,2025-11-11,18,Rottenburg E.-Bolz-Platz
onward,de:08416:1004:1:D,Rottenburg E.-Bolz-Platz,8,Steig D,2025-11-11 18:42:00,2025-11-11 18:42:00,,,0.0,,tub:33018::H:j25:201,2025-11-11,18,Rottenburg E.-Bolz-Platz
onward,de:08416:11000:14:G,Tübingen Hauptbahnhof,1,Bstg. G,,,2025-11-11 18:32:00,2025-11-11 18:32:00,,0.0,tub:09002::H:j25:470,2025-11-11,2,Tübingen Mühlbachäcker
onward,de:08416:10700:0:1,Tübingen Hegelstraße,2,,2025-11-11 18:37:30,2025-11-11 18:37:30,2025-11-11 18:37:30,2025-11-11 18:37:30,0.0,0.0,tub:09002::H:j25:470,2025-11-11,2,Tübingen Mühlbachäcker
onward,de:08416:10918:0:1,Tübingen Regierungspräsidium,3,,2025-11-11 18:38:18,2025-11-11 18:38:18,2025-11-11 18:38:18,2025-11-11 18:38:18,0.0,0.0,tub:09002::H:j25:470,2025-11-11,2,Tübingen Mühlbachäcker
onward,de:08416:10914:0:1,Tübingen Gottlob-Braeuning-Str,4,,2025-11-11 18:38:54,2025-11-11 18:38:54,2025-11-11 18:38:54,2025-11-11 18:38:54,0.0,0.0,tub:09002::H:j25:470,2025-11-11,2,Tübingen Mühlbachäcker
onward,de:08416:10916:0:1,Tübingen Mühlbachäcker,5,,2025-11-11 18:40:00,2025-11-11 18:40:00,,,0.0,,tub:09002::H:j25:470,2025-11-11,2,Tübingen Mühlbachäcker
onward,de:08416:10108:0:4,Hagelloch Dornäckerweg,1,,,,2025-11-11 18:19:00,2025-11-11 18:28:42,,9.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
onward,de:08416:10107:0:4,Hagelloch Rathaus,2,,2025-11-11 18:21:00,2025-11-11 18:30:42,2025-11-11 18:21:00,2025-11-11 18:30:42,9.7,9.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
onward,de:08416:10124:1:2,Tübingen Auf der Morgenstelle,3,,2025-11-11 18:24:00,2025-11-11 18:33:42,2025-11-11 18:24:00,2025-11-11 18:33:42,9.7,9.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
onward,de:08416:10204:0:5,Tübingen BG Unfallklinik,4,,2025-11-11 18:26:00,2025-11-11 18:35:42,2025-11-11 18:26:00,2025-11-11 18:35:42,9.7,9.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
onward,de:08416:10203:0:4,Tübingen Uni-Kliniken Berg,5,,2025-11-11 18:27:00,2025-11-11 18:36:42,2025-11-11 18:27:00,2025-11-11 18:36:42,9.7,9.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
onward,de:08416:10190:0:4,Tübingen Breiter Weg,6,,2025-11-11 18:28:00,2025-11-11 18:37:42,2025-11-11 18:28:00,2025-11-11 18:37:42,9.7,9.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
onward,de:08416:10191:0:4,Tübingen Calwerstraße,7,,2025-11-11 18:29:00,2025-11-11 18:38:42,2025-11-11 18:29:00,2025-11-11 18:38:42,9.7,9.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
onward,de:08416:10192:0:4,Tübingen Parkhaus König,8,,2025-11-11 18:30:00,2025-11-11 18:39:42,2025-11-11 18:30:00,2025-11-11 18:39:42,9.7,9.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
onward,de:08416:10508:0:4,Tübingen Stadtgraben,9,,2025-11-11 18:31:00,2025-11-11 18:40:42,2025-11-11 18:31:00,2025-11-11 18:40:42,9.7,9.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
onward,de:08416:10502:0:5,Tübingen Nonnenhaus,10,,2025-11-11 18:32:00,2025-11-11 18:41:42,2025-11-11 18:32:00,2025-11-11 18:41:42,9.7,9.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
onward,de:08416:10501:0:4,Tübingen Neckarbrücke,11,,2025-11-11 18:34:00,2025-11-11 18:43:42,2025-11-11 18:34:00,2025-11-11 18:43:42,9.7,9.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
onward,de:08416:11000:14:J,Tübingen Hauptbahnhof,12,Bstg. J,2025-11-11 18:36:00,2025-11-11 18:45:42,2025-11-11 18:36:00,2025-11-11 18:45:42,9.7,9.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
onward,de:08416:11000:14:G,Tübingen Hauptbahnhof,13,Bstg. G,2025-11-11 18:38:00,2025-11-11 18:47:42,2025-11-11 18:38:00,2025-11-11 18:47:42,9.7,9.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
onward,de:08416:10904:0:1,Tübingen Freibad,14,,2025-11-11 18:40:00,2025-11-11 18:49:42,2025-11-11 18:40:00,2025-11-11 18:49:42,9.7,9.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
onward,de:08416:13240:0:1,Hirschau Volksbank,15,,2025-11-11 18:43:00,2025-11-11 18:52:42,2025-11-11 18:43:00,2025-11-11 18:52:42,9.7,9.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
onward,de:08416:13245:0:N,Hirschau Kirchplatz,16,,2025-11-11 18:45:00,2025-11-11 18:54:42,2025-11-11 18:45:00,2025-11-11 18:54:42,9.7,9.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
onward,de:08416:3243:0:1,Wurmlingen Rössle,17,,2025-11-11 18:50:00,2025-11-11 18:59:42,2025-11-11 18:50:00,2025-11-11 18:59:42,9.7,9.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
onward,de:08416:3250:0:1,Rottenburg Friedhof Sülchen,18,,2025-11-11 18:53:00,2025-11-11 19:02:42,2025-11-11 18:53:00,2025-11-11 19:02:42,9.7,9.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
onward,de:08416:3251:0:1,Rottenburg Sülchenstraße,19,,2025-11-11 18:54:00,2025-11-11 19:03:42,2025-11-11 18:54:00,2025-11-11 19:03:42,9.7,9.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
onward,de:08416:1004:1:D,Rottenburg E.-Bolz-Platz,20,Steig D,2025-11-11 18:57:00,2025-11-11 19:06:42,2025-11-11 18:58:00,2025-11-11 19:06:42,9.7,8.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
onward,de:08416:3104:0:1,Rottenburg Theoderich,21,,2025-11-11 19:00:00,2025-11-11 19:08:42,2025-11-11 19:00:00,2025-11-11 19:08:42,8.7,8.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
onward,de:08416:3247:0:2,Wendelsheim Adlerplatz,22,,2025-11-11 19:03:00,2025-11-11 19:11:42,2025-11-11 19:03:00,2025-11-11 19:11:42,8.7,8.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
onward,de:08416:3248:0:2,Wendelsheim Schwabstraße,23,,2025-11-11 19:04:00,2025-11-11 19:12:42,2025-11-11 19:04:00,2025-11-11 19:12:42,8.7,8.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
onward,de:08416:3256:0:1,Oberndorf Rottenburger Str.,24,,2025-11-11 19:08:00,2025-11-11 19:16:42,2025-11-11 19:08:00,2025-11-11 19:16:42,8.7,8.7,tub:33018::H:j25:142,2025-11-11,18,Poltringen Ammerbrücke
