phase,stop_point_ref,stop_name,stop_sequence,platform,arrival_planned,arrival_estimated,departure_planned,departure_estimated,arrival_delay_minutes,departure_delay_minutes,journey_ref,operating_day_ref,line_name,destination
previous,cz:55100:NVBW_11342:0:1,Praha Na Knížecí,2,,2025-11-11 09:35:00,2025-11-11 09:35:00,2025-11-11 09:40:00,2025-11-11 09:40:00,0.0,0.0,bus:02283:A:H:f5z:2,2025-11-11,283A,"Zürich, Bus Station"
previous,de:09362:11090:5:16,Regensburg Hbf,3,Bstg. 7,2025-11-11 12:45:00,2025-11-11 12:45:00,2025-11-11 12:50:00,2025-11-11 12:50:00,0.0,0.0,bus:02283:A:H:f5z:2,2025-11-11,283A,"Zürich, Bus Station"
previous,de:09161:9009:3:7,Ingolstadt Nord,4,,2025-11-11 14:00:00,2025-11-11 14:00:00,2025-11-11 14:05:00,2025-11-11 14:05:00,0.0,0.0,bus:02283:A:H:f5z:2,2025-11-11,283A,"Zürich, Bus Station"
previous,de:09771:2301:0:E,"Aichach, Bäckerei Zametzer",5,,2025-11-11 14:50:00,2025-11-11 14:50:00,2025-11-11 14:50:00,2025-11-11 14:50:00,0.0,0.0,bus:02283:A:H:f5z:2,2025-11-11,283A,"Zürich, Bus Station"
previous,de:09761:432:0:1,"Augsburg, Fernbushaltestelle",6,,2025-11-11 15:20:00,2025-11-11 15:20:00,2025-11-11 15:25:00,2025-11-11 15:25:00,0.0,0.0,bus:02283:A:H:f5z:2,2025-11-11,283A,"Zürich, Bus Station"
previous,de:08421:1699:0:1,Ulm Fernbus-Halt,7,,2025-11-11 16:20:00,2025-11-11 16:20:00,2025-11-11 16:25:00,2025-11-11 16:25:00,0.0,0.0,bus:02283:A:H:f5z:2,2025-11-11,283A,"Zürich, Bus Station"
previous,de:08116:2103:3:1,Flughafen/Messe,8,Bstg. 1,2025-11-11 17:40:00,2025-11-11 17:40:00,2025-11-11 17:45:00,2025-11-11 17:45:00,0.0,0.0,bus:02283:A:H:f5z:2,2025-11-11,283A,"Zürich, Bus Station"
onward,de:08416:11000,Tübingen Hauptbahnhof,9,,2025-11-11 18:15:00,2025-11-11 18:15:00,2025-11-11 18:20:00,2025-11-11 18:20:00,0.0,0.0,bus:02283:A:H:f5z:2,2025-11-11,283A,"Zürich, Bus Station"
onward,ch:23026:62997:0:1,"Zürich, Bus Station",10,,2025-11-11 21:00:00,2025-11-11 21:00:00,,,0.0,,bus:02283:A:H:f5z:2,2025-11-11,283A,"Zürich, Bus Station"
onward,de:08416:11000:14:H,Tübingen Hauptbahnhof,1,Bstg. H,,,2025-11-11 18:02:00,2025-11-11 18:02:00,,0.0,tub:09006::H:j25:213,2025-11-11,6,Tübingen Hirschauer Straße
onward,de:08416:10044:0:1,Tübingen Neckarhalde,2,,2025-11-11 18:04:24,2025-11-11 18:04:24,2025-11-11 18:04:24,2025-11-11 18:04:24,0.0,0.0,tub:09006::H:j25:213,2025-11-11,6,Tübingen Hirschauer Straße
onward,de:08416:10045:0:1,Tübingen Biesingerstraße,3,,2025-11-11 18:05:36,2025-11-11 18:05:36,2025-11-11 18:05:36,2025-11-11 18:05:36,0.0,0.0,tub:09006::H:j25:213,2025-11-11,6,Tübingen Hirschauer Straße
onward,de:08416:10046:0:1,Tübingen Ernst-Bloch-Straße,4,,2025-11-11 18:06:06,2025-11-11 18:06:06,2025-11-11 18:06:06,2025-11-11 18:06:06,0.0,0.0,tub:09006::H:j25:213,2025-11-11,6,Tübingen Hirschauer Straße
onward,de:08416:10047:0:1,Tübingen Hennentalweg,5,,2025-11-11 18:07:00,2025-11-11 18:07:00,2025-11-11 18:07:00,,0.0,,tub:09006::H:j25:213,2025-11-11,6,Tübingen Hirschauer Straße
onward,de:08416:10016:0:4,Tübingen Rappenberg,6,,2025-11-11 18:07:48,,2025-11-11 18:07:48,,,,tub:09006::H:j25:213,2025-11-11,6,Tübingen Hirschauer Straße
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,7,,2025-11-11 18:08:30,,,,,,tub:09006::H:j25:213,2025-11-11,6,Tübingen Hirschauer Straße
onward,de:08416:11000:14:H,Tübingen Hauptbahnhof,1,Bstg. H,,,2025-11-11 18:32:00,2025-11-11 18:32:00,,0.0,tub:09006::H:j25:214,2025-11-11,6,Tübingen Hirschauer Straße
onward,de:08416:10044:0:1,Tübingen Neckarhalde,2,,2025-11-11 18:34:24,2025-11-11 18:34:24,2025-11-11 18:34:24,2025-11-11 18:34:24,0.0,0.0,tub:09006::H:j25:214,2025-11-11,6,Tübingen Hirschauer Straße
onward,de:08416:10045:0:1,Tübingen Biesingerstraße,3,,2025-11-11 18:35:36,2025-11-11 18:35:36,2025-11-11 18:35:36,2025-11-11 18:35:36,0.0,0.0,tub:09006::H:j25:214,2025-11-11,6,Tübingen Hirschauer Straße
onward,de:08416:10046:0:1,Tübingen Ernst-Bloch-Straße,4,,2025-11-11 18:36:06,2025-11-11 18:36:06,2025-11-11 18:36:06,2025-11-11 18:36:06,0.0,0.0,tub:09006::H:j25:214,2025-11-11,6,Tübingen Hirschauer Straße
onward,de:08416:10047:0:1,Tübingen Hennentalweg,5,,2025-11-11 18:37:00,2025-11-11 18:37:00,2025-11-11 18:37:00,,0.0,,tub:09006::H:j25:214,2025-11-11,6,Tübingen Hirschauer Straße
onward,de:08416:10016:0:4,Tübingen Rappenberg,6,,2025-11-11 18:37:48,,2025-11-11 18:37:48,,,,tub:09006::H:j25:214,2025-11-11,6,Tübingen Hirschauer Straße
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,7,,2025-11-11 18:38:30,,,,,,tub:09006::H:j25:214,2025-11-11,6,Tübingen Hirschauer Straße
onward,de:08416:10047:0:1,Tübingen Hennentalweg,1,,,,2025-11-11 18:07:00,2025-11-11 18:07:00,,0.0,tub:09006::R:j25:25,2025-11-11,6,Tübingen Hauptbahnhof
onward,de:08416:10016:0:4,Tübingen Rappenberg,2,,2025-11-11 18:07:48,2025-11-11 18:07:48,2025-11-11 18:07:48,2025-11-11 18:07:48,0.0,0.0,tub:09006::R:j25:25,2025-11-11,6,Tübingen Hauptbahnhof
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,3,,2025-11-11 18:08:30,2025-11-11 18:08:30,2025-11-11 18:08:30,2025-11-11 18:08:30,0.0,0.0,tub:09006::R:j25:25,2025-11-11,6,Tübingen Hauptbahnhof
onward,de:08416:10046:0:4,Tübingen Ernst-Bloch-Straße,4,,2025-11-11 18:09:30,2025-11-11 18:09:30,2025-11-11 18:09:30,2025-11-11 18:09:30,0.0,0.0,tub:09006::R:j25:25,2025-11-11,6,Tübingen Hauptbahnhof
onward,de:08416:10045:0:4,Tübingen Biesingerstraße,5,,2025-11-11 18:10:18,2025-11-11 18:10:18,2025-11-11 18:10:18,2025-11-11 18:10:18,0.0,0.0,tub:09006::R:j25:25,2025-11-11,6,Tübingen Hauptbahnhof
onward,de:08416:10044:0:4,Tübingen Neckarhalde,6,,2025-11-11 18:11:18,2025-11-11 18:11:18,2025-11-11 18:11:18,2025-11-11 18:11:18,0.0,0.0,tub:09006::R:j25:25,2025-11-11,6,Tübingen Hauptbahnhof
onward,de:08416:11000:15:N,Tübingen Hauptbahnhof,7,Bstg. N,2025-11-11 18:15:00,2025-11-11 18:15:00,,,0.0,,tub:09006::R:j25:25,2025-11-11,6,Tübingen Hauptbahnhof
onward,de:08416:10047:0:1,Tübingen Hennentalweg,1,,,,2025-11-11 18:37:00,2025-11-11 18:37:00,,0.0,tub:09006::R:j25:26,2025-11-11,6,Tübingen Hauptbahnhof
onward,de:08416:10016:0:4,Tübingen Rappenberg,2,,2025-11-11 18:37:48,2025-11-11 18:37:48,2025-11-11 18:37:48,2025-11-11 18:37:48,0.0,0.0,tub:09006::R:j25:26,2025-11-11,6,Tübingen Hauptbahnhof
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,3,,2025-11-11 18:38:30,2025-11-11 18:38:30,2025-11-11 18:38:30,2025-11-11 18:38:30,0.0,0.0,tub:09006::R:j25:26,2025-11-11,6,Tübingen Hauptbahnhof
onward,de:08416:10046:0:4,Tübingen Ernst-Bloch-Straße,4,,2025-11-11 18:39:30,2025-11-11 18:39:30,2025-11-11 18:39:30,2025-11-11 18:39:30,0.0,0.0,tub:09006::R:j25:26,2025-11-11,6,Tübingen Hauptbahnhof
onward,de:08416:10045:0:4,Tübingen Biesingerstraße,5,,2025-11-11 18:40:18,2025-11-11 18:40:18,2025-11-11 18:40:18,2025-11-11 18:40:18,0.0,0.0,tub:09006::R:j25:26,2025-11-11,6,Tübingen Hauptbahnhof
onward,de:08416:10044:0:4,Tübingen Neckarhalde,6,,2025-11-11 18:41:18,2025-11-11 18:41:18,2025-11-11 18:41:18,2025-11-11 18:41:18,0.0,0.0,tub:09006::R:j25:26,2025-11-11,6,Tübingen Hauptbahnhof
onward,de:08416:11000:15:N,Tübingen Hauptbahnhof,7,Bstg. N,2025-11-11 18:45:00,2025-11-11 18:45:00,,,0.0,,tub:09006::R:j25:26,2025-11-11,6,Tübingen Hauptbahnhof
previous,de:08416:5240:0:O,Poltringen Ammerbrücke,1,,,,2025-11-11 17:14:00,2025-11-11 17:14:00,,0.0,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
previous,de:08416:3241:0:2,Oberndorf Feuersee,2,,2025-11-11 17:17:00,2025-11-11 17:17:00,2025-11-11 17:17:00,2025-11-11 17:17:00,0.0,0.0,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
previous,de:08416:3256:0:2,Oberndorf Rottenburger Str.,3,,2025-11-11 17:18:00,2025-11-11 17:18:00,2025-11-11 17:18:00,2025-11-11 17:18:00,0.0,0.0,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
previous,de:08416:3248:0:1,Wendelsheim Schwabstraße,4,,2025-11-11 17:22:00,2025-11-11 17:30:12,2025-11-11 17:22:00,2025-11-11 17:30:18,8.2,8.3,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
previous,de:08416:3247:0:1,Wendelsheim Adlerplatz,5,,2025-11-11 17:23:00,2025-11-11 17:31:00,2025-11-11 17:23:00,2025-11-11 17:31:06,8.0,8.1,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
previous,de:08416:3103:0:0,Rottenburg Schelmen,6,,2025-11-11 17:27:00,2025-11-11 17:33:54,2025-11-11 17:27:00,2025-11-11 17:34:12,6.9,7.2,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
previous,de:08416:1004:1:E,Rottenburg E.-Bolz-Platz,7,Steig E,2025-11-11 17:29:00,2025-11-11 17:38:30,2025-11-11 17:31:00,2025-11-11 17:39:06,9.5,8.1,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
previous,de:08416:3251:0:2,Rottenburg Sülchenstraße,8,,2025-11-11 17:32:00,2025-11-11 17:40:06,2025-11-11 17:32:00,2025-11-11 17:40:06,8.1,8.1,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
previous,de:08416:3250:0:2,Rottenburg Friedhof Sülchen,9,,2025-11-11 17:33:00,2025-11-11 17:41:30,2025-11-11 17:33:00,2025-11-11 17:41:54,8.5,8.9,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
previous,de:08416:3243:0:2,Wurmlingen Rössle,10,,2025-11-11 17:37:00,2025-11-11 17:44:36,2025-11-11 17:37:00,2025-11-11 17:45:06,7.6,8.1,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
previous,de:08416:13245:0:S,Hirschau Kirchplatz,11,,2025-11-11 17:41:00,2025-11-11 17:47:48,2025-11-11 17:41:00,2025-11-11 17:49:06,6.8,8.1,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
previous,de:08416:13240:0:4,Hirschau Volksbank,12,,2025-11-11 17:42:00,2025-11-11 17:49:48,2025-11-11 17:42:00,2025-11-11 17:50:18,7.8,8.3,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
previous,de:08416:10904:0:4,Tübingen Freibad,13,,2025-11-11 17:46:00,2025-11-11 17:56:18,2025-11-11 17:46:00,2025-11-11 17:56:42,10.3,10.7,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
previous,de:08416:11000:11:B,Tübingen Hauptbahnhof,14,Bstg. B,2025-11-11 17:50:00,2025-11-11 18:00:42,2025-11-11 17:51:00,2025-11-11 18:00:42,10.7,9.7,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
previous,de:08416:10501:0:3,Tübingen Neckarbrücke,15,,2025-11-11 17:53:00,2025-11-11 18:02:42,2025-11-11 17:53:00,2025-11-11 18:02:42,9.7,9.7,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
previous,de:08416:10520:0:3,Tübingen Wilhelmstraße,16,,2025-11-11 17:54:00,2025-11-11 18:03:42,2025-11-11 17:54:00,2025-11-11 18:03:42,9.7,9.7,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
previous,de:08416:10509:0:1,Tübingen Gmelinstraße,17,,2025-11-11 17:56:00,2025-11-11 18:05:42,2025-11-11 17:56:00,2025-11-11 18:05:42,9.7,9.7,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
previous,de:08416:10507:0:8,Tübingen Hölderlinstraße,18,,2025-11-11 17:58:00,2025-11-11 18:07:42,2025-11-11 17:58:00,2025-11-11 18:07:42,9.7,9.7,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
previous,de:08416:10510:0:1,Tübingen Rümelinstraße,19,,2025-11-11 17:59:00,2025-11-11 18:08:42,2025-11-11 17:59:00,2025-11-11 18:08:42,9.7,9.7,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
previous,de:08416:10192:0:2,Tübingen Parkhaus König,20,,2025-11-11 18:00:00,2025-11-11 18:09:42,2025-11-11 18:00:00,2025-11-11 18:09:42,9.7,9.7,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
onward,de:08416:10191:0:1,Tübingen Calwerstraße,21,,2025-11-11 18:01:00,2025-11-11 18:10:42,2025-11-11 18:01:00,2025-11-11 18:10:42,9.7,9.7,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
onward,de:08416:10190:0:1,Tübingen Breiter Weg,22,,2025-11-11 18:01:00,2025-11-11 18:10:42,2025-11-11 18:01:00,2025-11-11 18:10:42,9.7,9.7,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
onward,de:08416:10203:0:1,Tübingen Uni-Kliniken Berg,23,,2025-11-11 18:02:00,2025-11-11 18:11:42,2025-11-11 18:02:00,2025-11-11 18:11:42,9.7,9.7,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
onward,de:08416:10204:0:3,Tübingen BG Unfallklinik,24,,2025-11-11 18:04:00,2025-11-11 18:13:42,2025-11-11 18:04:00,2025-11-11 18:13:42,9.7,9.7,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
onward,de:08416:10124:2:1,Tübingen Auf der Morgenstelle,25,,2025-11-11 18:05:00,2025-11-11 18:14:42,2025-11-11 18:05:00,2025-11-11 18:14:42,9.7,9.7,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
onward,de:08416:10107:0:1,Hagelloch Rathaus,26,,2025-11-11 18:07:00,2025-11-11 18:16:42,2025-11-11 18:07:00,2025-11-11 18:16:42,9.7,9.7,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
onward,de:08416:10108:0:4,Hagelloch Dornäckerweg,27,,2025-11-11 18:10:00,2025-11-11 18:19:42,,,9.7,,tub:33018::R:j25:11,2025-11-11,18,Hagelloch Dornäckerweg
previous,de:08416:13035:0:1,Bühl Römerstraße,1,,,,2025-11-11 17:43:00,2025-11-11 17:43:00,,0.0,rab:24019::R:25a:130,2025-11-11,19,Tübingen BG Unfallklinik
previous,de:08416:13034:0:4,Bühl Rathaus,2,,2025-11-11 17:44:00,2025-11-11 17:44:00,2025-11-11 17:44:00,2025-11-11 17:44:00,0.0,0.0,rab:24019::R:25a:130,2025-11-11,19,Tübingen BG Unfallklinik
previous,de:08416:12502:1:4,Kilchberg Bahnhof,3,,2025-11-11 17:45:00,2025-11-11 17:45:00,2025-11-11 17:45:00,2025-11-11 17:45:00,0.0,0.0,rab:24019::R:25a:130,2025-11-11,19,Tübingen BG Unfallklinik
previous,de:08416:13303:3:4,Kilchberg Schloß,4,,2025-11-11 17:46:00,2025-11-11 17:46:00,2025-11-11 17:46:00,2025-11-11 17:46:00,0.0,0.0,rab:24019::R:25a:130,2025-11-11,19,Tübingen BG Unfallklinik
previous,de:08416:13041:0:4,Kilchberg Rathaus,5,,2025-11-11 17:47:00,2025-11-11 17:47:00,2025-11-11 17:47:00,2025-11-11 17:47:00,0.0,0.0,rab:24019::R:25a:130,2025-11-11,19,Tübingen BG Unfallklinik
previous,de:08416:13050:0:4,Kilchberg Keltengrab,6,,2025-11-11 17:48:00,2025-11-11 17:48:00,2025-11-11 17:48:00,2025-11-11 17:48:00,0.0,0.0,rab:24019::R:25a:130,2025-11-11,19,Tübingen BG Unfallklinik
previous,de:08416:10907:0:4,Weilheim Rathaus,7,,2025-11-11 17:51:00,2025-11-11 17:51:00,2025-11-11 17:51:00,2025-11-11 17:51:00,0.0,0.0,rab:24019::R:25a:130,2025-11-11,19,Tübingen BG Unfallklinik
previous,de:08416:10905:0:4,Weilheim Alte Landstr.,8,,2025-11-11 17:52:00,2025-11-11 17:52:00,2025-11-11 17:52:00,2025-11-11 17:52:00,0.0,0.0,rab:24019::R:25a:130,2025-11-11,19,Tübingen BG Unfallklinik
previous,de:08416:10906:0:4,Weilheim Kneiple,9,,2025-11-11 17:53:00,2025-11-11 17:53:00,2025-11-11 17:53:00,2025-11-11 17:53:00,0.0,0.0,rab:24019::R:25a:130,2025-11-11,19,Tübingen BG Unfallklinik
previous,de:08416:10904:0:4,Tübingen Freibad,10,,2025-11-11 17:56:00,2025-11-11 17:56:00,2025-11-11 17:56:00,2025-11-11 17:56:00,0.0,0.0,rab:24019::R:25a:130,2025-11-11,19,Tübingen BG Unfallklinik
onward,de:08416:11000:11:B,Tübingen Hauptbahnhof,11,Bstg. B,2025-11-11 18:01:00,2025-11-11 18:01:00,2025-11-11 18:01:00,2025-11-11 18:01:00,0.0,0.0,rab:24019::R:25a:130,2025-11-11,19,Tübingen BG Unfallklinik
onward,de:08416:10501:0:3,Tübingen Neckarbrücke,12,,2025-11-11 18:03:00,2025-11-11 18:03:00,2025-11-11 18:03:00,2025-11-11 18:03:00,0.0,0.0,rab:24019::R:25a:130,2025-11-11,19,Tübingen BG Unfallklinik
onward,de:08416:10520:0:3,Tübingen Wilhelmstraße,13,,2025-11-11 18:04:00,2025-11-11 18:04:00,2025-11-11 18:04:00,2025-11-11 18:04:00,0.0,0.0,rab:24019::R:25a:130,2025-11-11,19,Tübingen BG Unfallklinik
onward,de:08416:10509:0:1,Tübingen Gmelinstraße,14,,2025-11-11 18:06:00,2025-11-11 18:06:00,2025-11-11 18:06:00,2025-11-11 18:06:00,0.0,0.0,rab:24019::R:25a:130,2025-11-11,19,Tübingen BG Unfallklinik
onward,de:08416:10507:0:8,Tübingen Hölderlinstraße,15,,2025-11-11 18:08:00,2025-11-11 18:08:00,2025-11-11 18:08:00,2025-11-11 18:08:00,0.0,0.0,rab:24019::R:25a:130,2025-11-11,19,Tübingen BG Unfallklinik
onward,de:08416:10510:0:1,Tübingen Rümelinstraße,16,,2025-11-11 18:09:00,2025-11-11 18:09:00,2025-11-11 18:09:00,2025-11-11 18:09:00,0.0,0.0,rab:24019::R:25a:130,2025-11-11,19,Tübingen BG Unfallklinik
onward,de:08416:10192:0:2,Tübingen Parkhaus König,17,,2025-11-11 18:10:00,2025-11-11 18:10:00,2025-11-11 18:10:00,2025-11-11 18:10:00,0.0,0.0,rab:24019::R:25a:130,2025-11-11,19,Tübingen BG Unfallklinik
onward,de:08416:10191:0:1,Tübingen Calwerstraße,18,,2025-11-11 18:11:00,2025-11-11 18:11:00,2025-11-11 18:11:00,2025-11-11 18:11:00,0.0,0.0,rab:24019::R:25a:130,2025-11-11,19,Tübingen BG Unfallklinik
onward,de:08416:10190:0:1,Tübingen Breiter Weg,19,,2025-11-11 18:11:00,2025-11-11 18:11:00,2025-11-11 18:11:00,2025-11-11 18:11:00,0.0,0.0,rab:24019::R:25a:130,2025-11-11,19,Tübingen BG Unfallklinik
onward,de:08416:10203:0:1,Tübingen Uni-Kliniken Berg,20,,2025-11-11 18:12:00,2025-11-11 18:12:00,2025-11-11 18:12:00,2025-11-11 18:12:00,0.0,0.0,rab:24019::R:25a:130,2025-11-11,19,Tübingen BG Unfallklinik
onward,de:08416:10204:0:3,Tübingen BG Unfallklinik,21,,2025-11-11 18:14:00,2025-11-11 18:14:00,,,0.0,,rab:24019::R:25a:130,2025-11-11,19,Tübingen BG Unfallklinik
onward,de:08416:11000:11:B,Tübingen Hauptbahnhof,1,Bstg. B,,,2025-11-11 18:06:00,2025-11-11 18:06:00,,0.0,tub:09005::R:j25:120,2025-11-11,5,Tübingen WHO Ahornweg
onward,de:08416:10501:0:3,Tübingen Neckarbrücke,2,,2025-11-11 18:08:24,2025-11-11 18:08:24,2025-11-11 18:08:24,2025-11-11 18:08:24,0.0,0.0,tub:09005::R:j25:120,2025-11-11,5,Tübingen WHO Ahornweg
onward,de:08416:10520:0:3,Tübingen Wilhelmstraße,3,,2025-11-11 18:10:12,2025-11-11 18:10:12,2025-11-11 18:10:12,2025-11-11 18:10:12,0.0,0.0,tub:09005::R:j25:120,2025-11-11,5,Tübingen WHO Ahornweg
onward,de:08416:10509:0:1,Tübingen Gmelinstraße,4,,2025-11-11 18:11:54,2025-11-11 18:11:54,2025-11-11 18:11:54,2025-11-11 18:11:54,0.0,0.0,tub:09005::R:j25:120,2025-11-11,5,Tübingen WHO Ahornweg
onward,de:08416:10200:0:1,Tübingen Uni-Kliniken Tal,5,,2025-11-11 18:13:18,2025-11-11 18:13:18,2025-11-11 18:13:18,2025-11-11 18:13:18,0.0,0.0,tub:09005::R:j25:120,2025-11-11,5,Tübingen WHO Ahornweg
onward,de:08416:10201:0:1,Tübingen Quenstedtstraße,6,,2025-11-11 18:14:42,2025-11-11 18:14:42,2025-11-11 18:14:42,2025-11-11 18:14:42,0.0,0.0,tub:09005::R:j25:120,2025-11-11,5,Tübingen WHO Ahornweg
onward,de:08416:10202:0:1,Tübingen Frondsbergstraße,7,,2025-11-11 18:15:36,2025-11-11 18:15:36,2025-11-11 18:15:36,2025-11-11 18:15:36,0.0,0.0,tub:09005::R:j25:120,2025-11-11,5,Tübingen WHO Ahornweg
onward,de:08416:10203:0:1,Tübingen Uni-Kliniken Berg,8,,2025-11-11 18:17:30,2025-11-11 18:17:30,2025-11-11 18:17:30,2025-11-11 18:17:30,0.0,0.0,tub:09005::R:j25:120,2025-11-11,5,Tübingen WHO Ahornweg
onward,de:08416:10204:0:3,Tübingen BG Unfallklinik,9,,2025-11-11 18:18:36,2025-11-11 18:18:36,2025-11-11 18:18:36,2025-11-11 18:18:36,0.0,0.0,tub:09005::R:j25:120,2025-11-11,5,Tübingen WHO Ahornweg
onward,de:08416:10124:2:1,Tübingen Auf der Morgenstelle,10,,2025-11-11 18:19:06,2025-11-11 18:19:06,2025-11-11 18:19:06,2025-11-11 18:19:06,0.0,0.0,tub:09005::R:j25:120,2025-11-11,5,Tübingen WHO Ahornweg
onward,de:08416:10205:0:1,Tübingen Botanischer Garten,11,,2025-11-11 18:20:54,2025-11-11 18:20:54,2025-11-11 18:20:54,2025-11-11 18:20:54,0.0,0.0,tub:09005::R:j25:120,2025-11-11,5,Tübingen WHO Ahornweg
onward,de:08416:10206:0:1,Tübingen Beethovenweg,12,,2025-11-11 18:22:18,2025-11-11 18:22:18,2025-11-11 18:22:18,2025-11-11 18:22:18,0.0,0.0,tub:09005::R:j25:120,2025-11-11,5,Tübingen WHO Ahornweg
onward,de:08416:10207:0:1,Tübingen Wanne Kunsthalle,13,,2025-11-11 18:23:42,2025-11-11 18:23:42,2025-11-11 18:23:42,2025-11-11 18:23:42,0.0,0.0,tub:09005::R:j25:120,2025-11-11,5,Tübingen WHO Ahornweg
onward,de:08416:10208:0:1,Tübingen Haydnweg,14,,2025-11-11 18:24:48,2025-11-11 18:24:48,2025-11-11 18:24:48,2025-11-11 18:24:48,0.0,0.0,tub:09005::R:j25:120,2025-11-11,5,Tübingen WHO Ahornweg
onward,de:08416:10209:0:1,Tübingen Horemer,15,,2025-11-11 18:26:00,2025-11-11 18:26:00,2025-11-11 18:26:00,2025-11-11 18:26:00,0.0,0.0,tub:09005::R:j25:120,2025-11-11,5,Tübingen WHO Ahornweg
onward,de:08416:10234:0:1,Tübingen Waldhäuser Straße,16,,2025-11-11 18:27:12,2025-11-11 18:27:12,2025-11-11 18:27:12,2025-11-11 18:27:12,0.0,0.0,tub:09005::R:j25:120,2025-11-11,5,Tübingen WHO Ahornweg
