phase,stop_point_ref,stop_name,stop_sequence,platform,arrival_planned,arrival_estimated,departure_planned,departure_estimated,arrival_delay_minutes,departure_delay_minutes,journey_ref,operating_day_ref,line_name,destination
onward,de:08416:10810:0:1,Tübingen Sternplatz,20,,2025-11-09 10:05,2025-11-09 10:05,2025-11-09 10:05,2025-11-09 10:05,0.0,0.0,tub:09004::H:j25:532,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10811:0:1,Tübingen Kiesäckerstraße,21,,2025-11-09 10:06,2025-11-09 10:06,2025-11-09 10:06,2025-11-09 10:06,0.0,0.0,tub:09004::H:j25:532,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10812:0:1,Tübingen Königsberger Straße,22,Bstg. 1,2025-11-09 10:07,2025-11-09 10:07,2025-11-09 10:07,2025-11-09 10:07,0.0,0.0,tub:09004::H:j25:532,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10813:0:1,Tübingen Stadtwerke,23,,2025-11-09 10:08,2025-11-09 10:08,2025-11-09 10:08,2025-11-09 10:08,0.0,0.0,tub:09004::H:j25:532,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10808:0:1,Tübingen Aixer Straße,24,,2025-11-09 10:09,2025-11-09 10:09,2025-11-09 10:09,2025-11-09 10:09,0.0,0.0,tub:09004::H:j25:532,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10814:0:1,Tübingen Görlitzer Weg,25,,2025-11-09 10:10,2025-11-09 10:10,2025-11-09 10:10,2025-11-09 10:10,0.0,0.0,tub:09004::H:j25:532,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10817:0:1,Tübingen Tilsiter Weg,26,,2025-11-09 10:11,2025-11-09 10:11,2025-11-09 10:11,2025-11-09 10:11,0.0,0.0,tub:09004::H:j25:532,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10815:0:1,Tübingen Wennf. Garten,27,,2025-11-09 10:12,2025-11-09 10:12,,,0.0,,tub:09004::H:j25:532,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10260:0:4,Tübingen WHO Ulmenweg,1,,,,2025-11-09 09:51,2025-11-09 09:51,,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10211:0:4,Tübingen WHO Pappelweg,2,,2025-11-09 09:51,2025-11-09 09:51,2025-11-09 09:51,2025-11-09 09:51,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10212:0:4,Tübingen WHO Erlenweg,3,,2025-11-09 09:52,2025-11-09 09:52,2025-11-09 09:52,2025-11-09 09:52,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10213:0:4,Tübingen WHO Ahornweg,4,,2025-11-09 09:54,2025-11-09 09:54,2025-11-09 09:54,2025-11-09 09:54,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10214:0:1,Tübingen Weißdornweg,5,,2025-11-09 09:55,2025-11-09 09:55,2025-11-09 09:55,2025-11-09 09:55,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10234:0:4,Tübingen Waldhäuser Straße,6,,2025-11-09 09:56,2025-11-09 09:56,2025-11-09 09:56,2025-11-09 09:56,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10229:0:4,Tübingen Maria-von-Linden-Str.,7,,2025-11-09 09:57,2025-11-09 09:57,2025-11-09 09:57,2025-11-09 09:57,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10233:0:4,Tübingen Max-Planck-Institute,8,,2025-11-09 09:58,2025-11-09 09:58,2025-11-09 09:58,2025-11-09 09:58,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10231:0:4,Tübingen Sternwarte,9,,2025-11-09 09:59,2025-11-09 09:59,2025-11-09 09:59,2025-11-09 09:59,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10232:0:4,Tübingen Auf dem Kreuz,10,,2025-11-09 09:59,2025-11-09 09:59,2025-11-09 09:59,2025-11-09 09:59,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10230:0:4,"Tübingen, Robert-Gradmann-Weg",11,,2025-11-09 10:00,2025-11-09 10:00,2025-11-09 10:00,2025-11-09 10:00,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10222:0:4,Tübingen Engelfriedshalde,12,,2025-11-09 10:01,2025-11-09 10:01,2025-11-09 10:01,2025-11-09 10:01,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10221:0:4,Tübingen Im Rotbad,13,,2025-11-09 10:02,2025-11-09 10:02,2025-11-09 10:02,2025-11-09 10:02,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10235:0:4,Tübingen Brunsstraße,14,,2025-11-09 10:03,2025-11-09 10:03,2025-11-09 10:03,2025-11-09 10:03,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10507:0:8,Tübingen Hölderlinstraße,15,,2025-11-09 10:04,2025-11-09 10:04,2025-11-09 10:04,2025-11-09 10:04,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10508:0:4,Tübingen Stadtgraben,16,,2025-11-09 10:05,2025-11-09 10:05,2025-11-09 10:05,2025-11-09 10:05,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10502:0:5,Tübingen Nonnenhaus,17,,2025-11-09 10:06,2025-11-09 10:06,2025-11-09 10:06,2025-11-09 10:06,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10501:0:4,Tübingen Neckarbrücke,18,,2025-11-09 10:07,2025-11-09 10:07,2025-11-09 10:07,2025-11-09 10:07,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:11000:14:J,Tübingen Hauptbahnhof,19,Bstg. J,2025-11-09 10:10,2025-11-09 10:10,2025-11-09 10:10,2025-11-09 10:10,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:11000:12:E,Tübingen Hauptbahnhof,20,Bstg. E,2025-11-09 10:12,2025-11-09 10:12,2025-11-09 10:12,2025-11-09 10:12,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10517:0:1,Tübingen Blaue Brücke,21,,2025-11-09 10:13,2025-11-09 10:13,2025-11-09 10:13,2025-11-09 10:13,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10901:0:1,Tübingen Hechinger Straße,22,,2025-11-09 10:14,2025-11-09 10:14,2025-11-09 10:14,2025-11-09 10:14,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10920:0:1,Tübingen Loretto,23,,2025-11-09 10:15,2025-11-09 10:15,2025-11-09 10:15,2025-11-09 10:15,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10921:0:2,Tübingen Hechinger Eck,24,,2025-11-09 10:16,2025-11-09 10:16,2025-11-09 10:16,2025-11-09 10:16,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10729:0:1,Tübingen Memmingerstraße,25,,2025-11-09 10:17,2025-11-09 10:17,2025-11-09 10:17,2025-11-09 10:17,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10704:0:1,Tübingen Heinlenstraße,26,,2025-11-09 10:18,2025-11-09 10:18,2025-11-09 10:18,2025-11-09 10:18,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10705:0:2,Tübingen Feuerhägle,27,ERSATZ FR Gartenstadt,2025-11-09 10:19,2025-11-09 10:19,2025-11-09 10:19,2025-11-09 10:19,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10706:0:1,Tübingen Paul-Dietz-Straße,28,Bstg. 1,2025-11-09 10:20,2025-11-09 10:20,2025-11-09 10:20,2025-11-09 10:20,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10722:0:1,Tübingen Fuchsstraße,29,,2025-11-09 10:22,2025-11-09 10:22,2025-11-09 10:22,2025-11-09 10:22,0.0,0.0,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10723:0:4,Tübingen Nelkenweg,30,,2025-11-09 10:23,2025-11-09 10:23,,,0.0,,tub:09003::H:j25:886,2025-11-09,3,Tübingen Nelkenweg
onward,de:08416:10213:0:1,Tübingen WHO Ahornweg,1,,,,2025-11-09 10:00,2025-11-09 10:00,,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10212:0:1,Tübingen WHO Erlenweg,2,,2025-11-09 10:01,2025-11-09 10:01,2025-11-09 10:01,2025-11-09 10:01,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10211:0:1,Tübingen WHO Pappelweg,3,,2025-11-09 10:01,2025-11-09 10:01,2025-11-09 10:01,2025-11-09 10:01,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10260:0:1,Tübingen WHO Ulmenweg,4,,2025-11-09 10:03,2025-11-09 10:03,2025-11-09 10:03,2025-11-09 10:03,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10209:0:4,Tübingen Horemer,5,,2025-11-09 10:04,2025-11-09 10:04,2025-11-09 10:04,2025-11-09 10:04,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10208:0:4,Tübingen Haydnweg,6,,2025-11-09 10:05,2025-11-09 10:05,2025-11-09 10:05,2025-11-09 10:05,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10207:0:4,Tübingen Wanne Kunsthalle,7,,2025-11-09 10:07,2025-11-09 10:07,2025-11-09 10:07,2025-11-09 10:07,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10206:0:4,Tübingen Beethovenweg,8,,2025-11-09 10:08,2025-11-09 10:08,2025-11-09 10:08,2025-11-09 10:08,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10205:0:4,Tübingen Botanischer Garten,9,,2025-11-09 10:09,2025-11-09 10:09,2025-11-09 10:09,2025-11-09 10:09,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10124:1:6,Tübingen Auf der Morgenstelle,10,,2025-11-09 10:10,2025-11-09 10:10,2025-11-09 10:10,2025-11-09 10:10,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10204:0:5,Tübingen BG Unfallklinik,11,,2025-11-09 10:12,2025-11-09 10:12,2025-11-09 10:12,2025-11-09 10:12,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10203:0:4,Tübingen Uni-Kliniken Berg,12,,2025-11-09 10:12,2025-11-09 10:12,2025-11-09 10:12,2025-11-09 10:12,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10202:0:4,Tübingen Frondsbergstraße,13,,2025-11-09 10:14,2025-11-09 10:14,2025-11-09 10:14,2025-11-09 10:14,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10201:0:4,Tübingen Quenstedtstraße,14,,2025-11-09 10:15,2025-11-09 10:15,2025-11-09 10:15,2025-11-09 10:15,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10200:0:4,Tübingen Uni-Kliniken Tal,15,,2025-11-09 10:17,2025-11-09 10:17,2025-11-09 10:17,2025-11-09 10:17,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10507:0:8,Tübingen Hölderlinstraße,16,,2025-11-09 10:18,2025-11-09 10:18,2025-11-09 10:18,2025-11-09 10:18,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10508:0:4,Tübingen Stadtgraben,17,,2025-11-09 10:19,2025-11-09 10:19,2025-11-09 10:19,2025-11-09 10:19,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10502:0:5,Tübingen Nonnenhaus,18,,2025-11-09 10:20,2025-11-09 10:20,2025-11-09 10:20,2025-11-09 10:20,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10501:0:4,Tübingen Neckarbrücke,19,,2025-11-09 10:21,2025-11-09 10:21,2025-11-09 10:21,2025-11-09 10:21,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:11000:14:J,Tübingen Hauptbahnhof,20,Bstg. J,2025-11-09 10:24,2025-11-09 10:24,2025-11-09 10:24,2025-11-09 10:24,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:11000:12:E,Tübingen Hauptbahnhof,21,Bstg. E,2025-11-09 10:26,2025-11-09 10:26,2025-11-09 10:26,2025-11-09 10:26,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10517:0:1,Tübingen Blaue Brücke,22,,2025-11-09 10:27,2025-11-09 10:27,2025-11-09 10:27,2025-11-09 10:27,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10700:0:1,Tübingen Hegelstraße,23,,2025-11-09 10:30,2025-11-09 10:30,2025-11-09 10:30,2025-11-09 10:30,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10701:0:1,Tübingen Hauptbahnhof Süd,24,,2025-11-09 10:32,2025-11-09 10:32,2025-11-09 10:32,2025-11-09 10:32,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10702:0:1,Tübingen Moltkestraße,25,,2025-11-09 10:32,2025-11-09 10:32,2025-11-09 10:32,2025-11-09 10:32,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10703:0:1,Tübingen Windfeldstraße,26,,2025-11-09 10:33,2025-11-09 10:33,2025-11-09 10:33,2025-11-09 10:33,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10704:0:1,Tübingen Heinlenstraße,27,,2025-11-09 10:34,2025-11-09 10:34,2025-11-09 10:34,2025-11-09 10:34,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10705:0:2,Tübingen Feuerhägle,28,ERSATZ FR Gartenstadt,2025-11-09 10:35,2025-11-09 10:35,2025-11-09 10:35,2025-11-09 10:35,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10717:0:1,Tübingen Mühlenviertel,29,,2025-11-09 10:37,2025-11-09 10:37,2025-11-09 10:37,2025-11-09 10:37,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:12101:1:1,Tübingen Derendingen Bhf,30,,2025-11-09 10:38,2025-11-09 10:38,2025-11-09 10:38,2025-11-09 10:38,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10709:0:1,Tübingen Marienstraße,31,,2025-11-09 10:38,2025-11-09 10:38,2025-11-09 10:38,2025-11-09 10:38,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10711:0:4,Tübingen Danziger Straße,32,,2025-11-09 10:39,2025-11-09 10:39,2025-11-09 10:39,2025-11-09 10:39,0.0,0.0,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10708:0:4,Tübingen Derend. Käppele,33,,2025-11-09 10:40,2025-11-09 10:40,,,0.0,,tub:09005::H:j25:924,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10260:0:4,Tübingen WHO Ulmenweg,1,,,,2025-11-09 10:14,2025-11-09 10:14,,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10211:0:4,Tübingen WHO Pappelweg,2,,2025-11-09 10:14,2025-11-09 10:14,2025-11-09 10:14,2025-11-09 10:14,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10212:0:4,Tübingen WHO Erlenweg,3,,2025-11-09 10:15,2025-11-09 10:15,2025-11-09 10:15,2025-11-09 10:15,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10213:0:4,Tübingen WHO Ahornweg,4,,2025-11-09 10:17,2025-11-09 10:17,2025-11-09 10:17,2025-11-09 10:17,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10242:0:4,Tübingen Winkelwiese,5,,2025-11-09 10:17,2025-11-09 10:17,2025-11-09 10:17,2025-11-09 10:17,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10241:0:4,Tübingen Niethammerstraße,6,,2025-11-09 10:18,2025-11-09 10:18,2025-11-09 10:18,2025-11-09 10:18,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10240:0:4,Tübingen Corrensstraße,7,,2025-11-09 10:19,2025-11-09 10:19,2025-11-09 10:19,2025-11-09 10:19,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10243:0:4,Tübingen Schönblick,8,,2025-11-09 10:20,2025-11-09 10:20,2025-11-09 10:20,2025-11-09 10:20,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10222:0:4,Tübingen Engelfriedshalde,9,,2025-11-09 10:21,2025-11-09 10:21,2025-11-09 10:21,2025-11-09 10:21,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10221:0:4,Tübingen Im Rotbad,10,,2025-11-09 10:21,2025-11-09 10:21,2025-11-09 10:21,2025-11-09 10:21,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10235:0:4,Tübingen Brunsstraße,11,,2025-11-09 10:22,2025-11-09 10:22,2025-11-09 10:22,2025-11-09 10:22,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10507:0:8,Tübingen Hölderlinstraße,12,,2025-11-09 10:24,2025-11-09 10:24,2025-11-09 10:24,2025-11-09 10:24,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10508:0:4,Tübingen Stadtgraben,13,,2025-11-09 10:25,2025-11-09 10:25,2025-11-09 10:25,2025-11-09 10:25,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10502:0:5,Tübingen Nonnenhaus,14,,2025-11-09 10:26,2025-11-09 10:26,2025-11-09 10:26,2025-11-09 10:26,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10501:0:4,Tübingen Neckarbrücke,15,,2025-11-09 10:28,2025-11-09 10:28,2025-11-09 10:28,2025-11-09 10:28,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:11000:14:J,Tübingen Hauptbahnhof,16,Bstg. J,2025-11-09 10:30,2025-11-09 10:30,2025-11-09 10:30,2025-11-09 10:30,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:11000:12:F,Tübingen Hauptbahnhof,17,Bstg. F,2025-11-09 10:32,2025-11-09 10:32,2025-11-09 10:32,2025-11-09 10:32,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10517:0:1,Tübingen Blaue Brücke,18,,2025-11-09 10:33,2025-11-09 10:33,2025-11-09 10:33,2025-11-09 10:33,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10800:0:1,Tübingen Landestheater,19,,2025-11-09 10:34,2025-11-09 10:34,2025-11-09 10:34,2025-11-09 10:34,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10810:0:1,Tübingen Sternplatz,20,,2025-11-09 10:35,2025-11-09 10:35,2025-11-09 10:35,2025-11-09 10:35,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10811:0:1,Tübingen Kiesäckerstraße,21,,2025-11-09 10:36,2025-11-09 10:36,2025-11-09 10:36,2025-11-09 10:36,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10812:0:1,Tübingen Königsberger Straße,22,Bstg. 1,2025-11-09 10:37,2025-11-09 10:37,2025-11-09 10:37,2025-11-09 10:37,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10813:0:1,Tübingen Stadtwerke,23,,2025-11-09 10:38,2025-11-09 10:38,2025-11-09 10:38,2025-11-09 10:38,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10808:0:1,Tübingen Aixer Straße,24,,2025-11-09 10:39,2025-11-09 10:39,2025-11-09 10:39,2025-11-09 10:39,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10814:0:1,Tübingen Görlitzer Weg,25,,2025-11-09 10:40,2025-11-09 10:40,2025-11-09 10:40,2025-11-09 10:40,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10817:0:1,Tübingen Tilsiter Weg,26,,2025-11-09 10:41,2025-11-09 10:41,2025-11-09 10:41,2025-11-09 10:41,0.0,0.0,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:10815:0:1,Tübingen Wennf. Garten,27,,2025-11-09 10:42,2025-11-09 10:42,,,0.0,,tub:09004::H:j25:534,2025-11-09,4,Tübingen Wennf. Garten
onward,de:08416:11000:15:N,Tübingen Hauptbahnhof,1,Bstg. N,,,2025-11-09 10:35,2025-11-09 10:35,,0.0,tub:80625::H:j25:143,2025-11-09,7625,Gomaringen ZOB
onward,de:08416:10517:0:1,Tübingen Blaue Brücke,2,,2025-11-09 10:36,2025-11-09 10:36,2025-11-09 10:36,2025-11-09 10:36,0.0,0.0,tub:80625::H:j25:143,2025-11-09,7625,Gomaringen ZOB
onward,de:08416:10800:0:1,Tübingen Landestheater,3,,2025-11-09 10:37,2025-11-09 10:37,2025-11-09 10:37,2025-11-09 10:37,0.0,0.0,tub:80625::H:j25:143,2025-11-09,7625,Gomaringen ZOB
onward,de:08416:10826:0:1,Tübingen Hügelschule,4,,2025-11-09 10:38,2025-11-09 10:38,2025-11-09 10:38,2025-11-09 10:38,0.0,0.0,tub:80625::H:j25:143,2025-11-09,7625,Gomaringen ZOB
onward,de:08416:10801:0:1,Tübingen Reutlinger Str.,5,,2025-11-09 10:39,2025-11-09 10:39,2025-11-09 10:39,2025-11-09 10:39,0.0,0.0,tub:80625::H:j25:143,2025-11-09,7625,Gomaringen ZOB
onward,de:08416:4404:0:1,Wankheim Helleräcker,6,,2025-11-09 10:45,2025-11-09 10:45,2025-11-09 10:45,2025-11-09 10:45,0.0,0.0,tub:80625::H:j25:143,2025-11-09,7625,Gomaringen ZOB
onward,de:08416:4010:0:2,Wankheim Siedlung,7,,2025-11-09 10:46,2025-11-09 10:46,2025-11-09 10:46,2025-11-09 10:46,0.0,0.0,tub:80625::H:j25:143,2025-11-09,7625,Gomaringen ZOB
onward,de:08416:4402:0:2,Wankheim Walbenstraße,8,,2025-11-09 10:47,2025-11-09 10:47,2025-11-09 10:47,2025-11-09 10:47,0.0,0.0,tub:80625::H:j25:143,2025-11-09,7625,Gomaringen ZOB
onward,de:08416:4403:0:1,Wankheim Pfarrhaus,9,,2025-11-09 10:48,2025-11-09 10:48,2025-11-09 10:48,2025-11-09 10:48,0.0,0.0,tub:80625::H:j25:143,2025-11-09,7625,Gomaringen ZOB
onward,de:08416:4005:0:1,Mähringen Ortsmitte,10,,2025-11-09 10:52,2025-11-09 10:52,2025-11-09 10:52,2025-11-09 10:52,0.0,0.0,tub:80625::H:j25:143,2025-11-09,7625,Gomaringen ZOB
onward,de:08416:4405:0:1,Mähringen Bahnhofstraße,11,,2025-11-09 10:54,2025-11-09 10:54,2025-11-09 10:54,2025-11-09 10:54,0.0,0.0,tub:80625::H:j25:143,2025-11-09,7625,Gomaringen ZOB
onward,de:08416:4008:0:1,Immenhausen Ochsen,12,,2025-11-09 10:57,2025-11-09 10:57,2025-11-09 10:57,2025-11-09 10:57,0.0,0.0,tub:80625::H:j25:143,2025-11-09,7625,Gomaringen ZOB
onward,de:08416:4407:0:1,Stockach,13,,2025-11-09 10:59,2025-11-09 10:59,2025-11-09 10:59,2025-11-09 10:59,0.0,0.0,tub:80625::H:j25:143,2025-11-09,7625,Gomaringen ZOB
onward,de:08416:4421:0:1,Gomaringen Hinterweiler Str.,14,,2025-11-09 11:02,2025-11-09 11:02,2025-11-09 11:02,2025-11-09 11:02,0.0,0.0,tub:80625::H:j25:143,2025-11-09,7625,Gomaringen ZOB
onward,de:08416:4409:0:1,Gomaringen Ziegelgrubenstr.,15,,2025-11-09 11:03,2025-11-09 11:03,2025-11-09 11:03,2025-11-09 11:03,0.0,0.0,tub:80625::H:j25:143,2025-11-09,7625,Gomaringen ZOB
onward,de:08416:4410:0:1,Gomaringen ZOB,16,Bstg. 1,2025-11-09 11:05,2025-11-09 11:05,2025-11-09 11:05,2025-11-09 11:05,0.0,0.0,tub:80625::H:j25:143,2025-11-09,7625,Gomaringen ZOB
onward,de:08416:4419:0:0,Gomaringen Lindenstr.,17,,2025-11-09 11:06,2025-11-09 11:06,2025-11-09 11:06,2025-11-09 11:06,0.0,0.0,tub:80625::H:j25:143,2025-11-09,7625,Gomaringen ZOB
onward,de:08416:4411:0:2,Gomaringen Friedhof,18,,2025-11-09 11:07,2025-11-09 11:07,2025-11-09 11:07,2025-11-09 11:07,0.0,0.0,tub:80625::H:j25:143,2025-11-09,7625,Gomaringen ZOB
