phase,stop_point_ref,stop_name,stop_sequence,platform,arrival_planned,arrival_estimated,departure_planned,departure_estimated,arrival_delay_minutes,departure_delay_minutes,journey_ref,operating_day_ref,line_name,destination
onward,de:08416:11000:14:H,Tübingen Hauptbahnhof,1,Bstg. H,,,2025-11-09 09:35,2025-11-09 09:35,,0.0,tub:09006::H:j25:266,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10044:0:1,Tübingen Neckarhalde,2,,2025-11-09 09:37,2025-11-09 09:37,2025-11-09 09:37,2025-11-09 09:37,0.0,0.0,tub:09006::H:j25:266,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10045:0:1,Tübingen Biesingerstraße,3,,2025-11-09 09:38,2025-11-09 09:38,2025-11-09 09:38,2025-11-09 09:38,0.0,0.0,tub:09006::H:j25:266,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10046:0:1,Tübingen Ernst-Bloch-Straße,4,,2025-11-09 09:38,2025-11-09 09:38,2025-11-09 09:38,2025-11-09 09:38,0.0,0.0,tub:09006::H:j25:266,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10047:0:1,Tübingen Hennentalweg,5,,2025-11-09 09:40,2025-11-09 09:40,2025-11-09 09:40,,0.0,,tub:09006::H:j25:266,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10016:0:4,Tübingen Rappenberg,6,,2025-11-09 09:40,,2025-11-09 09:40,,,,tub:09006::H:j25:266,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,7,,2025-11-09 09:41,,,,,,tub:09006::H:j25:266,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10047:0:1,Tübingen Hennentalweg,1,,,,2025-11-09 09:40,2025-11-09 09:40,,0.0,tub:09006::R:j25:78,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10016:0:4,Tübingen Rappenberg,2,,2025-11-09 09:40,2025-11-09 09:40,2025-11-09 09:40,2025-11-09 09:40,0.0,0.0,tub:09006::R:j25:78,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,3,,2025-11-09 09:41,2025-11-09 09:41,2025-11-09 09:41,2025-11-09 09:41,0.0,0.0,tub:09006::R:j25:78,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10046:0:4,Tübingen Ernst-Bloch-Straße,4,,2025-11-09 09:42,2025-11-09 09:42,2025-11-09 09:42,2025-11-09 09:42,0.0,0.0,tub:09006::R:j25:78,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10045:0:4,Tübingen Biesingerstraße,5,,2025-11-09 09:43,2025-11-09 09:43,2025-11-09 09:43,2025-11-09 09:43,0.0,0.0,tub:09006::R:j25:78,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10044:0:4,Tübingen Neckarhalde,6,,2025-11-09 09:43,2025-11-09 09:43,2025-11-09 09:43,2025-11-09 09:43,0.0,0.0,tub:09006::R:j25:78,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:11000:15:N,Tübingen Hauptbahnhof,7,Bstg. N,2025-11-09 09:47,2025-11-09 09:47,,,0.0,,tub:09006::R:j25:78,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:11000:14:H,Tübingen Hauptbahnhof,1,Bstg. H,,,2025-11-09 10:05,2025-11-09 10:05,,0.0,tub:09006::H:j25:267,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10044:0:1,Tübingen Neckarhalde,2,,2025-11-09 10:07,2025-11-09 10:07,2025-11-09 10:07,2025-11-09 10:07,0.0,0.0,tub:09006::H:j25:267,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10045:0:1,Tübingen Biesingerstraße,3,,2025-11-09 10:08,2025-11-09 10:08,2025-11-09 10:08,2025-11-09 10:08,0.0,0.0,tub:09006::H:j25:267,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10046:0:1,Tübingen Ernst-Bloch-Straße,4,,2025-11-09 10:08,2025-11-09 10:08,2025-11-09 10:08,2025-11-09 10:08,0.0,0.0,tub:09006::H:j25:267,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10047:0:1,Tübingen Hennentalweg,5,,2025-11-09 10:10,2025-11-09 10:10,2025-11-09 10:10,,0.0,,tub:09006::H:j25:267,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10016:0:4,Tübingen Rappenberg,6,,2025-11-09 10:10,,2025-11-09 10:10,,,,tub:09006::H:j25:267,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,7,,2025-11-09 10:11,,,,,,tub:09006::H:j25:267,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10047:0:1,Tübingen Hennentalweg,1,,,,2025-11-09 10:10,2025-11-09 10:10,,0.0,tub:09006::R:j25:79,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10016:0:4,Tübingen Rappenberg,2,,2025-11-09 10:10,2025-11-09 10:10,2025-11-09 10:10,2025-11-09 10:10,0.0,0.0,tub:09006::R:j25:79,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,3,,2025-11-09 10:11,2025-11-09 10:11,2025-11-09 10:11,2025-11-09 10:11,0.0,0.0,tub:09006::R:j25:79,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10046:0:4,Tübingen Ernst-Bloch-Straße,4,,2025-11-09 10:12,2025-11-09 10:12,2025-11-09 10:12,2025-11-09 10:12,0.0,0.0,tub:09006::R:j25:79,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10045:0:4,Tübingen Biesingerstraße,5,,2025-11-09 10:13,2025-11-09 10:13,2025-11-09 10:13,2025-11-09 10:13,0.0,0.0,tub:09006::R:j25:79,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10044:0:4,Tübingen Neckarhalde,6,,2025-11-09 10:13,2025-11-09 10:13,2025-11-09 10:13,2025-11-09 10:13,0.0,0.0,tub:09006::R:j25:79,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:11000:15:N,Tübingen Hauptbahnhof,7,Bstg. N,2025-11-09 10:17,2025-11-09 10:17,,,0.0,,tub:09006::R:j25:79,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:11000:14:H,Tübingen Hauptbahnhof,1,Bstg. H,,,2025-11-09 10:35,2025-11-09 10:35,,0.0,tub:09006::H:j25:268,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10044:0:1,Tübingen Neckarhalde,2,,2025-11-09 10:37,2025-11-09 10:37,2025-11-09 10:37,2025-11-09 10:37,0.0,0.0,tub:09006::H:j25:268,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10045:0:1,Tübingen Biesingerstraße,3,,2025-11-09 10:38,2025-11-09 10:38,2025-11-09 10:38,2025-11-09 10:38,0.0,0.0,tub:09006::H:j25:268,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10046:0:1,Tübingen Ernst-Bloch-Straße,4,,2025-11-09 10:38,2025-11-09 10:38,2025-11-09 10:38,2025-11-09 10:38,0.0,0.0,tub:09006::H:j25:268,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10047:0:1,Tübingen Hennentalweg,5,,2025-11-09 10:40,2025-11-09 10:40,2025-11-09 10:40,,0.0,,tub:09006::H:j25:268,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10016:0:4,Tübingen Rappenberg,6,,2025-11-09 10:40,,2025-11-09 10:40,,,,tub:09006::H:j25:268,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,7,,2025-11-09 10:41,,,,,,tub:09006::H:j25:268,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10047:0:1,Tübingen Hennentalweg,1,,,,2025-11-09 10:40,2025-11-09 10:40,,0.0,tub:09006::R:j25:80,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10016:0:4,Tübingen Rappenberg,2,,2025-11-09 10:40,2025-11-09 10:40,2025-11-09 10:40,2025-11-09 10:40,0.0,0.0,tub:09006::R:j25:80,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,3,,2025-11-09 10:41,2025-11-09 10:41,2025-11-09 10:41,2025-11-09 10:41,0.0,0.0,tub:09006::R:j25:80,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10046:0:4,Tübingen Ernst-Bloch-Straße,4,,2025-11-09 10:42,2025-11-09 10:42,2025-11-09 10:42,2025-11-09 10:42,0.0,0.0,tub:09006::R:j25:80,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10045:0:4,Tübingen Biesingerstraße,5,,2025-11-09 10:43,2025-11-09 10:43,2025-11-09 10:43,2025-11-09 10:43,0.0,0.0,tub:09006::R:j25:80,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10044:0:4,Tübingen Neckarhalde,6,,2025-11-09 10:43,2025-11-09 10:43,2025-11-09 10:43,2025-11-09 10:43,0.0,0.0,tub:09006::R:j25:80,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:11000:15:N,Tübingen Hauptbahnhof,7,Bstg. N,2025-11-09 10:47,2025-11-09 10:47,,,0.0,,tub:09006::R:j25:80,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:11000:14:H,Tübingen Hauptbahnhof,1,Bstg. H,,,2025-11-09 11:05,2025-11-09 11:05,,0.0,tub:09006::H:j25:269,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10044:0:1,Tübingen Neckarhalde,2,,2025-11-09 11:07,2025-11-09 11:07,2025-11-09 11:07,2025-11-09 11:07,0.0,0.0,tub:09006::H:j25:269,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10045:0:1,Tübingen Biesingerstraße,3,,2025-11-09 11:08,2025-11-09 11:08,2025-11-09 11:08,2025-11-09 11:08,0.0,0.0,tub:09006::H:j25:269,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10046:0:1,Tübingen Ernst-Bloch-Straße,4,,2025-11-09 11:08,2025-11-09 11:08,2025-11-09 11:08,2025-11-09 11:08,0.0,0.0,tub:09006::H:j25:269,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10047:0:1,Tübingen Hennentalweg,5,,2025-11-09 11:10,2025-11-09 11:10,2025-11-09 11:10,,0.0,,tub:09006::H:j25:269,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10016:0:4,Tübingen Rappenberg,6,,2025-11-09 11:10,,2025-11-09 11:10,,,,tub:09006::H:j25:269,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,7,,2025-11-09 11:11,,,,,,tub:09006::H:j25:269,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10047:0:1,Tübingen Hennentalweg,1,,,,2025-11-09 11:10,2025-11-09 11:10,,0.0,tub:09006::R:j25:81,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10016:0:4,Tübingen Rappenberg,2,,2025-11-09 11:10,2025-11-09 11:10,2025-11-09 11:10,2025-11-09 11:10,0.0,0.0,tub:09006::R:j25:81,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,3,,2025-11-09 11:11,2025-11-09 11:11,2025-11-09 11:11,2025-11-09 11:11,0.0,0.0,tub:09006::R:j25:81,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10046:0:4,Tübingen Ernst-Bloch-Straße,4,,2025-11-09 11:12,2025-11-09 11:12,2025-11-09 11:12,2025-11-09 11:12,0.0,0.0,tub:09006::R:j25:81,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10045:0:4,Tübingen Biesingerstraße,5,,2025-11-09 11:13,2025-11-09 11:13,2025-11-09 11:13,2025-11-09 11:13,0.0,0.0,tub:09006::R:j25:81,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10044:0:4,Tübingen Neckarhalde,6,,2025-11-09 11:13,2025-11-09 11:13,2025-11-09 11:13,2025-11-09 11:13,0.0,0.0,tub:09006::R:j25:81,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:11000:15:N,Tübingen Hauptbahnhof,7,Bstg. N,2025-11-09 11:17,2025-11-09 11:17,,,0.0,,tub:09006::R:j25:81,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:11000:14:H,Tübingen Hauptbahnhof,1,Bstg. H,,,2025-11-09 11:35,2025-11-09 11:35,,0.0,tub:09006::H:j25:270,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10044:0:1,Tübingen Neckarhalde,2,,2025-11-09 11:37,2025-11-09 11:37,2025-11-09 11:37,2025-11-09 11:37,0.0,0.0,tub:09006::H:j25:270,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10045:0:1,Tübingen Biesingerstraße,3,,2025-11-09 11:38,2025-11-09 11:38,2025-11-09 11:38,2025-11-09 11:38,0.0,0.0,tub:09006::H:j25:270,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10046:0:1,Tübingen Ernst-Bloch-Straße,4,,2025-11-09 11:38,2025-11-09 11:38,2025-11-09 11:38,2025-11-09 11:38,0.0,0.0,tub:09006::H:j25:270,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10047:0:1,Tübingen Hennentalweg,5,,2025-11-09 11:40,2025-11-09 11:40,2025-11-09 11:40,2025-11-09 11:40,0.0,0.0,tub:09006::H:j25:270,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10016:0:4,Tübingen Rappenberg,6,,2025-11-09 11:40,2025-11-09 11:40,2025-11-09 11:40,2025-11-09 11:40,0.0,0.0,tub:09006::H:j25:270,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,7,,2025-11-09 11:41,2025-11-09 11:41,,,0.0,,tub:09006::H:j25:270,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10047:0:1,Tübingen Hennentalweg,1,,,,2025-11-09 11:40,2025-11-09 11:40,,0.0,tub:09006::R:j25:82,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10016:0:4,Tübingen Rappenberg,2,,2025-11-09 11:40,2025-11-09 11:40,2025-11-09 11:40,2025-11-09 11:40,0.0,0.0,tub:09006::R:j25:82,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,3,,2025-11-09 11:41,2025-11-09 11:41,2025-11-09 11:41,2025-11-09 11:41,0.0,0.0,tub:09006::R:j25:82,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10046:0:4,Tübingen Ernst-Bloch-Straße,4,,2025-11-09 11:42,2025-11-09 11:42,2025-11-09 11:42,2025-11-09 11:42,0.0,0.0,tub:09006::R:j25:82,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10045:0:4,Tübingen Biesingerstraße,5,,2025-11-09 11:43,2025-11-09 11:43,2025-11-09 11:43,2025-11-09 11:43,0.0,0.0,tub:09006::R:j25:82,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10044:0:4,Tübingen Neckarhalde,6,,2025-11-09 11:43,2025-11-09 11:43,2025-11-09 11:43,2025-11-09 11:43,0.0,0.0,tub:09006::R:j25:82,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:11000:15:N,Tübingen Hauptbahnhof,7,Bstg. N,2025-11-09 11:47,2025-11-09 11:47,,,0.0,,tub:09006::R:j25:82,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:11000:14:H,Tübingen Hauptbahnhof,1,Bstg. H,,,2025-11-09 12:05,2025-11-09 12:05,,0.0,tub:09006::H:j25:271,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10044:0:1,Tübingen Neckarhalde,2,,2025-11-09 12:07,2025-11-09 12:07,2025-11-09 12:07,2025-11-09 12:07,0.0,0.0,tub:09006::H:j25:271,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10045:0:1,Tübingen Biesingerstraße,3,,2025-11-09 12:08,2025-11-09 12:08,2025-11-09 12:08,2025-11-09 12:08,0.0,0.0,tub:09006::H:j25:271,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10046:0:1,Tübingen Ernst-Bloch-Straße,4,,2025-11-09 12:08,2025-11-09 12:08,2025-11-09 12:08,2025-11-09 12:08,0.0,0.0,tub:09006::H:j25:271,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10047:0:1,Tübingen Hennentalweg,5,,2025-11-09 12:10,2025-11-09 12:10,2025-11-09 12:10,2025-11-09 12:10,0.0,0.0,tub:09006::H:j25:271,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10016:0:4,Tübingen Rappenberg,6,,2025-11-09 12:10,2025-11-09 12:10,2025-11-09 12:10,2025-11-09 12:10,0.0,0.0,tub:09006::H:j25:271,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,7,,2025-11-09 12:11,2025-11-09 12:11,,,0.0,,tub:09006::H:j25:271,2025-11-09,6,Tübingen Hirschauer Straße
onward,de:08416:10047:0:1,Tübingen Hennentalweg,1,,,,2025-11-09 12:10,2025-11-09 12:10,,0.0,tub:09006::R:j25:83,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10016:0:4,Tübingen Rappenberg,2,,2025-11-09 12:10,2025-11-09 12:10,2025-11-09 12:10,2025-11-09 12:10,0.0,0.0,tub:09006::R:j25:83,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10048:0:4,Tübingen Hirschauer Straße,3,,2025-11-09 12:11,2025-11-09 12:11,2025-11-09 12:11,2025-11-09 12:11,0.0,0.0,tub:09006::R:j25:83,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10046:0:4,Tübingen Ernst-Bloch-Straße,4,,2025-11-09 12:12,2025-11-09 12:12,2025-11-09 12:12,2025-11-09 12:12,0.0,0.0,tub:09006::R:j25:83,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10045:0:4,Tübingen Biesingerstraße,5,,2025-11-09 12:13,2025-11-09 12:13,2025-11-09 12:13,2025-11-09 12:13,0.0,0.0,tub:09006::R:j25:83,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:10044:0:4,Tübingen Neckarhalde,6,,2025-11-09 12:13,2025-11-09 12:13,2025-11-09 12:13,2025-11-09 12:13,0.0,0.0,tub:09006::R:j25:83,2025-11-09,6,Tübingen Hauptbahnhof
onward,de:08416:11000:15:N,Tübingen Hauptbahnhof,7,Bstg. N,2025-11-09 12:17,2025-11-09 12:17,,,0.0,,tub:09006::R:j25:83,2025-11-09,6,Tübingen Hauptbahnhof
previous,de:08416:10213:0:1,Tübingen WHO Ahornweg,1,,,,2025-11-09 09:00,2025-11-09 09:02,,2.1,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
previous,de:08416:10212:0:1,Tübingen WHO Erlenweg,2,,2025-11-09 09:01,2025-11-09 09:02,2025-11-09 09:01,2025-11-09 09:03,1.9,2.0,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
previous,de:08416:10211:0:1,Tübingen WHO Pappelweg,3,,2025-11-09 09:01,2025-11-09 09:03,2025-11-09 09:01,2025-11-09 09:03,1.8,1.9,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
previous,de:08416:10260:0:1,Tübingen WHO Ulmenweg,4,,2025-11-09 09:03,2025-11-09 09:04,2025-11-09 09:03,2025-11-09 09:05,1.8,2.0,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
previous,de:08416:10209:0:4,Tübingen Horemer,5,,2025-11-09 09:04,2025-11-09 09:06,2025-11-09 09:04,2025-11-09 09:06,1.6,1.6,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
previous,de:08416:10208:0:4,Tübingen Haydnweg,6,,2025-11-09 09:05,2025-11-09 09:07,2025-11-09 09:05,2025-11-09 09:07,1.7,2.0,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
previous,de:08416:10207:0:4,Tübingen Wanne Kunsthalle,7,,2025-11-09 09:07,2025-11-09 09:08,2025-11-09 09:07,2025-11-09 09:09,1.6,2.2,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
previous,de:08416:10206:0:4,Tübingen Beethovenweg,8,,2025-11-09 09:08,2025-11-09 09:10,2025-11-09 09:08,2025-11-09 09:10,1.8,1.9,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
previous,de:08416:10205:0:4,Tübingen Botanischer Garten,9,,2025-11-09 09:09,2025-11-09 09:11,2025-11-09 09:09,2025-11-09 09:11,1.6,1.6,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
previous,de:08416:10124:1:6,Tübingen Auf der Morgenstelle,10,,2025-11-09 09:10,2025-11-09 09:12,2025-11-09 09:10,2025-11-09 09:12,1.5,1.5,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
previous,de:08416:10204:0:5,Tübingen BG Unfallklinik,11,,2025-11-09 09:12,2025-11-09 09:13,2025-11-09 09:12,2025-11-09 09:13,1.1,1.3,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
previous,de:08416:10203:0:4,Tübingen Uni-Kliniken Berg,12,,2025-11-09 09:12,2025-11-09 09:14,2025-11-09 09:12,2025-11-09 09:14,1.2,1.5,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
previous,de:08416:10202:0:4,Tübingen Frondsbergstraße,13,,2025-11-09 09:14,2025-11-09 09:15,2025-11-09 09:14,2025-11-09 09:16,1.3,1.6,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
previous,de:08416:10201:0:4,Tübingen Quenstedtstraße,14,,2025-11-09 09:15,2025-11-09 09:16,2025-11-09 09:15,2025-11-09 09:17,1.3,1.5,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
previous,de:08416:10200:0:4,Tübingen Uni-Kliniken Tal,15,,2025-11-09 09:17,2025-11-09 09:18,2025-11-09 09:17,2025-11-09 09:18,1.0,1.2,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
previous,de:08416:10507:0:8,Tübingen Hölderlinstraße,16,,2025-11-09 09:18,2025-11-09 09:19,2025-11-09 09:18,2025-11-09 09:19,0.8,1.1,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
previous,de:08416:10508:0:4,Tübingen Stadtgraben,17,,2025-11-09 09:19,2025-11-09 09:20,2025-11-09 09:19,2025-11-09 09:20,1.1,1.1,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
previous,de:08416:10502:0:5,Tübingen Nonnenhaus,18,,2025-11-09 09:20,2025-11-09 09:21,2025-11-09 09:20,2025-11-09 09:22,1.2,1.6,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
previous,de:08416:10501:0:4,Tübingen Neckarbrücke,19,,2025-11-09 09:21,2025-11-09 09:23,2025-11-09 09:21,2025-11-09 09:23,1.1,1.5,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
previous,de:08416:11000:14:J,Tübingen Hauptbahnhof,20,Bstg. J,2025-11-09 09:24,2025-11-09 09:24,2025-11-09 09:24,2025-11-09 09:24,0.6,0.9,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
previous,de:08416:11000:12:E,Tübingen Hauptbahnhof,21,Bstg. E,2025-11-09 09:26,2025-11-09 09:26,2025-11-09 09:26,2025-11-09 09:26,0.0,0.7,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10517:0:1,Tübingen Blaue Brücke,22,,2025-11-09 09:27,2025-11-09 09:27,2025-11-09 09:27,2025-11-09 09:27,0.2,0.2,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10700:0:1,Tübingen Hegelstraße,23,,2025-11-09 09:30,2025-11-09 09:30,2025-11-09 09:30,2025-11-09 09:30,0.0,0.0,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10701:0:1,Tübingen Hauptbahnhof Süd,24,,2025-11-09 09:32,2025-11-09 09:32,2025-11-09 09:32,2025-11-09 09:32,0.0,0.0,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10702:0:1,Tübingen Moltkestraße,25,,2025-11-09 09:32,2025-11-09 09:32,2025-11-09 09:32,2025-11-09 09:32,0.6,0.6,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10703:0:1,Tübingen Windfeldstraße,26,,2025-11-09 09:33,2025-11-09 09:34,2025-11-09 09:33,2025-11-09 09:34,0.6,0.6,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10704:0:1,Tübingen Heinlenstraße,27,,2025-11-09 09:34,2025-11-09 09:34,2025-11-09 09:34,2025-11-09 09:34,0.0,0.0,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10705:0:2,Tübingen Feuerhägle,28,ERSATZ FR Gartenstadt,2025-11-09 09:35,2025-11-09 09:35,2025-11-09 09:35,2025-11-09 09:35,0.0,0.0,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10717:0:1,Tübingen Mühlenviertel,29,,2025-11-09 09:37,2025-11-09 09:37,2025-11-09 09:37,2025-11-09 09:37,0.5,0.5,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:12101:1:1,Tübingen Derendingen Bhf,30,,2025-11-09 09:38,2025-11-09 09:38,2025-11-09 09:38,2025-11-09 09:38,0.5,0.5,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10709:0:1,Tübingen Marienstraße,31,,2025-11-09 09:38,2025-11-09 09:39,2025-11-09 09:38,2025-11-09 09:39,0.5,0.5,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10711:0:4,Tübingen Danziger Straße,32,,2025-11-09 09:39,2025-11-09 09:39,2025-11-09 09:39,2025-11-09 09:39,0.5,0.5,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
onward,de:08416:10708:0:4,Tübingen Derend. Käppele,33,,2025-11-09 09:40,2025-11-09 09:40,,,0.0,,tub:09005::H:j25:918,2025-11-09,5,Tübingen Derend. Käppele
previous,de:08416:10260:0:4,Tübingen WHO Ulmenweg,1,,,,2025-11-09 09:14,2025-11-09 09:14,,0.9,tub:09004::H:j25:530,2025-11-09,4,Tübingen Wennf. Garten
previous,de:08416:10211:0:4,Tübingen WHO Pappelweg,2,,2025-11-09 09:14,2025-11-09 09:15,2025-11-09 09:14,2025-11-09 09:15,0.8,1.0,tub:09004::H:j25:530,2025-11-09,4,Tübingen Wennf. Garten
previous,de:08416:10212:0:4,Tübingen WHO Erlenweg,3,,2025-11-09 09:15,2025-11-09 09:16,2025-11-09 09:15,2025-11-09 09:16,0.7,0.7,tub:09004::H:j25:530,2025-11-09,4,Tübingen Wennf. Garten
