stop_id,stop_point_ref,stop_name,planned_time,estimated_time,line_name,destination,platform,journey_ref,operating_day_ref,delay_minutes,latitude,longitude,weather_timestamp,temperature,precipitation_mm,wind_speed_ms,wind_direction_deg,cloud_cover,pressure_hpa,relative_humidity,condition,icon,weather_source_id,weather_station_name
de:08416:11000,de:08416:11000,Tübingen Hauptbahnhof,2025-11-11 21:45:00,,N42,Berlin ZOB [Fernbus],,bus:02N42::H:f5z:2,2025-11-11,,48.51624,9.05388,2025-11-11 20:30,8.3,0.0,8.3,140,0,1017.5,89,dry,clear-night,64012,Rottenburg-Kiebingen
de:08416:10044,de:08416:10044:0:1,Tübingen Neckarhalde,2025-11-11 21:07:12,2025-11-11 21:07:12,6,Tübingen Hirschauer Straße,,tub:09006::H:j25:219,2025-11-11,0.0,48.51764,9.04762,2025-11-11 20:30,8.3,0.0,8.3,140,0,1017.5,89,dry,clear-night,64012,Rottenburg-Kiebingen
de:08416:10044,de:08416:10044:0:1,Tübingen Neckarhalde,2025-11-11 21:37:12,2025-11-11 21:37:12,6,Tübingen Hirschauer Straße,,tub:09006::H:j25:220,2025-11-11,0.0,48.51764,9.04762,2025-11-11 20:30,8.3,0.0,8.3,140,0,1017.5,89,dry,clear-night,64012,Rottenburg-Kiebingen
de:08416:10044,de:08416:10044:0:4,Tübingen Neckarhalde,2025-11-11 21:13:54,2025-11-11 21:13:54,6,Tübingen Hauptbahnhof,,tub:09006::R:j25:31,2025-11-11,0.0,48.51764,9.04762,2025-11-11 20:30,8.3,0.0,8.3,140,0,1017.5,89,dry,clear-night,64012,Rottenburg-Kiebingen
de:08416:10044,de:08416:10044:0:4,Tübingen Neckarhalde,2025-11-11 21:43:54,2025-11-11 21:43:54,6,Tübingen Hauptbahnhof,,tub:09006::R:j25:32,2025-11-11,0.0,48.51764,9.04762,2025-11-11 20:30,8.3,0.0,8.3,140,0,1017.5,89,dry,clear-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000:3:3,Tübingen Hauptbahnhof,2025-11-11 21:00:00,2025-11-11 21:05:00,RE 6,Stuttgart Hauptbahnhof (oben),3,ddb:90T06:A:R:j25:75,2025-11-11,5.0,48.51624,9.05388,2025-11-11 20:30,8.3,0.0,8.3,140,0,1017.5,89,dry,clear-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000:3:2,Tübingen Hauptbahnhof,2025-11-11 21:00:00,2025-11-11 21:04:00,RE 6,Aulendorf Bahnhof,2 C-D,ddb:90T06:A:H:j25:25,2025-11-11,4.0,48.51624,9.05388,2025-11-11 20:30,8.3,0.0,8.3,140,0,1017.5,89,dry,clear-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000:3:2,Tübingen Hauptbahnhof,2025-11-11 21:03:00,2025-11-11 21:06:00,RB 6,Rottenburg Bahnhof,2 A-B,ddb:90T06::R:j25:105,2025-11-11,3.0,48.51624,9.05388,2025-11-11 20:30,8.3,0.0,8.3,140,0,1017.5,89,dry,clear-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000:3:2,Tübingen Hauptbahnhof,2025-11-11 21:33:00,2025-11-11 21:33:00,MEX18,Heilbronn Hauptbahnhof,2,ddb:90T18:S:R:j25:617,2025-11-11,0.0,48.51624,9.05388,2025-11-11 20:30,8.3,0.0,8.3,140,0,1017.5,89,dry,clear-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000:11:A,Tübingen Hauptbahnhof,2025-11-11 21:02:00,2025-11-11 21:02:00,2,Tübingen WHO Ulmenweg,Bstg. A,tub:09002::R:j25:63,2025-11-11,0.0,48.51624,9.05388,2025-11-11 20:30,8.3,0.0,8.3,140,0,1017.5,89,dry,clear-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000:11:A,Tübingen Hauptbahnhof,2025-11-11 21:16:00,2025-11-11 21:16:00,3,Tübingen WHO Ulmenweg,Bstg. A,tub:09003::R:j25:191,2025-11-11,0.0,48.51624,9.05388,2025-11-11 20:30,8.3,0.0,8.3,140,0,1017.5,89,dry,clear-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000:11:A,Tübingen Hauptbahnhof,2025-11-11 21:26:00,2025-11-11 21:26:00,4,Tübingen WHO Ulmenweg,Bstg. A,tub:09004::R:j25:96,2025-11-11,0.0,48.51624,9.05388,2025-11-11 20:30,8.3,0.0,8.3,140,0,1017.5,89,dry,clear-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000:11:A,Tübingen Hauptbahnhof,2025-11-11 21:32:00,2025-11-11 21:32:00,2,Tübingen WHO Ulmenweg,Bstg. A,tub:09002::R:j25:64,2025-11-11,0.0,48.51624,9.05388,2025-11-11 20:30,8.3,0.0,8.3,140,0,1017.5,89,dry,clear-night,64012,Rottenburg-Kiebingen
de:08416:11000,de:08416:11000:11:A,Tübingen Hauptbahnhof,2025-11-11 21:46:00,2025-11-11 21:46:00,3,Tübingen WHO Ulmenweg,Bstg. A,tub:09003::R:j25:193,2025-11-11,0.0,48.51624,9.05388,2025-11-11 20:30,8.3,0.0,8.3,140,0,1017.5,89,dry,clear-night,64012,Rottenburg-Kiebingen
