source,target,segment_count,journey_count,avg_delay_delta,avg_arrival_delay_next,avg_arrival_delay_current,weight,avg_delay_delta_positive
de:08416:10235:0:4,de:08416:10507:0:8,9,9,-0.122,0.167,0.289,-0.122,0.0
de:08416:11000:14:J,de:08416:11000:12:E,10,10,-0.06,0.0,0.06,-0.06,0.0
de:08416:11000:12:E,de:08416:10517:0:1,10,10,0.02,0.02,0.0,0.02,0.02
de:08416:10517:0:1,de:08416:10901:0:1,4,4,0.0,0.0,0.0,0.0,0.0
de:08416:10901:0:1,de:08416:10920:0:1,4,4,0.0,0.0,0.0,0.0,0.0
de:08416:10920:0:1,de:08416:10921:0:2,4,4,0.0,0.0,0.0,0.0,0.0
de:08416:10921:0:2,de:08416:10729:0:1,4,4,0.0,0.0,0.0,0.0,0.0
de:08416:10729:0:1,de:08416:10704:0:1,4,4,0.0,0.0,0.0,0.0,0.0
de:08416:10704:0:1,de:08416:10705:0:2,10,10,0.0,0.0,0.0,0.0,0.0
de:08416:10705:0:2,de:08416:10706:0:1,4,4,0.0,0.0,0.0,0.0,0.0
de:08416:10706:0:1,de:08416:10722:0:1,4,4,0.0,0.0,0.0,0.0,0.0
de:08416:10722:0:1,de:08416:10723:0:4,4,4,0.0,0.0,0.0,0.0,0.0
de:08416:10213:0:4,de:08416:10242:0:4,6,6,0.117,0.367,0.25,0.117,0.117
de:08416:10242:0:4,de:08416:10241:0:4,5,5,-0.02,0.2,0.22,-0.02,0.0
de:08416:10241:0:4,de:08416:10240:0:4,5,5,0.0,0.2,0.2,0.0,0.0
de:08416:10240:0:4,de:08416:10243:0:4,5,5,0.0,0.2,0.2,0.0,0.0
de:08416:10243:0:4,de:08416:10222:0:4,5,5,0.04,0.24,0.2,0.04,0.04
de:08416:11000:14:J,de:08416:11000:12:F,5,5,0.0,0.0,0.0,0.0,0.0
de:08416:11000:12:F,de:08416:10517:0:1,5,5,0.0,0.0,0.0,0.0,0.0
de:08416:10517:0:1,de:08416:10800:0:1,11,11,0.0,0.0,0.0,0.0,0.0
de:08416:10800:0:1,de:08416:10810:0:1,5,5,0.0,0.0,0.0,0.0,0.0
de:08416:10810:0:1,de:08416:10811:0:1,5,5,0.0,0.0,0.0,0.0,0.0
de:08416:10811:0:1,de:08416:10812:0:1,5,5,0.0,0.0,0.0,0.0,0.0
de:08416:10812:0:1,de:08416:10813:0:1,5,5,0.0,0.0,0.0,0.0,0.0
de:08416:10813:0:1,de:08416:10808:0:1,5,5,0.12,0.12,0.0,0.12,0.12
de:08416:10808:0:1,de:08416:10814:0:1,5,5,-0.12,0.0,0.12,-0.12,0.0
de:08416:10814:0:1,de:08416:10817:0:1,5,5,0.0,0.0,0.0,0.0,0.0
de:08416:10817:0:1,de:08416:10815:0:1,5,5,0.0,0.0,0.0,0.0,0.0
de:08416:10815:0:4,de:08416:10817:0:4,1,1,,0.0,,0.0,
de:08416:10817:0:4,de:08416:10814:0:4,1,1,0.7,0.7,0.0,0.7,0.7
de:08416:10814:0:4,de:08416:10808:0:4,1,1,-0.5,0.2,0.7,-0.5,0.0
de:08416:10808:0:4,de:08416:10813:0:4,1,1,1.3,1.5,0.2,1.3,1.3
de:08416:10813:0:4,de:08416:10812:0:4,1,1,0.3,1.8,1.5,0.3,0.3
de:08416:10812:0:4,de:08416:10811:0:4,1,1,0.3,2.1,1.8,0.3,0.3
de:08416:10811:0:4,de:08416:10810:0:4,1,1,0.1,2.2,2.1,0.1,0.1
de:08416:10810:0:4,de:08416:10800:0:4,1,1,0.9,3.1,2.2,0.9,0.9
de:08416:10800:0:4,de:08416:10518:0:4,1,1,0.1,3.2,3.1,0.1,0.1
de:08416:10518:0:4,de:08416:11000:14:J,8,8,0.025,0.425,0.4,0.025,0.025
de:08416:11000:14:J,de:08416:11000:11:A,1,1,-0.6,2.1,2.7,-0.6,0.0
de:08416:10503:0:3,de:08416:10235:0:1,1,1,-0.1,0.5,0.6,-0.1,0.0
de:08416:10235:0:1,de:08416:10220:0:1,1,1,0.0,0.5,0.5,0.0,0.0
de:08416:10220:0:1,de:08416:10221:0:1,1,1,-0.5,0.0,0.5,-0.5,0.0
de:08416:10221:0:1,de:08416:10222:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10222:0:1,de:08416:10243:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10243:0:1,de:08416:10240:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10240:0:1,de:08416:10241:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10241:0:1,de:08416:10242:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10242:0:1,de:08416:10213:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10260:0:1,de:08416:10209:0:4,6,6,-0.033,0.267,0.3,-0.033,0.0
de:08416:10209:0:4,de:08416:10208:0:4,6,6,0.017,0.283,0.267,0.017,0.017
de:08416:10208:0:4,de:08416:10207:0:4,6,6,-0.017,0.267,0.283,-0.017,0.0
de:08416:10207:0:4,de:08416:10206:0:4,6,6,0.033,0.3,0.267,0.033,0.033
de:08416:10206:0:4,de:08416:10205:0:4,6,6,-0.033,0.267,0.3,-0.033,0.0
de:08416:10205:0:4,de:08416:10124:1:6,6,6,-0.017,0.25,0.267,-0.017,0.0
de:08416:10124:1:6,de:08416:10204:0:5,6,6,-0.067,0.183,0.25,-0.067,0.0
de:08416:10204:0:5,de:08416:10203:0:4,6,6,0.017,0.2,0.183,0.017,0.017
de:08416:10203:0:4,de:08416:10202:0:4,6,6,0.017,0.217,0.2,0.017,0.017
de:08416:10202:0:4,de:08416:10201:0:4,6,6,0.0,0.217,0.217,0.0,0.0
de:08416:10201:0:4,de:08416:10200:0:4,6,6,-0.05,0.167,0.217,-0.05,0.0
de:08416:10200:0:4,de:08416:10507:0:8,6,6,-0.033,0.133,0.167,-0.033,0.0
de:08416:10517:0:1,de:08416:10700:0:1,6,6,-0.033,0.0,0.033,-0.033,0.0
de:08416:10700:0:1,de:08416:10701:0:1,6,6,0.0,0.0,0.0,0.0,0.0
de:08416:10701:0:1,de:08416:10702:0:1,6,6,0.1,0.1,0.0,0.1,0.1
de:08416:10702:0:1,de:08416:10703:0:1,6,6,0.0,0.1,0.1,0.0,0.0
de:08416:10703:0:1,de:08416:10704:0:1,6,6,-0.1,0.0,0.1,-0.1,0.0
de:08416:10705:0:2,de:08416:10717:0:1,6,6,0.083,0.083,0.0,0.083,0.083
de:08416:10717:0:1,de:08416:12101:1:1,6,6,0.0,0.083,0.083,0.0,0.0
de:08416:12101:1:1,de:08416:10709:0:1,6,6,0.0,0.083,0.083,0.0,0.0
de:08416:10709:0:1,de:08416:10711:0:4,13,13,0.0,0.062,0.083,0.0,0.0
de:08416:10711:0:4,de:08416:10708:0:4,13,13,-0.062,0.0,0.062,-0.062,0.0
de:08416:10708:0:4,de:08416:12101:1:4,7,7,0.0,0.0,0.0,0.0,0.0
de:08416:12101:1:4,de:08416:10717:0:4,7,7,0.0,0.0,0.0,0.0,0.0
de:08416:10717:0:4,de:08416:10713:0:1,7,7,0.014,0.014,0.0,0.014,0.014
de:08416:10713:0:1,de:08416:10704:0:4,7,7,-0.014,0.0,0.014,-0.014,0.0
de:08416:10704:0:4,de:08416:10703:0:4,7,7,0.0,0.0,0.0,0.0,0.0
de:08416:10703:0:4,de:08416:10702:0:4,7,7,0.0,0.0,0.0,0.0,0.0
de:08416:10702:0:4,de:08416:10701:0:4,7,7,0.0,0.0,0.0,0.0,0.0
de:08416:10701:0:4,de:08416:10700:0:4,7,7,0.0,0.0,0.0,0.0,0.0
de:08416:10700:0:4,de:08416:10518:0:4,7,7,0.0,0.0,0.0,0.0,0.0
de:08416:11000:14:J,de:08416:11000:11:B,7,7,-0.1,0.0,0.1,-0.1,0.0
de:08416:11000:11:B,de:08416:10501:0:3,7,7,0.0,0.0,0.0,0.0,0.0
de:08416:10520:0:3,de:08416:10509:0:1,7,7,0.0,0.0,0.0,0.0,0.0
de:08416:10509:0:1,de:08416:10200:0:1,7,7,0.0,0.0,0.0,0.0,0.0
de:08416:10200:0:1,de:08416:10201:0:1,7,7,0.0,0.0,0.0,0.0,0.0
de:08416:10201:0:1,de:08416:10202:0:1,7,7,0.0,0.0,0.0,0.0,0.0
de:08416:10202:0:1,de:08416:10203:0:1,7,7,0.0,0.0,0.0,0.0,0.0
de:08416:10203:0:1,de:08416:10204:0:3,7,7,0.0,0.0,0.0,0.0,0.0
de:08416:10204:0:3,de:08416:10124:2:1,7,7,0.0,0.0,0.0,0.0,0.0
de:08416:10124:2:1,de:08416:10205:0:1,7,7,0.0,0.0,0.0,0.0,0.0
de:08416:10205:0:1,de:08416:10206:0:1,7,7,0.0,0.0,0.0,0.0,0.0
de:08416:10206:0:1,de:08416:10207:0:1,7,7,0.0,0.0,0.0,0.0,0.0
de:08416:10207:0:1,de:08416:10208:0:1,7,7,0.0,0.0,0.0,0.0,0.0
de:08416:10208:0:1,de:08416:10209:0:1,7,7,0.0,0.0,0.0,0.0,0.0
de:08416:10209:0:1,de:08416:10234:0:1,7,7,0.0,0.0,0.0,0.0,0.0
de:08416:10234:0:1,de:08416:10260:0:4,7,7,0.0,0.0,0.0,0.0,0.0
de:08416:11000:14:H,de:08416:10044:0:1,6,6,,0.0,,0.0,
de:08416:10044:0:1,de:08416:10045:0:1,6,6,0.0,0.0,0.0,0.0,0.0
de:08416:10045:0:1,de:08416:10046:0:1,6,6,0.0,0.0,0.0,0.0,0.0
de:08416:10046:0:1,de:08416:10047:0:1,6,6,0.0,0.0,0.0,0.0,0.0
de:08416:10047:0:1,de:08416:10016:0:4,12,12,0.0,0.0,0.0,0.0,0.0
de:08416:10016:0:4,de:08416:10048:0:4,12,12,0.0,0.0,0.0,0.0,0.0
de:08416:10252:0:4,de:08416:10254:0:4,1,1,,2.0,,2.0,
de:08416:10254:0:4,de:08416:10255:0:4,1,1,-0.5,1.5,2.0,-0.5,0.0
de:08416:10255:0:4,de:08416:10256:0:4,1,1,-0.3,1.2,1.5,-0.3,0.0
de:08416:10256:0:4,de:08416:10213:0:4,1,1,-0.3,0.9,1.2,-0.3,0.0
de:08416:10242:0:4,de:08416:10248:0:4,1,1,-0.1,1.0,1.1,-0.1,0.0
de:08416:10248:0:4,de:08416:10247:0:4,1,1,-0.3,0.7,1.0,-0.3,0.0
de:08416:10247:0:4,de:08416:10245:0:4,1,1,-0.2,0.5,0.7,-0.2,0.0
de:08416:10245:0:4,de:08416:10244:0:4,1,1,-0.3,0.2,0.5,-0.3,0.0
de:08416:10244:0:4,de:08416:10506:0:4,1,1,-0.2,0.0,0.2,-0.2,0.0
de:08416:10048:0:4,de:08416:10046:0:4,6,6,0.0,0.0,0.0,0.0,0.0
de:08416:10046:0:4,de:08416:10045:0:4,6,6,0.0,0.0,0.0,0.0,0.0
de:08416:10045:0:4,de:08416:10044:0:4,6,6,0.0,0.0,0.0,0.0,0.0
de:08416:10044:0:4,de:08416:11000:15:N,6,6,0.0,0.0,0.0,0.0,0.0
de:08416:11000:13:K,de:08416:10501:0:2,1,1,,0.0,,0.0,
de:08416:10520:0:2,de:08416:10507:0:8,2,2,0.3,0.3,0.0,0.3,0.3
de:08416:10507:0:8,de:08416:10510:0:1,2,2,0.0,0.3,0.3,0.0,0.0
de:08416:10510:0:1,de:08416:10192:0:3,1,1,0.0,0.6,0.6,0.0,0.0
de:08416:10192:0:3,de:08416:10100:0:1,1,1,0.0,0.6,0.6,0.0,0.0
de:08416:10100:0:1,de:08416:10101:0:1,1,1,-0.6,0.0,0.6,-0.6,0.0
de:08416:10101:0:1,de:08416:10112:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10112:0:1,de:08416:10111:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10111:0:1,de:08416:10113:0:1,1,1,0.7,0.7,0.0,0.7,0.7
de:08416:10113:0:1,de:08416:10103:0:1,1,1,0.0,0.7,0.7,0.0,0.0
de:08416:10103:0:1,de:08416:10104:0:1,1,1,-0.7,0.0,0.7,-0.7,0.0
de:08416:10104:0:1,de:08416:10105:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10105:0:1,de:08416:10106:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10106:0:1,de:08416:10107:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10107:0:1,de:08416:10108:0:4,1,1,0.6,0.6,0.0,0.6,0.6
de:08416:11000:14:I,de:08416:10501:0:2,1,1,,0.0,,0.0,
de:08416:10510:0:1,de:08416:10018:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10018:0:1,de:08416:10017:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10017:0:1,de:08416:10014:2:8,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10014:2:8,de:08416:10049:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10049:0:1,de:08416:10050:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10050:0:1,de:08416:10051:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10051:0:1,de:08416:10013:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:11000:12:D,de:08416:10501:0:2,1,1,,0.0,,0.0,
de:08416:10501:0:2,de:08416:10600:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10600:0:1,de:08416:10608:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10608:0:1,de:08416:10601:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10601:0:1,de:08416:10602:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10602:0:1,de:08416:10603:0:1,1,1,,,0.0,0.0,
de:08416:10603:0:1,de:08416:10604:0:1,1,1,,,,0.0,
de:08416:10604:0:1,de:08416:10607:0:4,1,1,,,,0.0,
de:08416:10607:0:4,de:08416:10604:0:4,1,1,,,,0.0,
de:08416:10604:0:4,de:08416:10606:0:4,1,1,,,,0.0,
de:08416:10606:0:4,de:08416:10605:0:4,1,1,,,,0.0,
de:08416:11000:13:L,de:08416:10517:0:1,3,3,,0.0,,0.0,
de:08416:10800:0:1,de:08416:10614:0:1,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:10614:0:1,de:08416:10801:0:1,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:10801:0:1,de:08416:806:0:0,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:806:0:0,de:08416:802:0:2,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:802:0:2,de:08416:803:0:0,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:803:0:0,de:08416:809:0:0,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:809:0:0,de:08416:807:0:0,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:807:0:0,de:08416:804:0:0,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:804:0:0,de:08416:802:0:1,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:802:0:1,de:08416:4004:0:0,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:11000:15:N,de:08416:10517:0:1,3,3,,0.0,,0.0,
de:08416:10800:0:1,de:08416:10826:0:1,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:10826:0:1,de:08416:10801:0:1,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:10801:0:1,de:08416:4404:0:1,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:4404:0:1,de:08416:4010:0:2,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:4010:0:2,de:08416:4402:0:2,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:4402:0:2,de:08416:4403:0:1,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:4403:0:1,de:08416:4005:0:1,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:4005:0:1,de:08416:4405:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:4405:0:1,de:08416:4008:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:4008:0:1,de:08416:4407:0:1,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:4407:0:1,de:08416:4421:0:1,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:4421:0:1,de:08416:4409:0:1,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:4409:0:1,de:08416:4410:0:1,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:4410:0:1,de:08416:4419:0:0,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:4419:0:0,de:08416:4411:0:2,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:4411:0:2,de:08416:4412:0:2,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:4412:0:2,de:08416:4422:0:2,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:4422:0:2,de:08416:4415:0:1,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:4415:0:1,de:08416:4499:0:2,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:4499:0:2,de:08416:4410:0:3,3,3,0.0,0.0,0.0,0.0,0.0
de:08416:4005:0:1,de:08416:4008:0:1,2,2,0.0,0.0,0.0,0.0,0.0
de:08416:11000:13:M,de:08416:10520:0:3,1,1,,0.0,,0.0,
de:08416:10520:0:3,de:08416:10503:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10503:0:1,de:08416:10505:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10505:0:1,de:08416:10305:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:10305:0:1,de:08416:16350:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:16350:0:1,de:08115:7036:0:4,1,1,0.0,0.0,0.0,0.0,0.0
de:08115:7036:0:4,de:08416:6352:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:6352:0:1,de:08416:6348,1,1,,,0.0,0.0,
de:08416:6348,de:08416:6349:2:1,1,1,,0.0,,0.0,
de:08416:6349:2:1,de:08416:6353:0:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08416:6353:0:1,de:08115:2815:0:4,1,1,0.0,0.0,0.0,0.0,0.0
de:08115:2815:0:4,de:08115:3119:1:4,1,1,0.0,0.0,0.0,0.0,0.0
de:08115:3119:1:4,de:08115:3129:0:4,1,1,0.0,0.0,0.0,0.0,0.0
de:08115:3129:0:4,de:08115:3118:0:4,1,1,0.0,0.0,0.0,0.0,0.0
de:08115:3118:0:4,de:08115:3122:0:4,1,1,0.0,0.0,0.0,0.0,0.0
de:08115:3122:0:4,de:08115:3130:0:4,1,1,0.0,0.0,0.0,0.0,0.0
de:08115:3130:0:4,de:08115:3131:0:4,1,1,0.0,0.0,0.0,0.0,0.0
de:08115:3131:0:4,de:08115:7106:1:4,1,1,0.0,0.0,0.0,0.0,0.0
de:08115:7106:1:4,de:08115:7108:0:4,1,1,0.0,0.0,0.0,0.0,0.0
de:08115:7108:0:4,de:08115:7111:1:4,1,1,0.0,0.0,0.0,0.0,0.0
de:08115:7111:1:4,de:08116:7104:1:4,1,1,0.0,0.0,0.0,0.0,0.0
de:08116:7104:1:4,de:08116:7177:0:4,1,1,0.0,0.0,0.0,0.0,0.0
de:08116:7177:0:4,de:08116:2142:0:4,1,1,0.0,0.0,0.0,0.0,0.0
de:08116:2142:0:4,de:08116:3113:0:4,1,1,0.0,0.0,0.0,0.0,0.0
de:08116:3113:0:4,de:08116:7179:0:3,1,1,0.0,0.0,0.0,0.0,0.0
de:08116:7179:0:3,de:08116:7178:1:4,1,1,0.0,0.0,0.0,0.0,0.0
de:08116:7178:1:4,de:08116:7003:2:1,1,1,0.0,0.0,0.0,0.0,0.0
de:08116:7003:2:1,de:08116:7180:1:4,1,1,0.0,0.0,0.0,0.0,0.0
de:08116:7180:1:4,de:08116:2102:0:3,1,1,0.0,0.0,0.0,0.0,0.0
de:08116:2102:0:3,de:08116:7182:0:4,1,1,0.0,0.0,0.0,0.0,0.0
de:08116:7182:0:4,de:08116:2103:3:2,1,1,0.0,0.0,0.0,0.0,0.0
de:08116:2103:3:2,de:08116:7182:0:3,1,1,,0.0,,0.0,
de:08116:7182:0:3,de:08116:7180:2:3,1,1,0.0,0.0,0.0,0.0,0.0
de:08116:7180:2:3,de:08116:7003:2:3,1,1,0.0,0.0,0.0,0.0,0.0
de:08116:7003:2:3,de:08116:7178:2:3,1,1,0.0,0.0,0.0,0.0,0.0
de:08116:7178:2:3,de:08116:7179:0:3,1,1,0.0,0.0,0.0,0.0,0.0
de:08116:7179:0:3,de:08116:3113:0:3,1,1,0.0,0.0,0.0,0.0,0.0
de:08116:3113:0:3,de:08116:2142:0:3,1,1,0.0,0.0,0.0,0.0,0.0
de:08116:2142:0:3,de:08116:7177:0:3,1,1,0.0,0.0,0.0,0.0,0.0
de:08116:7177:0:3,de:08116:7104:1:3,1,1,0.0,0.0,0.0,0.0,0.0
de:08116:7104:1:3,de:08115:7111:1:3,1,1,0.0,0.0,0.0,0.0,0.0
de:08115:7111:1:3,de:08115:3119:1:3,1,1,0.0,0.0,0.0,0.0,0.0
de:08115:3119:1:3,de:08115:2815:0:3,1,1,0.0,0.0,0.0,0.0,0.0
